Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Puerto Rico to export iguana meat,"Puerto Rico's Department of Health has approved letting Galan's agency finalize a plan to train volunteers to capture live iguanas and bring them to a processing center for slaughter and distribution to the U.S. Demand for iguana meat is high in U.S. states with large populations of Latino and Asian immigrants, said Galan.",919807377,Newspapers," Coto, Danica
Danica
Danica Coto
Coto
Danica Coto",,, (Copyright (c) 2012 Los Angeles Times)," 2578393051 , 67200642 , 7683 , ANGE , LATM120004149", News," Feb 5, 2012",0458-3035, English, English, A.8," Los Angeles, Calif.","Feb 5, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/919807377?accountid=14496,,,, A.8,," Puerto Rico , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Puerto+Rico+to+export+iguana+meat&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-05&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Coto%2C+Danica&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"CALIFORNIA BRIEFING; SANTA ANA; Ex-suspect held, then released","""ICE's case review showed Mr. Herrera had not had any prior immigration enforcement encounters, nor did he have a criminal history, aside from the charges which were just dismissed,"" according to a statement from immigration officials. --",919810598,Newspapers," Nicole Santa Cruz
Nicole Santa Cruz",,, (Copyright (c) 2012 Los Angeles Times)," 2578392271 , 67200642 , 7683 , ANGE , LATM120004232", News," Feb 5, 2012",0458-3035, English, English, A.30," Los Angeles, Calif.","Feb 5, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/919810598?accountid=14496,,,, A.30,," Serial crime , Aliens , Immigration policy",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CALIFORNIA+BRIEFING%3B+SANTA+ANA%3B+Ex-suspect+held%2C+then+released&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-05&amp;volume=&amp;issue=&amp;spage=A.30&amp;au=Nicole+Santa+Cruz&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
MONDAY BUSINESS; Latinos gain as economy picks up pace; They are achieving bigger post-recession employment increases than most other U.S. demographic groups.,"The latest Latino jobless rate of 10.5% remains higher than the overall rate of 8.3% for the nation and 7.4% for whites, partly reflecting their large immigrant population (foreign-born U.S. workers tend to have higher unemployment because of a variety of factors) as well as education and skill levels. [...] those rates have fallen to 10.5% and 13.8%, respectively.",919885832,Newspapers," Lee, Don
Don
Don Lee
Lee
Don Lee",,, (Copyright (c) 2012 Los Angeles Times)," 2578799751 , 67208822 , 7683 , ANGE , LATM120004358", News," Feb 6, 2012",0458-3035, English, English, A.1," Los Angeles, Calif.","Feb 6, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/919885832?accountid=14496,,,, A.1,," Recessions , Unemployment , Economic recovery , Hispanic Americans , Economic statistics , California , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=MONDAY+BUSINESS%3B+Latinos+gain+as+economy+picks+up+pace%3B+They+are+achieving+bigger+post-recession+employment+increases+than+most+other+U.S.+demographic+groups.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-06&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lee%2C+Don&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
THE NATION; English-fluency case has Arizona talking; A candidate fights a ruling that her language is too poor for a council post.,"Local journalists and political spectators almost affectionately call it ""Recall City."" Since 2000, seven elected officials have been recalled.",919885838,Newspapers," Lopez, Ricardo
Ricardo
Ricardo Lopez
Lopez
Ricardo Lopez",,, (Copyright (c) 2012 Los Angeles Times)," 2578799851 , 67208822 , 7683 , ANGE , LATM120004348", News," Feb 6, 2012",0458-3035, English, English, A.6," Los Angeles, Calif.","Feb 6, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/919885838?accountid=14496,,,, A.6,," Cities , State laws , Language policy , English language , Language proficiency , Local elections -- San Luis Arizona , Civil rights , San Luis Arizona , Cabrera, Alejandrina",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+English-fluency+case+has+Arizona+talking%3B+A+candidate+fights+a+ruling+that+her+language+is+too+poor+for+a+council+post.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-06&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Lopez%2C+Ricardo&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
The Catholic Vote Swings in the Balance in 2012,"[...] Catholic voters, who make up about a quarter of the electorate, represent the ultimate swing vote, and rank right up there with the state of Ohio as a bellwether of presidential election outcomes Which is why President Barack Obama has to be worried about the reaction to his administration's decision that could compel many Catholic institutions, like other employers, to offer contraception services in their health insurance policies.",920002114,Newspapers," Seib, Gerald F
Gerald
Gerald F Seib
Seib
F
Gerald F. Seib",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2579295101 , 67203762 , 117310 , WSJO , WSJOWSJO000020120206e826008et", News," Feb 6, 2012",, English, English, n/a," New York, N.Y.","Feb 6, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/920002114?accountid=14496,,,, n/a,," Birth control , Health insurance , Presidential elections , Catholicism , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Catholic+Vote+Swings+in+the+Balance+in+2012&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-02-06&amp;volume=&amp;issue=&amp;spage=&amp;au=Seib%2C+Gerald+F&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Disney's ABC, Univision Mull News-Channel Launch","The new channel would plunge Disney's ABC News more directly into the fractious cable-news wars, competing alongside Time Warner Inc's CNN, News Corp.'s Fox News and Comcast Corp.'s MSNBC. [...] it would mark a big strategic shift for Univision, which since its beginnings five decades ago has been defined by its Spanish-language broadcasts, If a deal is done, the companies' goal is to get the network--a joint venture based in Miami, where Univision has studios--up and running before the November elections, the people said.",920013121,Newspapers," Campo-Flores, Arian
Arian
Arian Campo-Flores
Campo-Flores
Arian Campo-Flores , Schechner, Sam
Sam
Sam Schechner
Schechner
Sam Schechner",," ABC Inc
515120 , News Corp
511110
515120
551112 , Walt Disney Co
512110
515120
711211
713110 , Univision Communications Inc
512220
515112
515120"," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2579408461 , 67208382 , 117310 , WSJO , WSJOWSJO000020120207e8270005s", News," Feb 7, 2012",, English, English, n/a," New York, N.Y.","Feb 7, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/920013121?accountid=14496,,,, n/a,," Hispanic Americans , Television networks , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Disney%27s+ABC%2C+Univision+Mull+News-Channel+Launch&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-02-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Campo-Flores%2C+Arian%3BSchechner%2C+Sam&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
30-Year Trip From School to Condos,"After three decades of patience, perseverance and delay, Mr. Sung and his family have now finally transformed the school into a condominium with a pool, a spa, a juice bar with room service and 110 loft-like apartments. While the interior was transformed, Mr. Sung preserved the original Snyder facade at 371 Madison St., complete with the New York City seal looming over the front entrance, the school flagpole and the name Public School 12 chiseled into the stone.",920013167,Newspapers," Barbanel, Josh
Josh
Josh Barbanel
Barbanel
Josh Barbanel",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2579408971 , 67208382 , 117310 , WSJO , WSJOWSJO000020120207e8270015v", News," Feb 7, 2012",, English, English, n/a," New York, N.Y.","Feb 7, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/920013167?accountid=14496,,,, n/a,," Profits , Savings banks , Interior design",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=30-Year+Trip+From+School+to+Condos&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-02-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Barbanel%2C+Josh&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Canada's Population Grew Nearly 6% Over Last Five Years,"According to the census data, there were 33,476,688 people in Canada last year, up from 31,612,897 in 2006.",920346529,Newspapers," Menon, Nirmala
Nirmala
Nirmala Menon
Menon
Nirmala Menon",," Statistics Canada
926110"," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2581453471 , 67261732 , 117310 , WSJO , WSJOWSJO000020120209e829001p5", News," Feb 9, 2012",, English, English, n/a," New York, N.Y.","Feb 9, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/920346529?accountid=14496,,,, n/a,," Provinces , Population growth , British Columbia Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Canada%27s+Population+Grew+Nearly+6%25+Over+Last+Five+Years&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-02-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Menon%2C+Nirmala&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Angel Island's living history; Those who endured immigration station gather for ceremony and share stories.,"[...] 72 years after the Angel Island Immigration Station closed its doors, maybe a couple hundred people still remember firsthand what it was to travel by boat thousands of miles to California only to be held for days, weeks or months in guarded wooden barracks surrounded by San Francisco Bay. The Griffith Park museum was giving a $10,000 prize to the nonprofit Angel Island Immigration Station Foundation, which works to restore and preserve the station and to educate people about what happened there.",920349124,Newspapers," Lelyveld, Nita
Nita
Nita Lelyveld
Lelyveld
Nita Lelyveld",,, (Copyright (c) 2012 Los Angeles Times)," 2581480211 , 67272222 , 7683 , ANGE , LATM120004732", News," Feb 9, 2012",0458-3035, English, English, AA.1," Los Angeles, Calif.","Feb 9, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/920349124?accountid=14496,,,, AA.1,," World War II , Asian Americans , Detention centers , Reunions , Angel Island",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Angel+Island%27s+living+history%3B+Those+who+endured+immigration+station+gather+for+ceremony+and+share+stories.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-09&amp;volume=&amp;issue=&amp;spage=AA.1&amp;au=Lelyveld%2C+Nita&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
The White Underclass,"Jobs are also critical as a pathway out of poverty, and Murray is correct in noting that it is troubling that growing numbers of working-class men drop out of the labor force. Today, I fear we're facing a crisis in which a chunk of working-class America risks being calcified into an underclass, marked by drugs, despair, family decline, high incarceration rates and a diminishing role of jobs and education as escalators of upward mobility.",920350965,Newspapers," Kristof, Nicholas D
Nicholas
Nicholas D Kristof
Kristof
D
Nicholas D. Kristof", NYTIAO,," Copyright New York Times Company Feb 9, 2012"," 2581506781 , 67271332 , 7818 , NYTIAO , NYT , 441791-20120209", Commentary," Feb 9, 2012",0362-4331, English, English, A.23," New York, N.Y.","Feb 9, 2012",New York Times,2012,https://search.proquest.com/docview/920350965?accountid=14496,,,, A.23,," Low income groups , Whites , Poverty , Books , Social policy , Murray, Charles"," Coming Apart (Book) , Better Angels of Our Nature, The (Book)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+White+Underclass%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-09&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Kristof%2C+Nicholas+D&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Minorities Slam Revised Political Map,"On Thursday, anger over the failure of those numbers to translate into political power erupted at a public hearing here in Suffolk County on new boundaries drafted for the island's nine state Senate seats.",920737473,Newspapers," Will, James
James
James Will
Will
Will James",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2582440571 , 67271472 , 117310 , WSJO , WSJOWSJO000020120210e82a00262", News," Feb 10, 2012",, English, English, n/a," New York, N.Y.","Feb 10, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/920737473?accountid=14496,,,, n/a,," Public hearings , Task forces , Long Island New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Minorities+Slam+Revised+Political+Map&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-02-10&amp;volume=&amp;issue=&amp;spage=&amp;au=Will%2C+James&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Suburban Schools Lag as Bilingual Needs Grow,"52 percent -- now live in Chicago's suburbs, the 2010 Census showed, while 38 percent live in the city. Since 2005, about 25 percent of suburban school districts have seen the number of English-language learners double -- in Plainfield School District 202, they have more than tripled, to about 2,082 in 2011 from about 674 in 2005.",920764180,Newspapers," Harris, Rebecca
Rebecca
Rebecca Harris
Harris
Rebecca Harris", NYTIAO,," Copyright New York Times Company Feb 10, 2012"," 2582518561 , 67298332 , 7818 , NYTIAO , NYT , 457744-20120210", NEWSPAPER," Feb 10, 2012",0362-4331, English, English, A.21A," New York, N.Y.","Feb 10, 2012",New York Times,2012,https://search.proquest.com/docview/920764180?accountid=14496,,,, A.21A,," School districts , School boards , Hispanics , Learning , Teaching , Reading , Multicultural education , School superintendents , Bilingualism , Statistical data",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Suburban+Schools+Lag+as+Bilingual+Needs+Grow%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-10&amp;volume=&amp;issue=&amp;spage=A.21A&amp;au=Harris%2C+Rebecca&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Penang, Malaysia","[...] have lunch at the International Hotel (92 Transfer Road; 40 ringgit for two), where a Sumatran-run hawker stall in a Chinese-owned coffee shop serves a selection of Malay, Indonesian and Indian- and Chinese-influenced curries, vegetable dishes and sambals. 2 p.m. 5.",921038779,Newspapers," Eckhardt, Robyn
Robyn
Robyn Eckhardt
Eckhardt
Robyn Eckhardt", NYTIAO,," Copyright New York Times Company Feb 12, 2012"," 2583911091 , 67332692 , 7818 , NYTIAO , NYT , 333271-20120212", News," Feb 12, 2012",0362-4331, English, English, TR.10," New York, N.Y.","Feb 12, 2012",New York Times,2012,https://search.proquest.com/docview/921038779?accountid=14496,,,, TR.10,," Tourism , Tourist attractions , Geographic profiles , Shopping , Nightclubs , Penang Malaysia",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Penang%2C+Malaysia%3A+%5BTravel+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-12&amp;volume=&amp;issue=&amp;spage=TR.10&amp;au=Eckhardt%2C+Robyn&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
We Need a Second Party,"Without that, the best of the Democrats -- who have been willing to compromise -- have no partners and the worst have a free pass for their own magical thinking. Since such a transformed Republican Party is highly unlikely, maybe the best thing would be for it to get crushed in this election and forced into a fundamental rethink -- something the Democrats had to go through when they lost three in a row between 1980 and 1988.",921038956,Newspapers," Friedman, Thomas L
Thomas
Thomas L Friedman
Friedman
L
Thomas L. Friedman", NYTIAO," Republican Party
813940"," Copyright New York Times Company Feb 12, 2012"," 2583913091 , 67332692 , 7818 , NYTIAO , NYT , 502480-20120212", Commentary," Feb 12, 2012",0362-4331, English, English, SR.11," New York, N.Y.","Feb 12, 2012",New York Times,2012,https://search.proquest.com/docview/921038956?accountid=14496,,,, SR.11,," Candidates , Presidential elections , Tax increases , Primaries & caucuses , Political parties , Ideology , Political systems , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=We+Need+a+Second+Party%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-12&amp;volume=&amp;issue=&amp;spage=SR.11&amp;au=Friedman%2C+Thomas+L&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Well, recuse me!","Re ""An ominous silence on the Supreme Court,"" Opinion, Feb. 12 No more proof is needed of today's political divide than the arguments over whether Supreme Court justices Clarence Thomas and Elena Kagan should recuse themselves from the healthcare reform case. Segall never mentions Scalia's mocking of the court's impartiality, and he suggests a similar double standard that excuses Thomas from recusing himself despite the flame-throwing partisanship of Thomas' wife on healthcare reform.",921273882,Newspapers,,,, (Copyright (c) 2012 Los Angeles Times)," 2585102841 , 67362802 , 7683 , ANGE , LATM120005222", News," Feb 14, 2012",0458-3035, English, English, A.12," Los Angeles, Calif.","Feb 14, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/921273882?accountid=14496,,,, A.12,," Amnesties , Immigration policy , Aliens",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Well%2C+recuse+me%21&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-14&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
What's New? A Penchant For Novelty Has Benefits,"Understanding Our Need for Novelty and Change, the journalist Winifred Gallagher argues that neophilia has always been the quintessential human survival skill, whether adapting to climate change on the ancestral African savanna or coping with the latest digital toy from Silicon Valley. The variations have been linked to faster reaction times, attention deficit hyperactivity disorder and a higher penchant for novelty-seeking and risk-taking.",921284970,Newspapers," Tierney, John
John
John Tierney
Tierney
John Tierney", NYTIAO,," Copyright New York Times Company Feb 14, 2012"," 2585221831 , 67362192 , 7818 , NYTIAO , NYT , 558362-20120214", Commentary," Feb 14, 2012",0362-4331, English, English, D.1," New York, N.Y.","Feb 14, 2012",New York Times,2012,https://search.proquest.com/docview/921284970?accountid=14496,,,, D.1,," Attention deficit disorder , Dopamine , Research & development--R&D , Behavior , Personality traits , Decision making , Genetics",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=What%27s+New%3F+A+Penchant+For+Novelty+Has+Benefits%3A+%5BScience+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-14&amp;volume=&amp;issue=&amp;spage=D.1&amp;au=Tierney%2C+John&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Where the Colorado Runs Dry,"MOST visitors to the Hoover Dam and the Grand Canyon probably don't realize that the mighty Colorado River, America's most legendary white-water river, rarely reaches the sea. [...] 1998 the Colorado regularly flowed south along the Arizona-California border into a Mexican delta, irrigating farmlands and enriching a wealth of wildlife and flora before emptying into the Gulf of California.",921405508,Newspapers," Waterman, Jonathan
Jonathan
Jonathan Waterman
Waterman
Jonathan Waterman", NYTIAO,," Copyright New York Times Company Feb 15, 2012"," 2586028701 , 67381742 , 7818 , NYTIAO , NYT , 597961-20120215", Commentary," Feb 15, 2012",0362-4331, English, English, A.25," New York, N.Y.","Feb 15, 2012",New York Times,2012,https://search.proquest.com/docview/921405508?accountid=14496,,,, A.25,," Endangered & extinct species , Drinking water , Water rights , Water resources , Population growth , Climate change , Grand Canyon , United States--US , Hoover Dam , Colorado River",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Where+the+Colorado+Runs+Dry%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-15&amp;volume=&amp;issue=&amp;spage=A.25&amp;au=Waterman%2C+Jonathan&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"In Toronto, Hoopla Rises Early And Captivates Many","Mostly, members of the Canadian news media had the same curiosities that everyone else has about Lin's sudden rise over the past six games. Serving them are four daily newspapers in various Chinese languages and a raft of other periodicals and broadcast outlets.",921405510,Newspapers," Beck, Howard
Howard
Howard Beck
Beck
Howard Beck", NYTIAO," Toronto Raptors
711211 , New York Knicks
711211"," Copyright New York Times Company Feb 15, 2012"," 2586028721 , 67381742 , 7818 , NYTIAO , NYT , 598135-20120215", News," Feb 15, 2012",0362-4331, English, English, B.13," New York, N.Y.","Feb 15, 2012",New York Times,2012,https://search.proquest.com/docview/921405510?accountid=14496,,,, B.13,," Professional basketball , Media coverage , Lin, Jeremy",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Toronto%2C+Hoopla+Rises+Early+And+Captivates+Many%3A+%5BSports+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2012-02-15&amp;volume=&amp;issue=&amp;spage=B.13&amp;au=Beck%2C+Howard&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Budget Overhaul Splits Kansas GOP,"The August primary and November's general election, in which all 40 state senators stand for re-election, are shaping up as a test of the tea-party Republicans' power. Since Mr. Brownback took office, the former U.S. senator has eliminated public funding for the arts and championed stricter controls on abortion, the expansion of faith-based initiatives, as well as the public posting of teacher evaluations.",921517422,Newspapers," Belkin, Douglas
Douglas
Douglas Belkin
Belkin
Douglas Belkin",,," (c) 2012 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2586926381 , 67381592 , 117310 , WSJO , WSJOWSJO000020120216e82g0000c", News," Feb 16, 2012",, English, English, n/a," New York, N.Y.","Feb 16, 2012",Wall Street Journal (Online),2012,https://search.proquest.com/docview/921517422?accountid=14496,,,, n/a,," Primaries & caucuses , State elections , Bills , Presidential elections , Brownback, Sam",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Budget+Overhaul+Splits+Kansas+GOP&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2012-02-16&amp;volume=&amp;issue=&amp;spage=&amp;au=Belkin%2C+Douglas&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Sarkozy will seek second term; The French president, who is trailing his Socialist Party rival, makes his bid official.","In Le Figaro he also defended his recent emphasis on France's ""Judeo-Christian roots"" -- managing to shoehorn in a mention of Joan of Arc -- announced a program of sweeping education reforms and declared opposition to gay marriage and adoptions by same-sex couples.",921552109,Newspapers," Willsher, Kim
Kim
Kim Willsher
Willsher
Kim Willsher",,, (Copyright (c) 2012 Los Angeles Times)," 2587090021 , 67403712 , 7683 , ANGE , LATM120005442", News," Feb 16, 2012",0458-3035, English, English, A.4," Los Angeles, Calif.","Feb 16, 2012",Los Angeles Times,2012,https://search.proquest.com/docview/921552109?accountid=14496,,,, A.4,," Education reform , Presidents , Political campaigns , Candidates , Elections -- France , France , Hollande, Francois , Sarkozy, Nicolas",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Sarkozy+will+seek+second+term%3B+The+French+president%2C+who+is+trailing+his+Socialist+Party+rival%2C+makes+his+bid+official.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2012-02-16&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Willsher%2C+Kim&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
