Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
Trump Expected to Bolster 'Buy American' and 'Hire American' Directives; President to sign executive order calling for government-wide review to strengthen mandates,,1888769775,Newspapers," Stokols, Eli
Stokols
Eli
Eli Stokols",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170418000020170418ed4i000b5 , WSJOWSJO20170418000020170418ed4i000b5 , 117310 , PQ_117310_Apr182017", News," Apr 18, 2017",, English, English, n/a," New York, N.Y.","Apr 18, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1888769775?accountid=14496,, n/a," Government agencies , Political campaigns , Presidents , Passports & visas , Waivers , Executive orders , Trade agreements , Trump, Donald J , Wisconsin , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Expected+to+Bolster+%27Buy+American%27+and+%27Hire+American%27+Directives%3B+President+to+sign+executive+order+calling+for+government-wide+review+to+strengthen+mandates&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Stokols%2C+Eli&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"THE NATION; Detroit case casts spotlight on brutal ritual; For first time, a doctor is charged under U.S. law banning female genital mutilation.",,1888844334,Newspapers," Tchekmedyian, Alene
Tchekmedyian
Alene
Alene Tchekmedyian"," Johns Hopkins University School of Medicine
611310"," Copyright Los Angeles Times Apr 18, 2017"," 7683 , PQ_7683_Apr182017 , LATMLATM201704189456 , LATMLATM201704189456", News," Apr 18, 2017",0458-3035, English, English, A.6," Los Angeles, Calif.","Apr 18, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1888844334?accountid=14496,, A.6," Girls , Womens health , Female circumcision , Africa , Middle East , Nevada , United States--US , Asia , India , Egypt , Detroit Michigan , Minnesota"," REID, HARRY , DETROIT (MI) , FEMALE GENITAL MUTILATION , LAW , DOCTORS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Detroit+case+casts+spotlight+on+brutal+ritual%3B+For+first+time%2C+a+doctor+is+charged+under+U.S.+law+banning+female+genital+mutilation.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Tchekmedyian%2C+Alene&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Yes to a NAFTA World Cup,,1888847081,Newspapers," Sarukhan, Arturo
Sarukhan
Arturo
Arturo Sarukhan",," Copyright Los Angeles Times Apr 18, 2017"," 7683 , PQ_7683_Apr182017 , LATMLATM201704189413 , LATMLATM201704189413", Opinions," Apr 18, 2017",0458-3035, English, English, A.13," Los Angeles, Calif.","Apr 18, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1888847081?accountid=14496,, A.13," Tournaments & championships , Political campaigns , Soccer , Trump, Donald J , Mexico , United States--US , Canada , North America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Yes+to+a+NAFTA+World+Cup&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Sarukhan%2C+Arturo&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump officials deploy court tactic to reverse Obama rules,,1888847151,Newspapers," Mufson, Steven
Steven
Steven Mufson
Mufson
Steven Mufson , Eilperin, Juliet
Juliet
Juliet Eilperin
Eilperin
Juliet Eilperin"," Environmental Protection Agency--EPA
924110 , Department of Health & Human Services
923120 , Republican Party
813940 , Democratic Party
813940"," (Copyright The Washington Post Company, Apr 18, 2017)"," WPXXWP20170418Trumpofficialsdeploycourttactictoreverseb825d732 , WPXXWP20170418Trumpofficialsdeploycourttactictoreverseb825d732 , 7653 , PQ_7653_Apr182017", News," Apr 18, 2017",0190-8286, English, English, A.1," Washington, D.C.","Apr 18, 2017",The Washington Post,2017,https://search.proquest.com/docview/1888847151?accountid=14496,, A.1," Regulation , Attorneys , Emissions , Regulatory agencies , Presidents , Court hearings & proceedings , Law , Executive orders , Federal court decisions , Industrial plant emissions , Gender identity , State court decisions , Power plants , School districts", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+officials+deploy+court+tactic+to+reverse+Obama+rules&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Mufson%2C+Steven%3BEilperin%2C+Juliet&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"So long, Joe Sixpack - hello Mar-a-Lago",,1888847803,Newspapers," Robinson, Eugene
Robinson
Eugene
Eugene Robinson",," (Copyright The Washington Post Company, Apr 18, 2017)"," WPXXWP20170418SolongJoeSixpackhelloMaraLago0bc70fa4 , WPXXWP20170418SolongJoeSixpackhelloMaraLago0bc70fa4 , 7653 , PQ_7653_Apr182017", Editorial," Apr 18, 2017",0190-8286, English, English, A.15," Washington, D.C.","Apr 18, 2017",The Washington Post,2017,https://search.proquest.com/docview/1888847803?accountid=14496,, A.15," Golf , Presidents , Travel , Costs , Maryland , Florida , New York , United States--US , Syria , Xi Jinping", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=So+long%2C+Joe+Sixpack+-+hello+Mar-a-Lago&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Robinson%2C+Eugene&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A louder border voice; Trump amplifies agents' 'Green Line' podcast,,1888847946,Newspapers," Esquivel, Paloma
Esquivel
Paloma
Paloma Esquivel",," Copyright Los Angeles Times Apr 18, 2017"," 7683 , PQ_7683_Apr182017 , LATMLATM201704189461 , LATMLATM201704189461", News," Apr 18, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Apr 18, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1888847946?accountid=14496,, A.1," Immigration policy , Political campaigns , Local elections , Labor unions , Photographers , Endorsements , Border patrol , Aliens , Flags , Rio Grande Valley"," MORAN, SHAWN , BORDER PATROL (U.S.) , PODCASTS , UNIONS , CONSERVATIVES",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+louder+border+voice%3B+Trump+amplifies+agents%27+%27Green+Line%27+podcast&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Esquivel%2C+Paloma&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The H-1B program is little-abused,,1888848040,Newspapers,," American Immigration Lawyers Association
813940 , US Citizenship & Immigration Services
928120"," (Copyright The Washington Post Company, Apr 18, 2017)"," WPXXWP20170418TheH1Bprogramislittleabused4e0c8ca0 , WPXXWP20170418TheH1Bprogramislittleabused4e0c8ca0 , 7653 , PQ_7653_Apr182017", Editorial," Apr 18, 2017",0190-8286, English, English, A.14," Washington, D.C.","Apr 18, 2017",The Washington Post,2017,https://search.proquest.com/docview/1888848040?accountid=14496,, A.14," Foreign labor , Passports & visas , Workers , Immigration , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=The+H-1B+program+is+little-abused&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Applicants For H-1B Program Drop,  [...]the U.S. Citizenship and Immigration Service again distributed the visas by lottery.,1888851900,Newspapers," Meckler, Laura
Meckler
Laura
Laura Meckler , Meckler, Laura
Meckler
Laura
Laura Meckler",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321764513 , 111484452 , 7510 , WSJ , DWJNJ000000020170418ed4i0000t", News," Apr 18, 2017",0099-9660, English, English, A.2," New York, N.Y.","Apr 18, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1888851900?accountid=14496,, A.2," Skilled workers , Applications , Passports & visas , Foreign labor , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Applicants+For+H-1B+Program+Drop&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Meckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump set to stiffen guest-worker laws,,1888852621,Newspapers," Jan, Tracy
Tracy
Tracy Jan
Jan
Tracy Jan , Ehrenfreund, Max
Max
Max Ehrenfreund
Ehrenfreund
Max Ehrenfreund"," Lexington Institute
541720 , Congress
921120 , Department of Homeland Security
922120 , US Citizenship & Immigration Services
928120"," (Copyright The Washington Post Company, Apr 18, 2017)"," WPXXWP20170418Trumpsettostiffenguestworkerlaws38833ac6 , WPXXWP20170418Trumpsettostiffenguestworkerlaws38833ac6 , 7653 , PQ_7653_Apr182017", News," Apr 18, 2017",0190-8286, English, English, A.10," Washington, D.C.","Apr 18, 2017",The Washington Post,2017,https://search.proquest.com/docview/1888852621?accountid=14496,, A.10," Passports & visas , Contractors , National security , Trade agreements , Workers , Presidents , Foreign labor , Executive orders , Immigration , Wisconsin , United States--US , Bush, George W", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+set+to+stiffen+guest-worker+laws&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Jan%2C+Tracy%3BEhrenfreund%2C+Max&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. News: In Georgia, Democrats Eye GOP House Seat","  With their own supporters divided, national Republican leaders have spent more than $3 million attacking Mr. Ossoff's record and paid staff members to knock on doors in the district to urge residents to vote Republican and stop the Democrats.",1888852999,Newspapers," Andrews, Natalie
Andrews
Natalie
Natalie Andrews; Cameron McWhirter , McWhirter, Cameron
McWhirter
Cameron , Andrews, Natalie
Andrews
Natalie
Natalie Andrews , McWhirter, Cameron
McWhirter
Cameron
Cameron McWhirter"," Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321764561 , 111484452 , 7510 , WSJ , DWJNJ000000020170418ed4i0000v", News," Apr 18, 2017",0099-9660, English, English, A.3," New York, N.Y.","Apr 18, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1888852999?accountid=14496,, A.3," Special elections , Political campaigns , Political finance , Congressional elections , Georgia , Trump, Donald J , Handel, Karen , Ossoff, Jon",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+In+Georgia%2C+Democrats+Eye+GOP+House+Seat&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Andrews%2C+Natalie%3BMcWhirter%2C+Cameron&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Life &amp; Arts -- Health: The Endangered 'Good Doctor' Who Cares for Body and Soul --- Burton J. Lee III, a renowned oncologist, treated the president and this reporter, but landed on the outs as the profession changed","  Today, that doctor-patient relationship is eroding in a world of ever-briefer consultations, clinical algorithms and electronic health records that keep physicians glued to a computer rather than focused on the patient. In a position paper published March 28 in the Annals of Internal Medicine, the organization wrote that mounting administrative tasks ""divert time and focus from more clinically important activities of physicians and their staffs, such as providing actual care to patients and improving quality.""",1888853001,Newspapers," Lagnado, Lucette
Lagnado
Lucette
Lucette Lagnado , Lagnado, Lucette
Lagnado
Lucette
Lucette Lagnado"," Memorial Sloan-Kettering Cancer Center
622310 , American College of Physicians
813920"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321764579 , 111484452 , 7510 , WSJ , DWJNJ000000020170418ed4i00017", Commentary," Apr 18, 2017",0099-9660, English, English, A.9," New York, N.Y.","Apr 18, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1888853001?accountid=14496,, A.9," Oncology , Physicians , Personal profiles , Physician patient relationships , Bush, George H W , Lee, Burton",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Life+%26amp%3B+Arts+--+Health%3A+The+Endangered+%27Good+Doctor%27+Who+Cares+for+Body+and+Soul+---+Burton+J.+Lee+III%2C+a+renowned+oncologist%2C+treated+the+president+and+this+reporter%2C+but+landed+on+the+outs+as+the+profession+changed&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Lagnado%2C+Lucette&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Trump Expected to Bolster 'Buy American' Directive,"  The order will call for a review by federal agencies aimed at stricter enforcement of immigration and other laws governing the entry of workers into the U.S. In addition to the visa program, federal agencies will be asked to review and minimize the use of waivers and exceptions to Buy American policies as well as assess the degree to which waivers included in free-trade agreements have hurt American workers.",1888853009,Newspapers," Stokols, Eli
Stokols
Eli
Eli Stokols , Stokols, Eli
Stokols
Eli
Eli Stokols",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321764577 , 111484452 , 7510 , WSJ , DWJNJ000000020170418ed4i00016", News," Apr 18, 2017",0099-9660, English, English, A.2," New York, N.Y.","Apr 18, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1888853009?accountid=14496,, A.2," Passports & visas , Trade agreements , Waivers , Executive orders , Foreign labor , Immigration policy , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Trump+Expected+to+Bolster+%27Buy+American%27+Directive&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Stokols%2C+Eli&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
PROTECTED PATH NOW UNCERTAIN,,1888885094,Newspapers," Moreno, Nereida
Moreno
Nereida
Nereida Moreno",," Copyright Tribune Interactive, LLC Apr 18, 2017"," 7684 , PQ_7684_Apr182017 , TRIBTRIB2017041820170417288129167 , TRIBTRIB2017041820170417288129167", News," Apr 18, 2017",1085-6706, English, English,," Chicago, Ill.","Apr 18, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1888885094?accountid=14496,, 1," Immigration policy , Medical records , Families & family life , Citizenship , Deportation , National security , Secondary schools , Adult education , Aliens , Mexico , United States--US , Illinois",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=PROTECTED+PATH+NOW+UNCERTAIN%3A+FUTURE+HAZY+FOR+NEARLY+100%2C000+IN+ILLINOIS+BROUGHT+TO+U.S.+ILLEGALLY+AS+KIDS&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=1&amp;au=Moreno%2C+Nereida&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
WHAT OTHERS ARE SAYING,,1888885103,Newspapers,," Department of Defense
928110 , Taliban
813940"," Copyright Tribune Interactive, LLC Apr 18, 2017"," 7684 , PQ_7684_Apr182017 , TRIBTRIB2017041820170417288129074 , TRIBTRIB2017041820170417288129074", Editorial," Apr 18, 2017",1085-6706, English, English,," Chicago, Ill.","Apr 18, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1888885103?accountid=14496,, 12," Immigration , United States--US , Afghanistan , Etzioni, Amitai Werner", EDITORIAL,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=WHAT+OTHERS+ARE+SAYING&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=12&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigration arrests surge under Trump,,1888885189,Newspapers," Sacchetti, Maria
Sacchetti
Maria
Maria Sacchetti",," Copyright Tribune Interactive, LLC Apr 18, 2017"," 7684 , PQ_7684_Apr182017 , TRIBTRIB2017041820170417288129098 , TRIBTRIB2017041820170417288129098", News," Apr 18, 2017",1085-6706, English, English,," Chicago, Ill.","Apr 18, 2017",Chicago Tribune,2017,https://search.proquest.com/docview/1888885189?accountid=14496,, 8," Immigration policy , Deportation , Arrests , National security , Political campaigns , Sex crimes , Criminal records , Aliens , Trump, Donald J , New York , United States--US , Georgia , Los Angeles California , Atlanta Georgia , Oklahoma",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Immigration+arrests+surge+under+Trump%3A+Apprehension+of+those+with+no+criminal+record+more+than+doubles&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=8&amp;au=Sacchetti%2C+Maria&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Skilled-Worker Visas to Be Revamped in Australia; New system with tougher rules will allow fewer overseas workers into country,,1888919328,Newspapers," Taylor, Rob
Taylor
Rob
Rob Taylor"," Australian National University
611310 , Independence Party-UK
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170418000020170418ed4i0020a , WSJOWSJO20170418000020170418ed4i0020a , 117310 , PQ_117310_Apr182017", News," Apr 18, 2017",, English, English, n/a," New York, N.Y.","Apr 18, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1888919328?accountid=14496,, n/a," Passports & visas , Workers , Foreign labor , Employment , Aliens , Immigration , Employers , Trump, Donald J , United States--US , India , Johnson, Boris , Turnbull, Malcolm , United Kingdom--UK , Australia",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Skilled-Worker+Visas+to+Be+Revamped+in+Australia%3B+New+system+with+tougher+rules+will+allow+fewer+overseas+workers+into+country&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Taylor%2C+Rob&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Trump Resumes Early-Morning Twitter Attacks, Targeting Obama, Georgia Democrat; President blames predecessor's policies for spread of immigrant gangs",,1888937512,Newspapers," Stokols, Eli
Stokols
Eli
Eli Stokols"," Republican Party
813940 , Fox News Channel
515120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170418000020170418ed4i003bi , WSJOWSJO20170418000020170418ed4i003bi , 117310 , PQ_117310_Apr182017", News," Apr 18, 2017",, English, English, n/a," New York, N.Y.","Apr 18, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1888937512?accountid=14496,, n/a," Immigration policy , Social networks , Presidential elections , Congressional elections , Aliens , Ossoff, Jon , Trump, Donald J , China , North Korea , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Resumes+Early-Morning+Twitter+Attacks%2C+Targeting+Obama%2C+Georgia+Democrat%3B+President+blames+predecessor%27s+policies+for+spread+of+immigrant+gangs&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Stokols%2C+Eli&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"White House Pushes Link Between Immigrants and Crime; Donald Trump, Jeff Sessions and John Kelly say gangs such as M-13 are fueling a crime wave, a position disputed by some in law enforcement",,1889152355,Newspapers," Reinhard, Beth
Reinhard
Beth
Beth Reinhard; Aruna Viswanatha , Viswanatha, Aruna
Viswanatha
Aruna"," Federal Bureau of Investigation--FBI
922120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170418000020170418ed4i00a3y , WSJOWSJO20170418000020170418ed4i00a3y , 117310 , PQ_117310_Apr182017", News," Apr 18, 2017",, English, English, n/a," New York, N.Y.","Apr 18, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1889152355?accountid=14496,, n/a," Immigration policy , Political campaigns , Law enforcement , Public safety , Aliens , Gangs , Border security , Los Angeles California , United States--US , El Salvador , Long Island New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=White+House+Pushes+Link+Between+Immigrants+and+Crime%3B+Donald+Trump%2C+Jeff+Sessions+and+John+Kelly+say+gangs+such+as+M-13+are+fueling+a+crime+wave%2C+a+position+disputed+by+some+in+law+enforcement&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Reinhard%2C+Beth%3BViswanatha%2C+Aruna&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Trump Signs Order Calling for Changes in H-1B Visa Rules; Directive initiates review aimed at closing loopholes on 'Buy American,' 'Hire American' initiatives",,1889171763,Newspapers," Stokols, Eli
Eli
Eli Stokols
Stokols
Eli Stokols; Laura Meckler , Meckler, Laura
Laura
Laura Meckler
Meckler"," Democratic Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170418000020170418ed4i00b9l , WSJOWSJO20170418000020170418ed4i00b9l , 117310 , PQ_117310_Apr182017", News," Apr 18, 2017",, English, English, n/a," New York, N.Y.","Apr 18, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1889171763?accountid=14496,, n/a," Government agencies , Immigration policy , North American Free Trade Agreement , Passports & visas , Trade agreements , Workers , Political campaigns , Presidents , Wages & salaries , Waivers , Executive orders , Trump, Donald J , United States--US , Ohio , India , Brown, Sherrod",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Signs+Order+Calling+for+Changes+in+H-1B+Visa+Rules%3B+Directive+initiates+review+aimed+at+closing+loopholes+on+%27Buy+American%2C%27+%27Hire+American%27+initiatives&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-04-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Stokols%2C+Eli%3BMeckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
