Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Opponents of Arizona Law Celebrate Judge's Decision,"In front of the state Capitol, hundreds of Mexican-Americans and other community members rejoiced, singing, waving flags and balloons, linking arms and dancing to live mariachi bands.",733041431,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2093991681 , 53616311 , 117310 , WSJO , WSJOWSJOCC3F29A9E581BE004D13CC37A276536FSB10001424052748703940904575396142110712602", News," Jul 29, 2010",, English, English, n/a," New York, N.Y.","Jul 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/733041431?accountid=14496,,,, n/a,," Aliens , Immigration policy , United States--US , Bolton, Susan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Opponents+of+Arizona+Law+Celebrate+Judge%27s+Decision&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Judge blocks key parts of Arizona immigration law; The ruling just as the law was set to kick in gives the legal battle's first round to the White House.,"A federal judge on Wednesday blocked most of a controversial Arizona immigration law just hours before it was to take effect, handing the Obama administration a win in the first stage of a legal battle expected to end up in the U.S. Supreme Court.",733049271,Newspapers," Riccardi, Nicholas
Riccardi
Nicholas
Nicholas Riccardi , Gorman, Anna
Gorman
Anna
Anna Gorman",," Supreme Court-US
922110", (Copyright (c) 2010 Los Angeles Times)," 2094051651 , 53617461 , 7683 , ANGE , LATM100028448", News," Jul 29, 2010",0458-3035, English, English, A.1," Los Angeles, Calif.","Jul 29, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/733049271?accountid=14496,,,, A.1,," Aliens , Federal court decisions , State laws , Trials , Law enforcement , Provisions , Immigration policy , United States--US , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Judge+blocks+key+parts+of+Arizona+immigration+law%3B+The+ruling+just+as+the+law+was+set+to+kick+in+gives+the+legal+battle%27s+first+round+to+the+White+House.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Riccardi%2C+Nicholas%3BGorman%2C+Anna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
WikiLeaks and us,"In the last 75 years, we have seen a sharp increase in the use of secrecy laws to cover up illegal activities, corruption and incompetence rather than to protect information that safeguards national security, as originally intended. When Justice Hugo Black and the Supreme Court ruled in favor of publication of the Pentagon Papers, as quoted in your editorial, they were talking about our government and our people, not the whole world.",733049310,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2094052141 , 53617461 , 7683 , ANGE , LATM100028373", News," Jul 29, 2010",0458-3035, English, English, A.20," Los Angeles, Calif.","Jul 29, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/733049310?accountid=14496,,,, A.20,," Tax cuts , National security , Wages & salaries",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=WikiLeaks+and+us&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
LATE BRIEFING; NEW MEXICO; Governors meeting date set,,733049528,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2094051021 , 53617461 , 7683 , ANGE , LATM100028477", News," Jul 29, 2010",0458-3035, English, English, AA.2," Los Angeles, Calif.","Jul 29, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/733049528?accountid=14496,,,, AA.2,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LATE+BRIEFING%3B+NEW+MEXICO%3B+Governors+meeting+date+set&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=AA.2&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
What We're Doing to Secure the Border,"Instead of focusing on high-profile worksite enforcement actions, or ""raids,"" this administration has already audited more companies to check their compliance with federal law than the last administration did during its entire time in office.\n",733055004,Newspapers," Bersin, Alan D
Bersin
D
Alan
Alan D. Bersin , Morton, John
Morton
John
John Morton",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094135581 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t00023", News," Jul 29, 2010",0099-9660, English, English, A.13," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055004?accountid=14496," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior", A.13," 9190 United States , 1210 Politics & political behavior"," Border patrol , Aliens , Immigration policy , Enforcement , Organized crime , Border patrol , Immigration policy , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=What+We%27re+Doing+to+Secure+the+Border&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Bersin%2C+Alan+D%3BMorton%2C+John&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Arizona Immigration Law: States Dealt Blow in Battle for Power,The ruling from U.S. District Judge Susan Bolton in Phoenix sided with the Justice Department on the most important federal arguments accusing the state of crossing a constitutional line with a law aimed at curbing illegal immigration.,733055008,Newspapers," Perez, Evan
Perez
Evan
Evan Perez",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094135771 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t0002n", News," Jul 29, 2010",0099-9660, English, English, A.6," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055008?accountid=14496," 1210 Politics & political behavior , 9190 United States"," 1210 Politics & political behavior , 9190 United States"," 1210 Politics & political behavior , 9190 United States", A.6," 1210 Politics & political behavior , 9190 United States"," Aliens , Federal court decisions , Enforcement , Court hearings & proceedings , Immigration policy , State regulation , Federal state relations , United States--US , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Arizona+Immigration+Law%3A+States+Dealt+Blow+in+Battle+for+Power&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Perez%2C+Evan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Judge Blocks Arizona Law --- Obama Wins Injunction Stalling Broad State Crackdown on Illegal Immigrants,"Arizona said it would appeal the decision in what could be a protracted legal battle with Washington. Since Arizona Gov. Jan Brewer signed the legislation on April 23, the new law has sparked a national debate over illegal immigration and become a central issue in midterm elections across the U.S. Inspired by Arizona, legislators and candidates in states stretching from Florida to Colorado have said they would draft similar laws to tackle illegal immigration.",733055028,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094136051 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t0003g", News," Jul 29, 2010",0099-9660, English, English, A.1," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055028?accountid=14496," 1220 Social trends & culture , 9190 United States"," 1220 Social trends & culture , 9190 United States"," 1220 Social trends & culture , 9190 United States", A.1," 1220 Social trends & culture , 9190 United States"," Aliens , Federal court decisions , Immigration policy , United States--US , Arizona , Bolton, Susan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Judge+Blocks+Arizona+Law+---+Obama+Wins+Injunction+Stalling+Broad+State+Crackdown+on+Illegal+Immigrants&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
City News: 9/11 Care Bill In Jeopardy --- Parties Squabble Over Funding Source,"More than eight years after the 9/11 attacks, the effort to provide long-term treatment for thousands who became ill after working at the World Trade Center site is on the verge of failing in the House due to a bitter argument over immigration, health care and the coming election.",733055029,Newspapers," Devlin, Barrett
Devlin
Barrett
Devlin Barrett",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094135881 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t0002x", News," Jul 29, 2010",0099-9660, English, English, A.17," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055029?accountid=14496," 8320 Health care industry , 1210 Politics & political behavior , 9190 United States"," 8320 Health care industry , 1210 Politics & political behavior , 9190 United States"," 8320 Health care industry , 1210 Politics & political behavior , 9190 United States", A.17," 8320 Health care industry , 1210 Politics & political behavior , 9190 United States"," Bills , Health care policy , New York City New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=City+News%3A+9%2F11+Care+Bill+In+Jeopardy+---+Parties+Squabble+Over+Funding+Source&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Devlin%2C+Barrett&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Down and Out In Gotham,"For its backdrop, ""Super Sad True Love Story"" offers the ""Rupture,"" a futuroidal world in which the U.S. has all but collapsed, a war with Venezuela rages, the yuan backs America's cratered currency, military helicopters hover overhead with rotor blades whack-whacking, and armies of the poor and disenfranchised (""Low Net Worth Individuals"") live in a tattered tent city in New York's Central Park. First Avenue is a ""barbed-wire-strewn checkpoint.""",733055145,Newspapers," Theroux, Alexander
Theroux
Alexander
Alexander Theroux",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094135481 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t0001p", Book Review-Mixed," Jul 29, 2010",0099-9660, English, English, A.11," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055145?accountid=14496,,,, A.11,," Books -- Super Sad True Love Story , Shteyngart, Gary",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Down+and+Out+In+Gotham&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Theroux%2C+Alexander&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Arizona Immigration Law: Ruling Is New Hot-Button Issue in Election Year,"Jane Norton, a Republican candidate for the U.S. Senate in Colorado, had a hunch that by dinnertime Wednesday, conservative voters across the state would have heard about a federal judge blocking much of Arizona's immigration law. Former U.S. Rep. Tom Tancredo, an anti-illegal immigration firebrand who is running for Colorado governor on a third-party ticket, predicted the ruling would motivate conservatives, tea-party activists and all voters who are so sick of the federal government.",733055219,Newspapers," Weisman, Jonathan
Weisman
Jonathan
Jonathan Weisman , Simon, Stephanie
Simon
Stephanie
Stephanie Simon",," Senate
921120"," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094135741 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t0002f", News," Jul 29, 2010",0099-9660, English, English, A.6," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055219?accountid=14496," 1210 Politics & political behavior , 9190 United States"," 1210 Politics & political behavior , 9190 United States"," 1210 Politics & political behavior , 9190 United States", A.6," 1210 Politics & political behavior , 9190 United States"," State laws , Political activism , Aliens , Federal court decisions , Immigration policy , Elections -- Arizona , Arizona , Boozman, John",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Arizona+Immigration+Law%3A+Ruling+Is+New+Hot-Button+Issue+in+Election+Year&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Weisman%2C+Jonathan%3BSimon%2C+Stephanie&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,"Most notably, the injunction blocks a requirement that police check the immigration status of people stopped for such routine infractions as traffic violations, if police suspect they are in the U.S. illegally.",733055572,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094138041 , 53619711 , 7510 , WSJ , DWJNJ000000020100729e67t00044", News," Jul 29, 2010",0099-9660, English, English, A.1," New York, N.Y.","Jul 29, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/733055572?accountid=14496,,,, A.1,," Military personnel , Criminal investigations , Traffic violations , Health savings accounts , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Tips for immigration lawyers,"Q. What government agencies can I apply for as an experienced immigration lawyer with more than 10 years of independent practice? A. Given that you have developed a subject matter expertise on immigration issues, I assume that you want to stay in this field.",733055785,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 29, 2010"," 2094141411 , 53619821 , 7653 , TWP , WPXX201007291375598B", News," Jul 29, 2010",0190-8286, English, English, B.3," Washington, D.C.","Jul 29, 2010",The Washington Post,2010,https://search.proquest.com/docview/733055785?accountid=14496,,,, B.3,," Immigration policy , National security , Aliens , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Tips+for+immigration+lawyers&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Restraining Arizona; A federal judge takes a good first step toward overturning a bad law.,"The Phoenix-based judge's decision came in the wake of a challenge from the Justice Department, which argued that the Arizona law usurped the federal government's exclusive constitutional authority to establish immigration policy.",733055840,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 29, 2010"," 2094141431 , 53619821 , 7653 , TWP , WPXX20100729137559B6", Editorial," Jul 29, 2010",0190-8286, English, English, A.22," Washington, D.C.","Jul 29, 2010",The Washington Post,2010,https://search.proquest.com/docview/733055840?accountid=14496,,,, A.22,," Aliens , Immigration policy , State laws , Enforcement , Federal court decisions , Editorials -- Immigration policy , United States--US , Arizona , Bolton, Susan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Restraining+Arizona%3B+A+federal+judge+takes+a+good+first+step+toward+overturning+a+bad+law.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Judge blocks some sections of Arizona law; A victory for Justice Dept. Governor vows to take case to Supreme Court,"""Requiring Arizona law enforcement officials and agencies to determine the immigration status of every person who is arrested burdens lawfully present aliens because their liberty will be restricted while their status is checked,"" wrote Bolton, a Democratic appointee, who allowed other, less-controversial portions of the law to take effect Thursday as scheduled.",733058093,Newspapers," Markon, Jerry
Markon
Jerry
Jerry Markon , McCrummen, Stephanie
McCrummen
Stephanie
Stephanie McCrummen",,," Copyright The Washington Post Company Jul 29, 2010"," 2094141931 , 53619821 , 7653 , TWP , WPXX2010072913755A0B", News," Jul 29, 2010",0190-8286, English, English, A.1," Washington, D.C.","Jul 29, 2010",The Washington Post,2010,https://search.proquest.com/docview/733058093?accountid=14496,,,, A.1,," Aliens , Civil rights , State laws , Federal court decisions , Litigation , Immigration policy , Federal state relations , Arizona , Brewer, Jan , Bolton, Susan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Judge+blocks+some+sections+of+Arizona+law%3B+A+victory+for+Justice+Dept.+Governor+vows+to+take+case+to+Supreme+Court&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Markon%2C+Jerry%3BMcCrummen%2C+Stephanie&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Law's foes applaud ruling, but both sides remain in battle mode","U.S. District Judge Susan R. Bolton's ruling blocked the provision that had prompted the greatest outcry -- on that would require officers to check the immigration status of anyone they lawfully stop or arrest if the officer develops ""reasonable suspicion"" that the person is an illegal immigrant.",733058098,Newspapers," McCrummen, Stephanie
McCrummen
Stephanie
Stephanie McCrummen",,," Copyright The Washington Post Company Jul 29, 2010"," 2094141841 , 53619821 , 7653 , TWP , WPXX2010072913755A05", News," Jul 29, 2010",0190-8286, English, English, A.14," Washington, D.C.","Jul 29, 2010",The Washington Post,2010,https://search.proquest.com/docview/733058098?accountid=14496,,,, A.14,," Aliens , State laws , Federal court decisions , Immigration policy , United States--US , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Law%27s+foes+applaud+ruling%2C+but+both+sides+remain+in+battle+mode&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=McCrummen%2C+Stephanie&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Judge halts key parts of Ariz. law,,733059289,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2010 by the Chicago Tribune)," 2094166131 , 53620091 , 7684 , CTRB , TRIB201007280778", News," Jul 29, 2010",1085-6706, English, English, 1," Chicago, Ill.","Jul 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/733059289?accountid=14496,,,, 1,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Judge+halts+key+parts+of+Ariz.+law&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Arizona's crackdown reined in,"-- A federal judge on Wednesday blocked most of a controversial Arizona immigration law just hours before it was to take effect, handing the Obama administration a win in the first stage of a legal battle expected to end up in the U.S. Supreme Court.",733059576,Newspapers," Riccardi, Nicholas
Riccardi
Nicholas
Nicholas Riccardi , Gorman, Anna
Gorman
Anna
Anna Gorman",,, (Copyright 2010 by the Chicago Tribune)," 2094166241 , 53620091 , 7684 , CTRB , TRIB201007280713", News," Jul 29, 2010",1085-6706, English, English, 1.14," Chicago, Ill.","Jul 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/733059576?accountid=14496,,,, 14,," Aliens , Federal court decisions , Immigration policy , State laws , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Arizona%27s+crackdown+reined+in%3A+State+to+appeal+ruling+that+stems+immigration+law&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=14&amp;au=Riccardi%2C+Nicholas%3BGorman%2C+Anna&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Cremated remains lost in transit,"Bink, 89, a native of Chicago's Roseland neighborhood, was living in Mesa, Ariz., when she died June 18 of congestive heart failure. A U.S. Postal Service official said records show the remains were processed in Phoenix and supposedly arrived at O'Hare International Airport on a commercial flight earlier this month.",733059761,Newspapers," Angie Leventis Lourgos
Angie Leventis Lourgos",," United States Postal Service
491110", (Copyright 2010 by the Chicago Tribune)," 2094166181 , 53620091 , 7684 , CTRB , TRIB201007280712", News," Jul 29, 2010",1085-6706, English, English, 1.6," Chicago, Ill.","Jul 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/733059761?accountid=14496,,,, 6,," Postal & delivery services , Cremation , Lost & found property , Human remains",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Cremated+remains+lost+in+transit%3A+No+closure+for+family+until+woman%27s+ashes+are+located+and+she%27s+laid+to+rest&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=6&amp;au=Angie+Leventis+Lourgos&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Immigration ruling won't echo loudly in D.C.,"The Senate sponsor, Democrat Charles Schumer of New York, also has proposed a national biometric identification card intended to make it difficult to hire illegal immigrants, and a guest worker program to allow low-skilled workers to enter the U.S. temporarily and legally.",733059782,Newspapers," Dilanian, Ken
Dilanian
Ken
Ken Dilanian , Mascaro, Lisa
Mascaro
Lisa
Lisa Mascaro",,, (Copyright 2010 by the Chicago Tribune)," 2094166161 , 53620091 , 7684 , CTRB , TRIB201007280714", News," Jul 29, 2010",1085-6706, English, English, 1.14," Chicago, Ill.","Jul 29, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/733059782?accountid=14496,,,, 14,," Aliens , Federal court decisions , State laws , Immigration policy , Politics , United States--US , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Immigration+ruling+won%27t+echo+loudly+in+D.C.%3A+Washington+remains+in+deadlock+over+volatile+political+issue&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=14&amp;au=Dilanian%2C+Ken%3BMascaro%2C+Lisa&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
9/11 Care Bill In Jeopardy; Parties Squabble Over Funding,"More than eight years after the 9/11 attacks, the effort to provide long-term treatment for thousands who became ill after working at the World Trade Center site is on the verge of failing in the House due to a bitter argument over immigration, health care and the coming election.",733078793,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2094372361 , 53616311 , 117310 , WSJO , WSJOWSJOFD86D6B1771F1E0D90D6F331AB5276D0SB10001424052748703940904575395620263537934", News," Jul 29, 2010",, English, English, n/a," New York, N.Y.","Jul 29, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/733078793?accountid=14496,,,, n/a,," Health care policy , Bills , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=9%2F11+Care+Bill+In+Jeopardy%3B+Parties+Squabble+Over+Funding&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-29&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
