Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"Before the Bust, These CEOs Took Money Off the Table",The credit bubble has burst. The economy is tanking. Investors in the U.S. stock market have lost more than $9 trillion since its peak a year ago.,399107746,Newspapers," Maremont, Mark
Maremont
Mark
Mark Maremont , Hechinger, John
Hechinger
John
John Hechinger , Tamman, Maurice
Tamman
Maurice
Maurice Tamman",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1598448361 , 41106201 , 7510 , WSJ , WSJJ20081120000113", News," Nov 20, 2008",0099-9660, English, English, A.1," New York, N.Y.","Nov 20, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399107746?accountid=14496," 2120 Chief executive officers , 6400 Employee benefits & compensation , 8130 Investment services , 8370 Construction & engineering industry , 9190 United States"," 2120 Chief executive officers , 6400 Employee benefits & compensation , 8130 Investment services , 8370 Construction & engineering industry , 9190 United States"," 2120 Chief executive officers , 6400 Employee benefits & compensation , 8130 Investment services , 8370 Construction & engineering industry , 9190 United States", A.1," 2120 Chief executive officers , 6400 Employee benefits & compensation , 8130 Investment services , 8370 Construction & engineering industry , 9190 United States"," Executive compensation , Personal finance , Studies , Chief executive officers , Insider trading",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Before+the+Bust%2C+These+CEOs+Took+Money+Off+the+Table&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-20&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Maremont%2C+Mark%3BHechinger%2C+John%3BTamman%2C+Maurice&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Ariz. Governor Said to Be Pick For Homeland Security Post,"Arizona Gov. Janet Napolitano (D), whose handling of immigration issues brought her accolades from fellow governors, is President-elect Barack Obama's choice to serve as secretary of homeland security, Democratic sources said late Wednesday.",410233716,Newspapers," Spencer S Hsu - Washington Post Staff Writer
Spencer S Hsu - Washington Post Staff Writer",,," Copyright The Washington Post Company Nov 20, 2008"," 1598337981 , 41103521 , 7653 , TWP , WPXX200811200E9969B6", News," Nov 20, 2008",0190-8286, English, English, A.5," Washington, D.C.","Nov 20, 2008",The Washington Post,2008,https://search.proquest.com/docview/410233716?accountid=14496,,,, A.5,," Presidential elections , Governors , Cabinet , Nominations , United States--US , Napolitano, Janet , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Ariz.+Governor+Said+to+Be+Pick+For+Homeland+Security+Post&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-11-20&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Spencer+S+Hsu+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Bolivia's Morales Diplomatic, Defiant in Visit to D.C.","Given that acrimonious official backdrop, and the deep antagonism Morales's presidency has stirred among the large Bolivian immigrant community here, his two-day visit to the capital was an odd combination of symbolic goodwill gestures and harsh rhetoric, cheering students and angry demonstrators.",410298679,Newspapers," Pamela Constable - Washington Post Staff Writer
Pamela Constable - Washington Post Staff Writer",,," Copyright The Washington Post Company Nov 20, 2008"," 1598337681 , 41103521 , 7653 , TWP , WPXX200811200E996961", News," Nov 20, 2008",0190-8286, English, English, A.14," Washington, D.C.","Nov 20, 2008",The Washington Post,2008,https://search.proquest.com/docview/410298679?accountid=14496,,,, A.14,," Public officials , Demonstrations & protests , Freedom of the press , International relations-US -- Bolivia , United States--US , Bolivia , Morales, Evo",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Bolivia%27s+Morales+Diplomatic%2C+Defiant+in+Visit+to+D.C.&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-11-20&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Pamela+Constable+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
QUICK TAKES; Hope achieves a postal first,,422181824,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2008 Los Angeles Times)," 1598283671 , 41102841 , 7683 , ANGE , LATM080055072", General Information," Nov 20, 2008",0458-3035, English, English, E.2," Los Angeles, Calif.","Nov 20, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422181824?accountid=14496,,,, E.2,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=QUICK+TAKES%3B+Hope+achieves+a+postal+first&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-11-20&amp;volume=&amp;issue=&amp;spage=E.2&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
ACLU seeks release of man being held in the Emirates,"Naji Hamdan, 42, a former Hawthorne resident, was arrested Aug. 29 by Emirates state police at the request of the U.S. government, effectively putting Hamdan in U.S. custody, says the writ of habeas corpus filed by the ACLU in federal court in Washington, D.C., on Wednesday.",422220111,Newspapers," Abdulrahim, Raja
Abdulrahim
Raja
Raja Abdulrahim",," American Civil Liberties Union--ACLU
541110
813311 , Federal Bureau of Investigation--FBI
922120", (Copyright (c) 2008 Los Angeles Times)," 1598278591 , 41102841 , 7683 , ANGE , LATM080055143", News," Nov 20, 2008",0458-3035, English, English, B.4," Los Angeles, Calif.","Nov 20, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422220111?accountid=14496,,,, B.4,," Terrorism , Civil liberties , Prisoners , United States--US , United Arab Emirates , Hamdan, Naji",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ACLU+seeks+release+of+man+being+held+in+the+Emirates&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-11-20&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Abdulrahim%2C+Raja&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Arizona's Napolitano Favored For Homeland-Security Post,"Arizona Gov. Janet Napolitano appeared set Thursday to receive the nod as secretary of homeland security, a move that could signal President-elect Barack Obama's intent to make immigration a priority for the sprawling agency created to stop ...",399034565,Newspapers," Simpson, Cam
Simpson
Cam
Cam Simpson , Jordan, Miriam
Jordan
Miriam
Miriam Jordan",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599147471 , 41119181 , 7510 , WSJ , WSJJ20081121000110", News," Nov 21, 2008",0099-9660, English, English, n/a," New York, N.Y.","Nov 21, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399034565?accountid=14496,,,, A.6,," State government , Sexual harassment , Politics , Legislation , Federal government , Napolitano, Janet",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Arizona%27s+Napolitano+Favored+For+Homeland-Security+Post&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Simpson%2C+Cam%3BJordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Clinton Nomination Is 'On Track' --- Obama Aide Says Ex-Rival Is Pick for State; Napolitano Tapped for Homeland Security,"Barack Obama is ""on track"" to nominate Hillary Clinton to be secretary of state, according to an aide to the president-elect. The announcement is expected after Thanksgiving, the Obama transition official said late Thursday. Clinton aides ...",399047864,Newspapers," Meckler, Laura
Meckler
Laura
Laura Meckler , Simpson, Cam
Simpson
Cam
Cam Simpson , Jordan, Miriam
Jordan
Miriam
Miriam Jordan",," Department of State
928120 , Department of Homeland Security
922120"," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599147881 , 41119181 , 7510 , WSJ , WSJJ20081121000152", News," Nov 21, 2008",0099-9660, English, English, A.4," New York, N.Y.","Nov 21, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399047864?accountid=14496,,,, A.4,," Political appointments , Federal government , Nominations , Napolitano, Janet , Clinton, Hillary , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Clinton+Nomination+Is+%27On+Track%27+---+Obama+Aide+Says+Ex-Rival+Is+Pick+for+State%3B+Napolitano+Tapped+for+Homeland+Security&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Meckler%2C+Laura%3BSimpson%2C+Cam%3BJordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Al Qaeda Detainees and Congress's Duty,"Last June in Boumediene v. Bush, the Supreme Court ruled for the first time in our history that aliens captured and held as enemy combatants abroad (in this case, at the Guantanamo Bay military base) had a constitutional right to challenge ...",399104588,Newspapers," Mukasey, Michael B
Mukasey
B
Michael
Michael B. Mukasey",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599147171 , 41119181 , 7510 , WSJ , WSJJ20081121000067", Commentary," Nov 21, 2008",0099-9660, English, English, A.23," New York, N.Y.","Nov 21, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399104588?accountid=14496,,,, A.23,," Litigation , Federal legislation , Supreme Court decisions , Combatants , National security , Habeas corpus",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Al+Qaeda+Detainees+and+Congress%27s+Duty&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Mukasey%2C+Michael+B&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Entertainment &amp; Culture -- Review / Television: Masterpiece Man,"At the end of ""The Unseen Alistair Cooke,"" we know something about the longtime host of PBS's ""Masterpiece Theatre,"" but much more about the world around him (9-10 p.m. Sunday on PBS ""Masterpiece,"" but check your local listings). Cooke, a ...",399110176,Newspapers," Nancy deWolf Smith
Nancy deWolf Smith",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599146561 , 41119181 , 7510 , WSJ , WSJJ20081121000016", Television Review-Comparative," Nov 21, 2008",0099-9660, English, English, W.11C," New York, N.Y.","Nov 21, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399110176?accountid=14496,,,, n/a,, Television programs -- -Multiple review,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Entertainment+%26amp%3B+Culture+--+Review+%2F+Television%3A+Masterpiece+Man&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=&amp;au=Nancy+deWolf+Smith&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Across the Spectrum, Praise for Napolitano; Homeland Security Pick Is Likened to Obama","Immigrant advocates, business groups and civil libertarians said that the choice of a two-term governor from a Republican-friendly border state could lead to a reversal of policies that they contend unduly punish illegal immigrants, commerce and Americans' privacy.",410260276,Newspapers," Spencer S Hsu - Washington Post Staff Writer
Spencer S Hsu - Washington Post Staff Writer",," Department of Homeland Security
922120"," Copyright The Washington Post Company Nov 21, 2008"," 1599106101 , 41118831 , 7653 , TWP , WPXX200811210E9AE4C5", News," Nov 21, 2008",0190-8286, English, English, A.4," Washington, D.C.","Nov 21, 2008",The Washington Post,2008,https://search.proquest.com/docview/410260276?accountid=14496,,,, A.4,," Terrorism , Immigration policy , National security , Law enforcement , United States--US , Obama, Barack , Napolitano, Janet",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Across+the+Spectrum%2C+Praise+for+Napolitano%3B+Homeland+Security+Pick+Is+Likened+to+Obama&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Spencer+S+Hsu+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Museums Openings ""MARY CASS ...","FRIENDS AND FAMILY, the theme of friendship is the subject of a show that looks at the artist's relationships artists and collector's such as Edgar Degas, Louisine Havemeyer and Electra Havemeyer Webb, through Jan. 25 at the National Museum of Women in the Arts, 1250 New York Ave. NW. 202-783-5000. Flight Enters the Computer Age; The Golden Age of Flight; Looking at Earth; Explore the Universe; How Things Fly; America by Air; Military Unmanned Aerial Vehicles; Space: A Journey to Our Future; Apollo to the Moon; Barron Hilton Pioneers of Flight; Early Flight; Exploring the Planets; Flight Simulator Zone; Jet Aviation; Legend, Memory and the Great War in the Air; Lunar Exploration Vehicles; Milestones of Flight; Sea-Air Operations; Space Race; World War II Aviation. AIR AND SPACE/UDVAR-HAZY CENTER Open indefinitely: ""Business Aviation""; ""Applications Satellites""; ""Cold War Aviation""; ""Commercial Aviation""; ""General Aviation""; ""Human Spaceflight""; ""Korea and Vietnam Aviation""; ""Modern Military Aviation""; ""Pre-1920 Aviation""; ""Rockets and Missiles""; ""Space Science""; ""Sport Aviation""; ""Vertical Flight""; ""World War II Aviation.""",410288281,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Nov 21, 2008"," 1599106781 , 41118831 , 7653 , TWP , WPXX200811210E9AE580", News," Nov 21, 2008",0190-8286, English, English, T.22," Washington, D.C.","Nov 21, 2008",The Washington Post,2008,https://search.proquest.com/docview/410288281?accountid=14496,,,, T.22,," Art galleries & museums , Visual artists , World War II , Unmanned aerial vehicles",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Museums+Openings+%22MARY+CASS+...&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=T.22&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Tough Arizona governor eyed for Homeland Security,,420764092,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2008 by the Chicago Tribune)," 1599122161 , 41118961 , 7684 , CTRB , TRIB200811200832", News," Nov 21, 2008",1085-6706, English, English, 4," Chicago, Ill.","Nov 21, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420764092?accountid=14496,,,, 4,," Aliens , Attorneys general , Litigation , State government , Sexual harassment , Fences , Child abuse & neglect , Arizona , Napolitano, Janet",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Tough+Arizona+governor+eyed+for+Homeland+Security&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=4&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Death Notice: JAMES P. BARRIS,"James graduated from the Illinois Institute of Technology with a degree in Civil Engineering, a noted contributor to the Structural and Architectural Engineering profession through activities on many Standards Boards and the Portland Cement Association, and a faithful servant of the Greek Orthodox Church.",420766805,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2008 by the Chicago Tribune)," 1599122641 , 41118961 , 7684 , CTRB , TRIB200811201037", Obituary," Nov 21, 2008",1085-6706, English, English, 46," Chicago, Ill.","Nov 21, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420766805?accountid=14496,,,, 46,, Deaths,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Death+Notice%3A+JAMES+P.+BARRIS&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=46&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
ALMANAC,"Also in 1980 an estimated 83million TV viewers tuned in to the CBS prime time soap opera ""Dallas"" to find out ""who shot J.R."" (The shooter turned out to be J.R. Ewing's sister-in-law, Kristin.) In 1985 former U.S. Navy intelligence analyst Jonathan Jay Pollard was arrested, accused of spying for Israel.",420804554,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2008 by the Chicago Tribune)," 1599121991 , 41118961 , 7684 , CTRB , TRIB200811200726", News," Nov 21, 2008",1085-6706, English, English, 45," Chicago, Ill.","Nov 21, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420804554?accountid=14496,,,, 45,," Professional basketball , Criminal sentences , Presidential elections",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=ALMANAC&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=45&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"EDITORIALS; So 1963, Al Qaeda",,422228006,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",," Al Qaeda
813940", (Copyright (c) 2008 Los Angeles Times)," 1599045301 , 41118091 , 7683 , ANGE , LATM080055253", Editorial," Nov 21, 2008",0458-3035, English, English, A.30," Los Angeles, Calif.","Nov 21, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422228006?accountid=14496,,,, A.30,," Presidential elections , Racism , Video recordings , Editorials -- Obama, Barack , United States--US , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=EDITORIALS%3B+So+1963%2C+Al+Qaeda&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-11-21&amp;volume=&amp;issue=&amp;spage=A.30&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Wal-Mart's Scott Surprises With Plan to Retire as CEO,"In a sudden change of leadership at the world's largest retailer, Wal-Mart Stores Inc. said Chief Executive H. Lee Scott Jr. is retiring and will be succeeded by Mike Duke, who heads the company's growing international operations.",399100962,Newspapers," Zimmerman, Ann
Zimmerman
Ann
Ann Zimmerman , Bustillo, Miguel
Bustillo
Miguel
Miguel Bustillo , Lublin, Joann S
Lublin
S
Joann
Joann S. Lublin",," Wal-Mart Stores Inc
452112
452910"," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599839401 , 41129611 , 7510 , WSJ , WSJJ20081122000081", News," Nov 22, 2008",0099-9660, English, English, B.1," New York, N.Y.","Nov 22, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399100962?accountid=14496," 8390 Retailing industry , 9190 United States"," 8390 Retailing industry , 9190 United States"," 8390 Retailing industry , 9190 United States", C.1," 8390 Retailing industry , 9190 United States"," Chief executive officers , Scott, H Lee",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Wal-Mart%27s+Scott+Surprises+With+Plan+to+Retire+as+CEO&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-22&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Zimmerman%2C+Ann%3BBustillo%2C+Miguel%3BLublin%2C+Joann+S&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Intelligent Investor: 1931 and 2008: Will Market History Repeat Itself?,"Over the two weeks ended Nov. 20, 2008, the Dow Jones Industrial Average fell 16%. Over the two weeks ended Nov. 20, 1931, the Dow fell 16%.",399101291,Newspapers," Zweig, Jason
Zweig
Jason
Jason Zweig",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599839731 , 41129611 , 7510 , WSJ , WSJJ20081122000046", Commentary," Nov 22, 2008",0099-9660, English, English, B.1," New York, N.Y.","Nov 22, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399101291?accountid=14496," 3400 Investment analysis & personal finance , 9190 United States"," 3400 Investment analysis & personal finance , 9190 United States"," 3400 Investment analysis & personal finance , 9190 United States", C.1," 3400 Investment analysis & personal finance , 9190 United States", Dow Jones averages,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Intelligent+Investor%3A+1931+and+2008%3A+Will+Market+History+Repeat+Itself%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-22&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Zweig%2C+Jason&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Tennessee Resists Obama Wave,"President-elect Barack Obama chalked up prizes among the South's formerly red states, but Republicans dramatically increased their power in Tennessee -- a state that not long ago looked ripe for the Democratic revival.",399103670,Newspapers," Dade, Corey
Dade
Corey
Corey Dade",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599839581 , 41129611 , 7510 , WSJ , WSJJ20081122000063", News," Nov 22, 2008",0099-9660, English, English, A.2," New York, N.Y.","Nov 22, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399103670?accountid=14496," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior", A.2," 9190 United States , 1210 Politics & political behavior"," State elections , Political power , Tennessee , Alexander, Lamar",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Tennessee+Resists+Obama+Wave&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-22&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Dade%2C+Corey&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Essay: How to Deal With Pirates,"[The rise of piracy is threatening international trade and raising complex questions. The only way to end the scourge is to respond aggressively, says Michael B. Oren.]",399103748,Newspapers," Oren, Michael B
Oren
B
Michael
Michael B. Oren",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1599839851 , 41129611 , 7510 , WSJ , WSJJ20081122000039", Commentary," Nov 22, 2008",0099-9660, English, English, W.1," New York, N.Y.","Nov 22, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399103748?accountid=14496," 9180 International , 1220 Social trends & culture"," 9180 International , 1220 Social trends & culture"," 9180 International , 1220 Social trends & culture", W.1," 9180 International , 1220 Social trends & culture", Piracy,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Essay%3A+How+to+Deal+With+Pirates&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-11-22&amp;volume=&amp;issue=&amp;spage=W.1&amp;au=Oren%2C+Michael+B&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
