Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
Hispanics Extend Reach Beyond Enclaves; South Americans and Others Found to Live in More Integrated Areas Than Mexicans in a Study of Latinos' Demographics,"  To be sure, lumping the fast-growing group into one bloc has helped Latinos emerge as a political force. Since eclipsing African-Americans to become the nation's largest minority around 2000, the group has kept expanding, more than doubling in size since 1990.",1317749790,Newspapers," Jordan, Miriam
Miriam
Miriam Jordan
Jordan
Miriam Jordan",," Brown University
611310"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2921176401 , 76420612 , 117310 , WSJO , WSJOWSJO20130320000020130319e93j00ayh", News," Mar 20, 2013",, English, English, n/a," New York, N.Y.","Mar 20, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1317749790?accountid=14496,,,, n/a,," Hispanic Americans , Segregation , Censuses , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Hispanics+Extend+Reach+Beyond+Enclaves%3B+South+Americans+and+Others+Found+to+Live+in+More+Integrated+Areas+Than+Mexicans+in+a+Study+of+Latinos%27+Demographics&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-03-20&amp;volume=&amp;issue=&amp;spage=&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"U.S. News: Hispanics Extend Reach Beyond Enclaves --- Groups From Central, South America Live in More Integrated Areas Than Mexicans, Study of Latino Demographics Finds","  To be sure, lumping the fast-growing group into one bloc has helped Latinos emerge as a political force. Since eclipsing African-Americans to become the nation's largest minority around 2000, the group has kept expanding, more than doubling in size since 1990.",1317816086,Newspapers," Jordan, Miriam
Miriam
Miriam Jordan
Jordan
Miriam Jordan",," Brown University
611310"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2921348061 , 76438632 , 7510 , WSJ , DWJNJ000000020130320e93k0001u", News," Mar 20, 2013",0099-9660, English, English, A.4," New York, N.Y.","Mar 20, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1317816086?accountid=14496," 1220 Social trends & culture , 9190 United States"," 1220 Social trends & culture , 9190 United States"," 1220 Social trends & culture , 9190 United States", A.4," 1220 Social trends & culture , 9190 United States"," Segregation , Censuses , Studies , Hispanic Americans , Social integration , Demographics , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Hispanics+Extend+Reach+Beyond+Enclaves+---+Groups+From+Central%2C+South+America+Live+in+More+Integrated+Areas+Than+Mexicans%2C+Study+of+Latino+Demographics+Finds&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-03-20&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
World-Wide,"  The White House is weighing changes to an EPA rule to limit emissions at new power plants, in a bid to pre-empt possible court challenges. ---",1317816932,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",," Republican Party
813940 , Food & Drug Administration--FDA
922190 , Environmental Protection Agency--EPA
924110 , League of Arab States
813940"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2921362981 , 76438632 , 7510 , WSJ , DWJNJ000000020130320e93k0003y", News," Mar 20, 2013",0099-9660, English, English, A.1," New York, N.Y.","Mar 20, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1317816932?accountid=14496,,,, A.1,," Bombings , Firearm laws & regulations , Syria , Pakistan , Baghdad Iraq , Francis (Pope) , Wu Renbao , Pearl, Daniel",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-03-20&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Obama in Israel,"  Aside from the GOP's immigration policies and obsession with lowering tax rates on the wealthiest Americans, the religious right's influence over the Republican Party is another reason its agenda failed to resonate in 2012.",1319420239,Newspapers,,," Republican Party
813940", (Copyright (c) 2013 Los Angeles Times)," 2926599921 , 76550532 , 7683 , ANGE , LATM130008400", News," Mar 21, 2013",0458-3035, English, English, A.18," Los Angeles, Calif.","Mar 21, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1319420239?accountid=14496,,,, A.18,," Jews , Firearm laws & regulations , Palestinians , Peace , Massacres , Israel , Latin America",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Obama+in+Israel&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-21&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"When good food is wasted, what to do?","  Even though a federal law would typically mean that state statutes or local ordinances take a back seat, the Good Samaritan law was crafted to ensure that local food-safety rules are followed. Doesn't giving local health codes predominance undermine the federal law's blanket protection from liability, thus making donation of food, and especially prepared food, an enormous risk? ""It's blanket protection for food that is prepared safely,"" said Bill Marler, a Seattle lawyer who, like Pritzker, is also a prominent food-safety specialist.",1318656502,Newspapers," Lazarus, David
David
David Lazarus
Lazarus
DAVID LAZARUS",,, (Copyright (c) 2013 Los Angeles Times)," 2923549011 , 76485842 , 7683 , ANGE , LATM130008519", Commentary," Mar 22, 2013",0458-3035, English, English, B.1," Los Angeles, Calif.","Mar 22, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1318656502?accountid=14496,,,, B.1,," Regulation , Federal legislation , Criminal liability , Food contamination & poisoning , Donations , Charities , California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=When+good+food+is+wasted%2C+what+to+do%3F&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-22&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Lazarus%2C+David&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Upper-income immigrants making a 'Mexodus' to Texas,"  Uriel Arnaiz, 40, relocated with his wife and 3-year-old son from Mexico City four years ago to open a high-end tequila import business after some of his son's friends were kidnapped. Former San Antonio Mayor and Secretary of Housing and Urban Development Henry Cisneros, whose grandfather was exiled to San Antonio during the Mexican Revolution, calls them a ""new diaspora with the potential to rival the impact Cubans had on Miami.""",1318986696,Newspapers," Hennessy-Fiske, Molly
Molly
Molly Hennessy-Fiske
Hennessy-Fiske
Molly Hennessy-Fiske",,, (Copyright (c) 2013 Los Angeles Times)," 2925079721 , 76515862 , 7683 , ANGE , LATM130008842", News," Mar 24, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 24, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1318986696?accountid=14496,,,, A.1,," Aliens , Passports & visas , Wealth , Immigration , San Antonio Texas , Mexico",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Upper-income+immigrants+making+a+%27Mexodus%27+to+Texas&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Hennessy-Fiske%2C+Molly&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
USC DORNSIFE / L.A. TIMES POLL; Californians favor a path to citizenship; Only 19% of voters surveyed say illegal immigrants should be required to leave.,"  Across different ages and ethnic groups, voters were largely supportive of the measures outlined by Obama and a bipartisan group of senators, including enhancing border security, requiring employers to verify the legal status of their employees and permitting certain undocumented workers to become citizens as long as they pay taxes and fines and are processed behind those who come legally.",1318988911,Newspapers," Reston, Maeve
Maeve
Maeve Reston
Reston
Maeve Reston",,, (Copyright (c) 2013 Los Angeles Times)," 2925079751 , 76515862 , 7683 , ANGE , LATM130008840", News," Mar 24, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 24, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1318988911?accountid=14496,,,, A.1,," Aliens , Polls & surveys , Voter behavior , Citizenship , Immigration policy , California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=USC+DORNSIFE+%2F+L.A.+TIMES+POLL%3B+Californians+favor+a+path+to+citizenship%3B+Only+19%25+of+voters+surveyed+say+illegal+immigrants+should+be+required+to+leave.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Reston%2C+Maeve&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
A Once-Vibrant City Struggles as Panama Races Ahead on a Wave of Prosperity,"  Panama City, the capital, has the tallest building in Latin America, a 70-story Trump hotel and condo tower, and its skyscraper forest reflects the rush of foreign investment, real estate speculation, well-heeled foreign transplants and, American officials have said, some measure of drug money. Colón, wedged between a busy port and a handsome cruise ship terminal, is a crowded, cacophonous city of 220,000, with street after street of faded colonial facades and concrete-block buildings with peeling paint and weeds growing out of some upper floors.",1319186514,Newspapers," Archibold, Randal C
Randal
Randal C Archibold
Archibold
C
Randal C. Archibold", NYTIAO," International Bank for Reconstruction & Development--World Bank
928120"," Copyright New York Times Company Mar 24, 2013"," 2925644881 , 76515802 , 7818 , NYTIAO , NYT , 342653-20130324", News," Mar 24, 2013",0362-4331, English, English, A.6," New York, N.Y.","Mar 24, 2013",New York Times,2013,https://search.proquest.com/docview/1319186514?accountid=14496,,,, A.6,," Cities , Canals , Urbanization , Developing countries--LDCs , Infrastructure , Economic growth , Panama Canal , Central America , Latin America , Colon Panama",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Once-Vibrant+City+Struggles+as+Panama+Races+Ahead+on+a+Wave+of+Prosperity%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-24&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Archibold%2C+Randal+C&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Immigrants Held In Solitary Cells, Often for Weeks","  While the records do not indicate why immigrants were put in solitary, an adviser who helped the immigration agency review the numbers estimated that two-thirds of the cases involved disciplinary infractions like breaking rules, talking back to guards or getting into fights.",1319191665,Newspapers," Urbina, Ian
Ian
Ian Urbina
Urbina
Ian Urbina , Rentz, Catherine
Catherine
Catherine Rentz
Rentz
Catherine Rentz", NYTIAO," Congress
921120 , Bureau of Immigration & Customs Enforcement
921130"," Copyright New York Times Company Mar 24, 2013"," 2925644821 , 76515802 , 7818 , NYTIAO , NYT , 343420-20130324", News," Mar 24, 2013",0362-4331, English, English, A.1," New York, N.Y.","Mar 24, 2013",New York Times,2013,https://search.proquest.com/docview/1319191665?accountid=14496,,,, A.1,," Immigration policy , Aliens , Prisoner treatment , Psychological aspects , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Immigrants+Held+In+Solitary+Cells%2C+Often+for+Weeks%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-24&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Urbina%2C+Ian%3BRentz%2C+Catherine&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
States Gone Wild,"  According to this theory, Americans choose neighborhoods they find compatible: ""pockets of like-minded citizens that have become so ideologically inbred that we don't know, can't understand, and can barely conceive of 'those people' who live just a few miles away."" Bishop's book was provocative, and was pummeled by some political scientists for relying too much on data from presidential elections. Because they offer voters a stark either-or choice, presidential elections overstate the partisan divide.",1319177370,Newspapers," Keller, Bill
Bill
Bill Keller
Keller
Bill Keller", NYTIAO,," Copyright New York Times Company Mar 25, 2013"," 2925528291 , 76523622 , 7818 , NYTIAO , NYT , 357170-20130325", Commentary," Mar 25, 2013",0362-4331, English, English, A.23," New York, N.Y.","Mar 25, 2013",New York Times,2013,https://search.proquest.com/docview/1319177370?accountid=14496,,,, A.23,," Same sex marriage , Legislation , Politics , Abortion , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=States+Gone+Wild%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-25&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Keller%2C+Bill&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Hong Kong Court Denies Residency To Domestics,"  With the decision, the judges ""on the one hand maintain the authority of the Court of Final Appeal, and at the same time try not to be too aggressive to the National People's Congress,"" James Sung, a political science professor at the City University of Hong Kong, said in an interview outside the courthouse, a brick mansion downtown.",1319347156,Newspapers," Bradsher, Keith
Keith
Keith Bradsher
Bradsher
Keith Bradsher", NYTIAO," European Union
926110
928120"," Copyright New York Times Company Mar 26, 2013"," 2926354861 , 76546012 , 7818 , NYTIAO , NYT , 362417-20130326", News," Mar 26, 2013",0362-4331, English, English, A.4," New York, N.Y.","Mar 26, 2013",New York Times,2013,https://search.proquest.com/docview/1319347156?accountid=14496,,,, A.4,," Immigration policy , Aliens , Public opinion surveys , Hong Kong",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Hong+Kong+Court+Denies+Residency+To+Domestics%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-26&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Bradsher%2C+Keith&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Officials to Review Immigrants' Solitary Confinement,"  Senator Charles E. Schumer, the New York Democrat who is chairman of the Senate Judiciary subcommittee on immigration, reacted to the data by sending a letter on Tuesday to John Morton, director of Immigration and Customs Enforcement, urging the agency to change its practices.",1319548569,Newspapers," Urbina, Ian
Ian
Ian Urbina
Urbina
Ian Urbina", NYTIAO," Department of Homeland Security
922120"," Copyright New York Times Company Mar 27, 2013"," 2927460001 , 76572802 , 7818 , NYTIAO , NYT , 397610-20130327", News," Mar 27, 2013",0362-4331, English, English, A.16," New York, N.Y.","Mar 27, 2013",New York Times,2013,https://search.proquest.com/docview/1319548569?accountid=14496,,,, A.16,," Aliens , Immigration policy , Prisoner treatment , Schumer, Charles E , Napolitano, Janet",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Officials+to+Review+Immigrants%27+Solitary+Confinement%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-27&amp;volume=&amp;issue=&amp;spage=A.16&amp;au=Urbina%2C+Ian&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Should every person count?,"  Today, many places have noncitizens and citizens of the same race (mostly Latino or Asian American) who share similar preferences on issues such as immigration and education. [...]noncitizens get some measure of political representation by proxy, through citizens in their district who share their preferences.",1320061675,Newspapers," Ramakrishnan, Karthick
Karthick
Karthick Ramakrishnan
Ramakrishnan
Karthick Ramakrishnan",," Supreme Court-US
922110", (Copyright (c) 2013 Los Angeles Times)," 2928719391 , 76634082 , 7683 , ANGE , LATM130009220", Commentary," Mar 28, 2013",0458-3035, English, English, A.17," Los Angeles, Calif.","Mar 28, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1320061675?accountid=14496,,,, A.17,," Political representation , Apportionment , Aliens , Congressional elections , California , Texas , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Should+every+person+count%3F&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-28&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Ramakrishnan%2C+Karthick&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Guns, Sex, Drug Cartels, Narco Cinema!","  After the arrest in 2010 of Edgar Valdez Villarreal, who the authorities said was the head of a violent Mexican drug cartel, customers at Video Mexico in Austin told Eduardo Betancourt, the owner, something he should have known: the man's life was already the subject of a low-budget movie.",1321293922,Newspapers," Aguilar, JuliÁN
JuliÁN
JuliÁN Aguilar
Aguilar
JuliÁN Aguilar", NYTIAO," University of Texas
611310"," Copyright New York Times Company Mar 29, 2013"," 2929885501 , 76667402 , 7818 , NYTIAO , NYT , 437468-20130329", NEWSPAPER," Mar 29, 2013",0362-4331, English, English, A.21A," New York, N.Y.","Mar 29, 2013",New York Times,2013,https://search.proquest.com/docview/1321293922?accountid=14496,,,, A.21A,," Motion pictures , Colleges & universities , Mexico",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Guns%2C+Sex%2C+Drug+Cartels%2C+Narco+Cinema%21%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-29&amp;volume=&amp;issue=&amp;spage=A.21A&amp;au=Aguilar%2C+Juli%C3%81N&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"COLUMN ONE; Graves of disquiet; In a weedy corner of East L.A., a forgotten Jewish cemetery holds the remains that a city left behind.","  Walking down a winding asphalt road scabbed with dirt, weeds and a shag carpet of dried cypress leaves, the 38-year-old saw that hundreds of tombstones were on the ground, some lying like small, toppled Stonehenges. Where other cemeteries featured vast expanses of trimmed grass, handsome columns and statuary, Mount Zion was mostly concrete and dirt.",1321314840,Newspapers," Becerra, Hector
Hector
Hector Becerra
Becerra
Hector Becerra",,, (Copyright (c) 2013 Los Angeles Times)," 2929963251 , 76670652 , 7683 , ANGE , LATM130009327", News," Mar 29, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 29, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1321314840?accountid=14496,,,, A.1,," Cemeteries , Jews , Los Angeles California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=COLUMN+ONE%3B+Graves+of+disquiet%3B+In+a+weedy+corner+of+East+L.A.%2C+a+forgotten+Jewish+cemetery+holds+the+remains+that+a+city+left+behind.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-29&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Becerra%2C+Hector&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
The G.O.P.'s Diversity Deserts,"  Just a week ago, the Republicans issued their much-ballyhooed ""autopsy"" on why they lost the presidential election last year and how they might remedy their problems. A Pew Research Center report issued Thursday found that although most Republicans say that ""illegal immigrants"" should be allowed to stay in this country legally, most also believe that immigrants are a burden because they take jobs and health care, and they threaten American values.",1321559333,Newspapers," Blow, Charles M
Charles
Charles M Blow
Blow
M
Charles M. Blow", NYTIAO," Republican Party
813940"," Copyright New York Times Company Mar 30, 2013"," 2930587861 , 76696642 , 7818 , NYTIAO , NYT , 462535-20130330", Commentary," Mar 30, 2013",0362-4331, English, English, A.19," New York, N.Y.","Mar 30, 2013",New York Times,2013,https://search.proquest.com/docview/1321559333?accountid=14496,,,, A.19,," Political parties , Presidents , Presidential elections , Political campaigns , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+G.O.P.%27s+Diversity+Deserts%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-30&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Blow%2C+Charles+M&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Immigration reform -- a conservative approach; We need a fair path for newcomers, modern guest worker and visa systems and no reward for breaking the law.","  The Obama administration must allow Immigration and Customs Enforcement officers to enforce existing laws and apprehend any undocumented person they encounter, not just those who have committed violent crimes. [...]after the border is secure and our guest worker and visa programs are modernized, the legislation must address what to do with the people who are here illegally.",1321654231,Newspapers," Labrador, Raul
Raul
Raul Labrador
Labrador
Raul Labrador",," Congress
921120 , Bureau of Immigration & Customs Enforcement
921130", (Copyright (c) 2013 Los Angeles Times)," 2931316851 , 76719702 , 7683 , ANGE , LATM130009488", Commentary," Mar 31, 2013",0458-3035, English, English, A.22," Los Angeles, Calif.","Mar 31, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1321654231?accountid=14496,,,, A.22,," Aliens , Border patrol , Citizenship , Legislation , Workers , Law enforcement , Fences , Foreign labor , Passports & visas , Immigration policy , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Immigration+reform+--+a+conservative+approach%3B+We+need+a+fair+path+for+newcomers%2C+modern+guest+worker+and+visa+systems+and+no+reward+for+breaking+the+law.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-03-31&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=Labrador%2C+Raul&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Immigrants, Anti-Immigrants and Americans; The weekend progress in negotiations is a good step toward reform that merits conservative support.","  Over the weekend, the congressional negotiations on immigration reform reportedly cleared a major hurdle with an agreement between business and labor to support a substantial increase in the number of visas available to temporary workers.",1321753129,Newspapers," Grover Joseph Rees
Grover Joseph Rees",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2931790211 , 76714512 , 117310 , WSJO , WSJOWSJO20130331000020130331e93v003h2", News," Mar 31, 2013",, English, English, n/a," New York, N.Y.","Mar 31, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1321753129?accountid=14496,,,, n/a,," Aliens , Immigration policy , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Immigrants%2C+Anti-Immigrants+and+Americans%3B+The+weekend+progress+in+negotiations+is+a+good+step+toward+reform+that+merits+conservative+support.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-03-31&amp;volume=&amp;issue=&amp;spage=&amp;au=Grover+Joseph+Rees&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"In Brazil, Streets Of Dancing Cars And Swagger","  José Américo Crippa's 1974 Chevrolet Monte Carlo boasts just about every feature that a lowrider should have, including dazzling chrome wheels, a sliding ragtop roof, a candy-apple red paint job and hydraulic pumps that enable the vehicle to bounce several feet in the air at the press of a button.",1321782186,Newspapers," Romero, Simon
Simon
Simon Romero
Romero
Simon Romero", NYTIAO,," Copyright New York Times Company Mar 31, 2013"," 2932051591 , 76716792 , 7818 , NYTIAO , NYT , 382930-20130331", News," Mar 31, 2013",0362-4331, English, English, A.6," New York, N.Y.","Mar 31, 2013",New York Times,2013,https://search.proquest.com/docview/1321782186?accountid=14496,,,, A.6,," Hispanics , Subcultures , Social conditions & trends , American culture , Hispanic Americans , Hispanic culture , California , Brazil , United States--US , East Los Angeles California , Chevrolet Monte Carlo",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+Brazil%2C+Streets+Of+Dancing+Cars+And+Swagger%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-03-31&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Romero%2C+Simon&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
