Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
3 security picks signal Trump is holding hard line,"  Trump announced that he plans to nominate Sen. Jeff Sessions (R-Ala.) as attorney general and Rep. Mike Pompeo (R-Kan.) as CIA director, while also choosing retired lieutenant general Michael T. Flynn as his White House national security adviser. Because of Senate filibuster rule changes, Democrats' options to derail Sessions's nomination are limited.",1841298773,Newspapers," Nakamura, David
Nakamura
David
David Nakamura , Rucker, Philip
Rucker
Philip
Philip Rucker , Viebeck, Elise
Viebeck
Elise
Elise Viebeck , Nakamura, David
Nakamura
David
David Nakamura , Rucker, Philip
Rucker
Philip
Philip Rucker , Viebeck, Elise
Viebeck
Elise
Elise Viebeck",," Central Intelligence Agency--CIA
928110
928120 , North Atlantic Treaty Organization--NATO
928120"," (Copyright The Washington Post Company, Nov 19, 2016)"," 4254725091 , 109143722 , 7653 , TWP , WPXXWP201611193securitypickssignalTrumpisholdinghardli28d90e6a", News," Nov 19, 2016",0190-8286, English, English, A.1," Washington, D.C.","Nov 19, 2016",The Washington Post,2016,https://search.proquest.com/docview/1841298773?accountid=14496, A.1," Nominations , Presidents , Attorneys general , Civil rights , Sex crimes , National security , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=3+security+picks+signal+Trump+is+holding+hard+line&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Nakamura%2C+David%3BRucker%2C+Philip%3BViebeck%2C+Elise&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
National security choices stoke Muslim fears of anti-Islamic White House,"  The naming of Trump's choices for attorney general, CIA director and national security adviser drew public condemnations from Muslim civil rights groups as well as private expressions of concern from several Arab states that cooperate closely with the United States in the fight against the Islamic State and other terrorist groups.",1841298806,Newspapers," Warrick, Joby
Warrick
Joby
Joby Warrick , Hauslohner, Abigail
Hauslohner
Abigail
Abigail Hauslohner , Warrick, Joby
Warrick
Joby
Joby Warrick , Hauslohner, Abigail
Hauslohner
Abigail
Abigail Hauslohner",," Central Intelligence Agency--CIA
928110
928120"," (Copyright The Washington Post Company, Nov 19, 2016)"," 4254725381 , 109143722 , 7653 , TWP , WPXXWP20161119NationalsecuritychoicesstokeMuslimfearsod7796cc6", News," Nov 19, 2016",0190-8286, English, English, A.1," Washington, D.C.","Nov 19, 2016",The Washington Post,2016,https://search.proquest.com/docview/1841298806?accountid=14496, A.1," Terrorism , Muslims , Attorneys general , Government agencies , Civil rights , Political campaigns , National security , Islam , Islamism , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=National+security+choices+stoke+Muslim+fears+of+anti-Islamic+White+House&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Warrick%2C+Joby%3BHauslohner%2C+Abigail&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Activists question Sessions's commitment to civil rights,"  ""From his time as U.S. attorney through his service on the Judiciary Committee, he has left serious doubts about whether he would faithfully enforce civil rights laws as attorney general,"" former Justice Department spokesman Matthew Miller said.",1841298807,Newspapers," Horwitz, Sari
Horwitz
Sari
Sari Horwitz , Nakashima, Ellen
Nakashima
Ellen
Ellen Nakashima , Horwitz, Sari
Horwitz
Sari
Sari Horwitz , Nakashima, Ellen
Nakashima
Ellen
Ellen Nakashima",,," (Copyright The Washington Post Company, Nov 19, 2016)"," 4254725531 , 109143722 , 7653 , TWP , WPXXWP20161119ActivistsquestionSessionsscommitmenttocif480019c", News," Nov 19, 2016",0190-8286, English, English, A.4," Washington, D.C.","Nov 19, 2016",The Washington Post,2016,https://search.proquest.com/docview/1841298807?accountid=14496, A.4," Attorneys general , Nominations , Same sex marriage , Judiciary , Immigration , Civil rights , Court hearings & proceedings , Committees , Political campaigns , Muslims , Public prosecutors , Racism , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Activists+question+Sessions%27s+commitment+to+civil+rights&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Horwitz%2C+Sari%3BNakashima%2C+Ellen&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"THE STATE; Ex-teacher convicted of child sex; Former instructor in O.C. is found guilty of assaulting, making videos of girls while in the Philippines.","  The federal charges were the result of an investigation by the Orange County Child Exploitation Task Force, which includes federal agents with the U.S. Immigration and Customs Enforcement's Homeland Security Investigations, the FBI, the Newport Beach Police Department and the Orange County Sheriff's Department. -- hailey.branson@latimes.com",1841306439,Newspapers," Branson-Potts, Hailey
Branson-Potts
Hailey
Hailey Branson-Potts , Branson-Potts, Hailey
Branson-Potts
Hailey
Hailey Branson-Potts",,, (Copyright (c) 2016 Los Angeles Times)," 4254747521 , 109141472 , 7683 , ANGE , LATM2016111931184", News," Nov 19, 2016",0458-3035, English, English, B.4," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306439?accountid=14496, B.4," Children & youth , Assaults , Child pornography , Sex crimes , Public prosecutors , Pedophilia , Philippines , United States--US"," ORANGE COUNTY , PHILIPPINES , CHILD PORNOGRAPHY , SEX CRIMES",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+STATE%3B+Ex-teacher+convicted+of+child+sex%3B+Former+instructor+in+O.C.+is+found+guilty+of+assaulting%2C+making+videos+of+girls+while+in+the+Philippines.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Branson-Potts%2C+Hailey&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
'WHAT DO WE TELL THEM NOW?'; Teachers face students' fears after a divisive election,"  For months leading up to the presidential election, elementary school teacher Ingrid Villeda tried to instill in her students a certain faith in democracy. ""The school board members keep saying, 'We want all the kids to graduate, we want all the kids to graduate,' "" she said.\n",1841306472,Newspapers," Phillips, Anna M
Phillips
M
Anna
Anna M. Phillips , Phillips, Anna M
Phillips
M
Anna
Anna M. Phillips",,, (Copyright (c) 2016 Los Angeles Times)," 4254747841 , 109141472 , 7683 , ANGE , LATM2016111931152", News," Nov 19, 2016",0458-3035, English, English, A.1," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306472?accountid=14496, A.1," Students , Teachers , Immigration , United States--US , California"," Infobox , TRUMP, DONALD J , TEACHERS , STUDENTS , MINORITIES , IMMIGRANTS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=%27WHAT+DO+WE+TELL+THEM+NOW%3F%27%3B+Teachers+face+students%27+fears+after+a+divisive+election&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Phillips%2C+Anna+M&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"EDUCATION MATTERS; How Trump could change schools; Decisions mostly fall to states and districts, but he'll have some power to act alone or with Congress.","  According to Judy Chiasson, Los Angeles Unified's coordinator for Human Relations, Diversity &amp; Equity, the school district and the state have particularly strong protections in place, including for transgender students. Under President George W. Bush, the office still enforced civil rights law but was known for doing ""desk audits"" -- checking websites and making calls, primarily, instead of conducting interviews in person, said Dianne Piche, a former OCR deputy assistant secretary.",1841306476,Newspapers," RESMOVITS, JOY
RESMOVITS
JOY
JOY RESMOVITS , RESMOVITS, JOY
RESMOVITS
JOY
JOY RESMOVITS",," Congress
921120", (Copyright (c) 2016 Los Angeles Times)," 4254747501 , 109141472 , 7683 , ANGE , LATM2016111931186", News," Nov 19, 2016",0458-3035, English, English, B.2," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306476?accountid=14496, B.2," Students , Budgets , Gays & lesbians , School districts , California"," TRUMP, DONALD J , SCHOOLS , EDUCATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=EDUCATION+MATTERS%3B+How+Trump+could+change+schools%3B+Decisions+mostly+fall+to+states+and+districts%2C+but+he%27ll+have+some+power+to+act+alone+or+with+Congress.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=RESMOVITS%2C+JOY&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump goes hard right in first choices for top posts,"  Incoming Senate Democratic leader Charles E. Schumer of New York warned that his cordial relationship with Sessions, with whom he exercises at the gym, does not give the attorney general nominee a pass on tough questioning.",1841306532,Newspapers," Halper, Evan
Halper
Evan
Evan Halper , Cloud, David S
Cloud
S
David
David S. Cloud , Halper, Evan
Halper
Evan
Evan Halper , Cloud, David S
Cloud
S
David
David S. Cloud",," Republican Party
813940", (Copyright (c) 2016 Los Angeles Times)," 4254747851 , 109141472 , 7683 , ANGE , LATM2016111931151", News," Nov 19, 2016",0458-3035, English, English, A.1," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306532?accountid=14496, A.1," Presidents , Immigration , Activism , Aliens , Civil rights , Congressional committees , Political campaigns , National security , Voting rights"," Lead story , TRUMP, DONALD J , SESSIONS, JEFF , FLYNN, *MICHAEL , POMPEO, MIKE , POLITICAL APPOINTMENTS , POLITICS , GOVERNMENT",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Trump+goes+hard+right+in+first+choices+for+top+posts&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Halper%2C+Evan%3BCloud%2C+David+S&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Trump reverses on fraud lawsuits; After insisting he would not settle cases against his real estate 'university,' he agrees to pay $25 million.","  ""The victims of Trump University have waited years for today's result, and I am pleased that their patience -- and persistence -- will be rewarded."" Because it involves class-action litigation, the settlement still must be approved by Curiel.",1841306667,Newspapers," Davis, Kristina
Davis
Kristina
Kristina Davis , Davis, Kristina
Davis
Kristina
Kristina Davis",," Trump Entrepreneur Initiative
611410", (Copyright (c) 2016 Los Angeles Times)," 4254747471 , 109141472 , 7683 , ANGE , LATM2016111931189", News," Nov 19, 2016",0458-3035, English, English, B.1," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306667?accountid=14496, B.1," Settlements & damages , Attorneys general , Federal court decisions , Students , Trials , Consumer credit , Political campaigns , Presidents , New York"," TRUMP, DONALD J , TRUMP UNIVERSITY , FRAUD , SUITS , SETTLEMENTS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Trump+reverses+on+fraud+lawsuits%3B+After+insisting+he+would+not+settle+cases+against+his+real+estate+%27university%2C%27+he+agrees+to+pay+%2425+million.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Davis%2C+Kristina&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Charting new course in Mideast?; Leaders are watching to see what a Trump presidency could mean for them.,"  In statements before and after the election, Trump has indicated that a stepped-up fight against the group is sufficient reason to team up with Russian President Vladimir Putin, openly distrusted by the Obama White House, and to abandon support for the rebel factions seeking to topple Syrian President Bashar Assad.",1841306712,Newspapers," King, Laura
King
Laura
Laura King , King, Laura
King
Laura
Laura King",," Islamic State of Iraq & the Levant--ISIS
813940", (Copyright (c) 2016 Los Angeles Times)," 4254747781 , 109141472 , 7683 , ANGE , LATM2016111931158", News," Nov 19, 2016",0458-3035, English, English, A.4," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306712?accountid=14496, A.4," Muslims , Presidents , Political campaigns , Syria , United States--US , Middle East"," TRUMP, DONALD J , MIDDLE EAST , UNITED STATES , FOREIGN RELATIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Charting+new+course+in+Mideast%3F%3B+Leaders+are+watching+to+see+what+a+Trump+presidency+could+mean+for+them.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=King%2C+Laura&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE STATE; Rep. Ami Bera is declared winner in bid for reelection; Defeat of Sacramento County sheriff ends a close race plagued by scandal on both sides.,"  Bera used the allegations and Jones' tough stance on illegal immigration to compare his opponent to President-elect Donald Trump, as the then-GOP nominee faced allegations of sexual harassment from multiple women. -- sophia.bollag@latimes.com Times staff writer Christine Mai-Duc contributed to this report.",1841306765,Newspapers," Bollag, Sophia
Bollag
Sophia
Sophia Bollag , Bollag, Sophia
Bollag
Sophia
Sophia Bollag",,, (Copyright (c) 2016 Los Angeles Times)," 4254747531 , 109141472 , 7683 , ANGE , LATM2016111931183", News," Nov 19, 2016",0458-3035, English, English, B.4," Los Angeles, Calif.","Nov 19, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841306765?accountid=14496, B.4, Sexual harassment," Election results , CALIFORNIA , CONGRESSIONAL ELECTIONS (2016)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+STATE%3B+Rep.+Ami+Bera+is+declared+winner+in+bid+for+reelection%3B+Defeat+of+Sacramento+County+sheriff+ends+a+close+race+plagued+by+scandal+on+both+sides.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Bollag%2C+Sophia&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
REVIEW --- Play: News Quiz,"  According to President Obama, what accounts for the victories of Donald Trump and Brexit? A. Voters in English-speaking countries falling victim to nostalgia B. Resentment of bank bailouts C. Economic inequities spawned by leaders' mishandling of globalization D. Pluto is in the 18th house, with Sagittarius rising. ---",1841311271,Newspapers," Akst, Daniel
Akst
Daniel
Daniel Akst , Akst, Daniel
Akst
Daniel
Daniel Akst",," United States Postal Service
491110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254769051 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj0001j", News," Nov 19, 2016",0099-9660, English, English, C.21," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841311271?accountid=14496, C.21," Shortages , Bailouts , Bills , Russia , Florida , Schumer, Charles E , Ifill, Gwen , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+Play%3A+News+Quiz&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=C.21&amp;au=Akst%2C+Daniel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Presidential Power Over Grants Is Key,"  The Trump administration would have more leeway to suspend or slow the allocation of discretionary grants, particularly those related to criminal justice and dispensed by the Justice Department or the Department of Homeland Security, said George Washington University constitutional law professor Jonathan Turley.",1841311281,Newspapers," Gershman, Jacob
Gershman
Jacob
Jacob Gershman , Gershman, Jacob
Gershman
Jacob
Jacob Gershman",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254771451 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj0002d", News," Nov 19, 2016",0099-9660, English, English, A.3," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841311281?accountid=14496, A.3," Presidents , Political power , Federal funding",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Presidential+Power+Over+Grants+Is+Key&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Gershman%2C+Jacob&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Emerging Trump Cabinet,"  Modern liberals may be surprised to learn that Mr. Sessions helped to desegregate Alabama public schools as U.S. Attorney, and he won a death-penalty conviction for the head of the state KKK in a capital murder trial. Ronald Reagan understood this when he made James Baker, who ran George H.W. Bush's rival campaign, his White House Chief of Staff.",1841311426,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254771461 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj0002e", Editorial," Nov 19, 2016",0099-9660, English, English, A.10," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841311426?accountid=14496, A.10," Political appointments , Editorials , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Emerging+Trump+Cabinet&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Cities Defend Sanctuary Policies --- Democratic mayors say they will challenge any immigration crackdown by Trump,"  Mayors in at least seven major U.S. cities reaffirmed their commitments to shelter illegal immigrants from federal immigration authorities, setting the stage for a potential conflict with the incoming Trump administration.",1841311998,Newspapers," Lazo, Alejandro
Lazo
Alejandro
Alejandro Lazo; Scott Calvert; Shibani Mahtani , Calvert, Scott
Calvert
Scott , Mahtani, Shibani
Mahtani
Shibani , Lazo, Alejandro
Lazo
Alejandro
Alejandro Lazo , Calvert, Scott
Calvert
Scott
Scott Calvert , Mahtani, Shibani
Mahtani
Shibani
Shibani Mahtani",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254771821 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj00030", News," Nov 19, 2016",0099-9660, English, English, A.3," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841311998?accountid=14496, A.3," Sanctuary movement , Immigration policy , Mayors , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Cities+Defend+Sanctuary+Policies+---+Democratic+mayors+say+they+will+challenge+any+immigration+crackdown+by+Trump&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Lazo%2C+Alejandro%3BCalvert%2C+Scott%3BMahtani%2C+Shibani&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Trump Transition: Trump Settles Suits Against His University,"  Republican President-elect Donald Trump has reached a $25 million settlement to resolve litigation in New York and California involving allegations of fraud at the now-defunct Trump University, an agreement that resolves a litigation headache before he enters the White House.",1841312079,Newspapers," Kendall, Brent
Kendall
Brent
Brent Kendall; Sara Randazzo , Randazzo, Sara
Randazzo
Sara , Kendall, Brent
Kendall
Brent
Brent Kendall , Randazzo, Sara
Randazzo
Sara
Sara Randazzo",," Trump Entrepreneur Initiative
611410"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254771711 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj0002p", News," Nov 19, 2016",0099-9660, English, English, A.4," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841312079?accountid=14496, A.4," Litigation , Fraud , Settlements & damages , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Trump+Transition%3A+Trump+Settles+Suits+Against+His+University&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Kendall%2C+Brent%3BRandazzo%2C+Sara&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Obituaries,"  [...]trouble popped up at home in the form of a price-fixing scandal As the chief executive of Archer Daniels Midland Co. for 27 years, Dwayne Andreas was known for hedging against political risks. According to an interview of Ms. Woods by the Watergate special prosecutor's office, the money was eventually returned to Mr. Andreas, who declined in 1995 to respond to a Wall Street Journal question about the incident.",1841312085,Newspapers," Hagerty, James R
Hagerty
R
James
James R. Hagerty , Hagerty, James R
Hagerty
R
James
James R. Hagerty",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254771691 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj0002n", Obituary," Nov 19, 2016",0099-9660, English, English, A.5," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841312085?accountid=14496, A.5," Deaths , Andreas, Dwayne , Ditlow, Clarence , Kakkar, Vijay",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Obituaries&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=Hagerty%2C+James+R&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump Starts Filling Out Senior Team,"  Mr. Trump was also scheduled to meet this weekend in Bedminster, N.J., with 2012 Republican presidential nominee Mitt Romney; Republican National Committee Finance Chairman Lew Eisenberg, a potential commerce secretary; and two women in the running to head the Department of Education --",1841312094,Newspapers," Bender, Michael C
Bender
C
Michael
Michael C. Bender; Damian Paletta , Paletta, Damian
Paletta
Damian , Bender, Michael C
Bender
C
Michael
Michael C. Bender , Paletta, Damian
Paletta
Damian
Damian Paletta",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254771831 , 109144122 , 7510 , WSJ , DWJNJ000000020161119ecbj00031", News," Nov 19, 2016",0099-9660, English, English, A.1," New York, N.Y.","Nov 19, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841312094?accountid=14496, A.1," Transitions , Political appointments , Cabinet , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump+Starts+Filling+Out+Senior+Team&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Bender%2C+Michael+C%3BPaletta%2C+Damian&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Equity firm buys Empire,"  ""Empire is a market leader with a compelling customer value proposition, a unique business model, an incredible brand and significant growth prospects,"" Brian Schwartz, an executive managing director with H.I.G. Capital, said in a news release.",1841323756,Newspapers,,," HIG Capital LLC
523910", (Copyright 2016 by the Chicago Tribune)," 4254810421 , 109145932 , 7684 , CTRB , TRIB20161118268566572", News," Nov 19, 2016",1085-6706, English, English, 8," Chicago, Ill.","Nov 19, 2016",Chicago Tribune,2016,https://search.proquest.com/docview/1841323756?accountid=14496, 8," Corporate profiles , Flooring , Chicago Illinois",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Equity+firm+buys+Empire%3A+Flooring+company+with+famous+jingle+to+expand+market&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=8&amp;au=&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
