document,topic,gamma,document_number,year,StoreId,Title,Abstract,subjectTerms
871,3,0.9998074292596973,871,2009,434074686,Newark's Portuguese Community Keeps Fires of Tradition Burning,"The picture, hanging in the Casa de Tras-os-Montes e Alto Douro, a social club (named after the desolate region in northeast Portugal) in the Ironbound section of this city, shows a clutch of sun-pummeled stone buildings, the roofs crenulated with scrub, the road thick with dust. When asked what secret ingredients make his pork so popular, Mr. Pereira laughed and shrugged as if to say, ""What secret?"" Like most Portuguese roasts, his suckling pigs are coated with nothing more than lard, garlic, salt and black and white pepper.","Easter , Ethnic foods , Cooking , Newark New Jersey"
1130,3,0.999785065383914,1130,2009,434190131,"Rosh Hashana, Circa 1919","Holidays were at the center of the Shapiro family's life, and the museum staff took great pains to ensure the historical accuracy of the foods prepared and the items the family had available. To authenticate the Shapiro house,"" said Michelle Moon, director of education for the museum, ""the curatorial staff interviewed 30 people from the neighborhood and took pollen and seed analyses to determine what grew and was eaten in their home.","Historical reenactments , Jewish holidays , Kosher food , Museums"
529,3,0.9997720939095438,529,2008,433931871,Feasting At the Table Of the Other China,"Either you spy the line, which is long but fast-moving, and figure all those families, businessmen on lunch break and fashionable college kids are onto something. Or you catch the scent of broth -- soy, anise, chilies, beef -- which draws you inexorably into the dining room, where your intrepidity is rewarded with chewy wheat noodles, a rich and clean-tasting soup and hunks of meat that shred juicily at the slightest pressure from your tongue. For Shanghai soup dumplings, there's the world-famous Din Tai Fung, and if you love the fiery food of Sichuan province, check out the retro Chuan Guo for hot pot (a bubbling communal soup in which you cook meats and vegetables) and the new-school Kiki for dishes like fly's head (ground pork stir-fried with chilies and chives).","Restaurants , Tourism -- Taiwan , Taiwan"
2193,3,0.9997719327827788,2193,2010,763700161,Frugal Los Angeles,"(I had sworn off cars, after all, not public transportation, which in Los Angeles proved to be a nimble system that welcomes bikes on the light rail trains and on all buses.) To maximize my biking and taco-sampling and bus-hopping, I kept to a fairly regimented schedule.","Bicycling , Light rail transportation , Roads & highways , Tourism -- Los Angeles California , Los Angeles County California"
1115,3,0.999765260933536,1115,2009,434194652,The Listings,"(Manohla Dargis)20090903 'THE COVE' (PG-13, 1:30) Louie Psihoyos's riveting documentary unfolds like a spy thriller, as he and his team mount a clandestine expose of the dolphin capture and slaughter in the Japanese fishing town of Taiji. (No rating, 1:34) An informative, often infuriating activist documentary from Robert Kenner about the big business of feeding or, more to the political point, force-feeding Americans all the junk that multinational corporate money can buy.","Motion picture directors & producers , Human relations , Documentary films"
2213,3,0.9997573836558213,2213,2010,817294921,Malbecs in Mendoza,"For the apple with cardamom soup, oak ice cream and goat cheese -- the ""pre-dessert"" on this tasting menu -- a sweet white wine cleared the palate. In the decades that followed the quake, Mendoza developed into a center for winemaking and olive oil production, with its wine gaining fame in the early 1900s when winemakers began exporting it during the country's economic boom.","Wineries & vineyards , Wines , Earthquakes , Restaurants"
765,3,0.999750608779201,765,2009,434045702,"For Dinner (and Fast), the Taste of Home","Ms. Jimenez works until 5 p.m. doing billing for the city's Administration for Children's Services, commutes from the lower tip of Manhattan and has to finish eating by 7 -- doctor's orders for losing a little extra weight. Immigrants in New York -- who come from more than 200 countries and make up 37 percent of the city's population, according to the New York City Department of City Planning -- have brought with them their daily dishes, delicious meals that are comforting and convenient, and could easily make their way into the city's larger repertory of dinners for busy nights.","Meals , Cooking , New York"
1245,3,0.9997499971932214,1245,2009,434219924,Cocina Confidential,"On offer was a complete inventory of the bovine carcass: ojo de bife (eye of beef), chinchulines (small intestines), mollejas (gizzards). [...] fairly recently,"" Goni explained, ""a meal in Argentina was beef, potatoes, maybe -- maybe -- salad.",Restaurants
6797,3,0.9997412452528021,6797,2015,1702224512,"Boom, Bust and Oil","  The open plains are dotted with modular ""man camps"": The shabbier ones are haphazard collections of RVs, trailers and cabins; the nicer ones look like mobile home parks with scores of units, perfectly aligned and identical down to the placement and angle of their satellite dishes.","Historic buildings & sites , Petroleum industry , Memorials & monuments , Ecotourism , North Dakota"
8403,3,0.9997411113474582,8403,2016,1829314033,Beef on What? Local Food Beyond Buffalo Wings,"  Sponge candy, a ""cross between a little fluffy meringue cookie and a malted milk ball,"" as Ted Marks, the owner of Fowler's Chocolates, put it in Mr. D'Imperio's book, was brought to Buffalo in the early 1900s by Joe Fowler, an English immigrant, who incorporated Fowler's in 1910. ""The number of really great ice cream parlors and candy stores in Buffalo is flabbergasting,"" Mr. Stern said.","Restaurants , Sandwiches , Beef"
3041,3,0.9997201655964177,3041,2011,898450217,"CANADA; In living color; Nelson, a picturesque mountain hamlet in British Columbia, was built on mining 125 years ago. Today it's known for its spectacular fall foliage, outdoor sports and relaxed, artistic vibe.","Nelson's stone and brick Victorians, once the province of off-duty miners and loggers, now house or neighbor eccentric shops, galleries and restaurants. Summer may be the busiest season, but ""fall is the most beautiful time,"" said Virginia Wassick, who, with her husband, Duncan, runs the three-room Grand Lakefront Bed &amp; Breakfast in a rambling old house near the lake's edge.","Border patrol , Tourism -- Nelson British Columbia Canada , Nelson British Columbia Canada"
7082,3,0.9996938201988963,7082,2015,1726723452,"13 Curry Stops, 5 Days, in Durban","  There's no cold day a steaming plate of kheema (minced beef) and rice can't warm up, and no ""Empire"" marathon a takeout carton of butter chicken and garlic naan can't enhance. From Victory Lounge I walked to Victoria Street Market, where numerous spice shops supply the city's curry houses with their red-hot flavor profiles.","Restaurants , Tourism , Durban South Africa"
1537,3,0.9996886581064683,1537,2010,89316766,"ITALY; A waltz down the isle; Salina is a slow dance, to be sure. But if you're into swimming coves, sleepy streets and sensational views, this little island north of Sicily may be just for you.","The taxi to my hotel rounded the northeast side of the island, passing the Capofaro lighthouse and vineyards heavy with almost ready-to-harvest Malvasia grapes that give their name to the island's well-known dessert wine. The rooftop bar offers front-row seating for Stromboli's nightly fireworks display, and the veranda restaurant is one of the best on the island.","Islands , Tourism -- Salina Island , Salina Island"
3036,3,0.9996787694439385,3036,2011,898117114,The Listings,"Colin Dunne (Wednesday and Thursday, through Oct. 22) Mr. Dunne had international fame as an Irish step dancer and the lead in ""Riverdance"" during the late 1990s. [...] he has reinvented himself as a choreographer working in a contemporary setting, and his new ""Out of Time"" pays homage to his dance past while attempting to move into new artistic terrain.","Dancers & choreographers , Performing arts , Dance , Festivals , United States--US"
1591,3,0.9996762172660117,1591,2010,193736616,The Taste Of a Comeback,"There was caviar and vodka at Stella!, Scott Boswell's elegant, deeply European restaurant in the French Quarter, where duck five ways follows the foie gras, and leads to trios of creme brulee. [...] at midnight, there were red beans and rice out at Vaughan's in Bywater, as Kermit Ruffins played his horn before red-eyed supplicants, tourists and New Orleans natives alike.","Cities , Social life & customs , Economic recovery , Ethnic foods , Restaurants , Disaster recovery , New Orleans Louisiana"
5278,3,0.9996676870307459,5278,2014,1501008768,36 Hours: Upper Manhattan,"  Smiles fill in for the limited English of the staff, as your red-and-white checked table covering disappears under plates of Dominican steak with onions ($13) and stewed goat ($12) with sides of rice and soupy red beans, and fried plantains and anise-flavored yuca arepas.","Restaurants , Neighborhoods , Tourism , Manhattan New York , Harlem-New York City NY , Inwood-New York City NY"
40,3,0.9996602851510512,40,2008,433768668,Johnny Boy's Excellent Adventure,"''We get in my car,'' recalled Mr. Mazzoni, ''and I'm taking her to Lundy's for a seafood dinner. No. 3 on my tape is, 'Please sit down in my car and relax.' So we're on the Belt Parkway, and I'm sweating away and I try my No. 7. I say, 'Do you like fish?' But instead of 'mariscos,' which is 'seafood,' I say 'maricon,' which means gay. ''I was the prime spy,'' Mr. [Octavio Maragni] said. ''I lived right across the corner from where we all hung out, so guys would call me up and say, 'Hey, what's going on?' Sometimes there'd be 30, 40 guys hanging out at 2 o'clock in the morning.'' ''When I finally get through to him,'' Mr. [Joe Lusina] said, ''he goes: 'You can't be Lusina. Lusina's dead.' I say: 'Oh, yeah? What did I die of, then?'&lt;0&gt;'' Mr. Lusina screwed up his face at the memory.","Italian Americans , Neighborhoods , Reunions , Bensonhurst-New York City NY , Mazzoni, John"
1118,3,0.999655750457579,1118,2009,434193869,"36 Hours: Zagreb, Croatia","Caffe Bar Cica (Tkalciceva 18; no phone), where recycled washing machines are repurposed as tables and funky world music thumps, is the venue for spotting fashionable Purgers (as Zagrebians call themselves) and tilting a glass of the local Velebitsko beer (17 kuna for a half-liter). After you get your fill, head to the Millennium sweet shop across the street (Bogoviceva 7; 385-1-48-10-850; www.slasticarnica-millennium.hr) for a decadent cone of schwarzwald -- a mixture of cream, Cognac, chocolate and cherries (7 kuna) -- and prove your figure is of no concern. 1 p.m. 5AT, AND FROM, THE MARKET At Dolac, Zagreb's main fresh market (Sunday to Friday, 6 a.m. to 2 p.m.; to 3 p.m. on Saturdays), an army of red umbrellas shades stalls brimming with lavender, nuts, honey, flowers and cheeses, as well as plenty of local, seasonal fruits and vegetables.","Museums , Tourist attractions , Tourism -- Zagreb Croatia , Zagreb Croatia"
8594,3,0.9996519635986088,8594,2016,1841505159,"On Martha's Vineyard, a Gentle Rhythm","  Bar talk of a pending storm prompts the question: ""Think they'll be canceling boats tomorrow?"" There are few cocktail parties and no beach cookouts in winter, but plenty of potluck dinners with friends and neighbors, many of them teachers, police officers, artists, writers, musicians, restaurant workers and tradespeople fueled by the never-ending cycle of build, renovate, paint and restore. [...]their numbers have dwindled because of diminishing fish stocks, regulatory issues and the rising cost of living on the island, which is about 70 percent above the national average, according to a study by the Martha's Vineyard Commission.","Ferries , Beaches , Lifestyles , Boats , Winter , Summer , Restaurants , Marthas Vineyard"
3708,3,0.9996459781072354,3708,2012,1024849040,"36 Hours: Providence, R.I.","Among them, a shop that's been slaughtering quail, rabbit and geese for the city's immigrant communities since 1853; the diminutive kitchen where Venda Ravioli produces vast quantities of broccoli rabe, truffle and lobster ravioli by hand each day; and the nearly century-old family-run Scialo Brothers Bakery. 4 p.m. 7.","Restaurants , Architecture , Art , Coffee , Providence Rhode Island"
8625,3,0.9996448834609639,8625,2016,1843417906,Four Days of Feasting in America's First Capital,"  Even leaving aside its indigenous cheesesteak sandwiches and soft pretzels, Philly as a culinary destination feels like an organic accomplishment -- the natural outcome of being itself -- rather than a banal eventuality of economic development.","Restaurants , Philadelphia Pennsylvania"
2943,3,0.9996421061828978,2943,2011,888390305,A Bit of Switzerland in Wisconsin,"CORRECTION APPENDED MY wife and I hitched our bikes to the rack at the trailside picnic shelter and unloaded our lunch: landjager and mettwurst sausages; blocks of aged Cheddar and Swiss cheese; a cookie assemblage, including pfeffernusse and nut horns; and two cold bottles of lager. [...] it was cheese that saved New Glarus in the 1860s when the wheat market collapsed.","Beer , Breweries"
3462,3,0.9996369592841972,3462,2012,1000324830,"THE SINKING OF THE TITANIC: CANADA; Recovered for burial; Some disaster victims' bodies pulled from the sea came to rest in Halifax, which honors the dead.","A grim mission My first stop was the Maritime Museum of the Atlantic, waterfront repository of the man's gloves and the baby shoes -- preserved despite orders to thwart souvenir hunters and burn victims' clothing. Samuel Cunard, the shipping magnate and founder of Cunard Line, was born here.) But the museum's upstairs Titanic display offers plenty, including a Titanic deck chair (plucked from the water, given to a local clergyman and used in his backyard for decades) and a cribbage board and rolling pin (both carved from Titanic wreckage following the longstanding custom of recycling wreck wood.","Cemeteries , Tourist attractions , Shipwrecks , Tourism -- Halifax Nova Scotia Canada , Halifax Nova Scotia Canada"
4014,3,0.999633938766854,4014,2012,1125683101,The Twists and Turns Along A Kentucky Doughnut Trail,"  Think of the state, despite its Southern accent and Southern ways, as the paunch hanging over the Midwestern bakery belt, the last calorie-filled province in an enormous swath of territory where the glazed twist, the apple fritter, the chocolate-iced Long John and the vanilla-cream Bismarck hold sway. Wildflowers line the route, contributing tiny bursts of color: white Queen Anne's lace, yellow-petaled black-eyed Susans, sky-blue chicory, purplish Joe Pye weed, magenta meadow phlox, blazing-red trumpet vines.","Bakeries , Tourism , Tourist attractions , Regions , Kentucky"
321,3,0.999632051603319,321,2008,433864548,"36 Hours: Lima, Peru","Start off with a little Freudian Lust (lujuria freudiana, grilled baby calamari for 26 soles), and then chow down on some creamy, indulgent greed (avaricia sole Rockefeller, 40 soles) or simple infidelity (infidelidad grilled swordfish, 34 soles) if you fear that your stomach may not forgive so easily. 6 p.m. 2PARK IT IN THE PARKS Far from the city center but right up against the beach is the upscale neighborhood of Miraflores, which roughly translates as ""look at all the pretty flowers,"" Miraflores's parks of irises, cactuses, and palms make for a good stroll and introduction to Lima.","Restaurants , Gardens & gardening , Art exhibits , Lima Peru"
268,3,0.9996319370685872,268,2008,433855118,A Strange City Called Home,"Like previous installments of the game, which has sold more than 70 million copies in the last decade -- abbreviated G.T.A., in the same sanitized way that Kentucky Fried Chicken became KFC -- this newest edition (released on Tuesday for the Xbox 360 and PlayStation 3 systems) sets players loose in an environment closely modeled on a real American metropolis, usually at some notorious time in its history.","Computer & video games , Neighborhoods , Bridges"
848,3,0.9996221887678459,848,2009,434049478,Where Edward Weston Saw the World Anew,"A grandson of Edward and a fine-art photographer himself, with a studio and salesroom in a building adjacent to the cabin, Kim is the son of Cole Weston who, along with his older brother Brett, followed Edward into the photography trade. According to entries in a guestbook kept by Charis and Edward, early visitors to the cabin included the arts patron Walter Arensberg, who called it ""a palatial shack,"" and the poet Robinson Jeffers.","Tourism -- California , California , Weston, Edward (1886-1958)"
8651,4,0.999878615435083,8651,2016,1845013523,"Transcript: WSJ Interview With Dallas Fed President Robert Kaplan; Central banker discusses the labor market, high student debt levels and economic challenges in China","  [...]related to that, I feel strongly - and I have - that we're in a period in history where labor force demographics are eroding.","Labor force , Monetary policy , Economic growth , Gross Domestic Product--GDP , United States--US , New York"
9188,4,0.9998599498274934,9188,2017,1880157537,"Transcript: WSJ Roundtable Interview With San Francisco Fed's John Williams; Official discusses his outlook for interest rates, Fed communication before its latest rate increase and the central bank's large balance sheet",NA,"Central banks , Supervision , Boards of directors , Balance sheets , Interest rates , Economic growth , Federal Reserve monetary policy , Gross Domestic Product--GDP"
8502,4,0.9998182944086353,8502,2016,1837105089,Election Day 2016: Commentary and Analysis from WSJ Opinion; Writers and editors from the Journal's editorial pages watch and report as the Trump-Clinton returns roll in.,"  If Trump pulls it out, given the Republican dominance at the state level shouldn't it be the Democratic Party that should be worried? Kim Strassel Mr. Trump is projected to lose Colorado, but even a left-of-center state is not buying the Bernie Sanders health-care plan: A ballot proposal for single-payer insurance is getting crushed 80% to 20%.","Classified information , Candidates , Presidential elections , Political campaigns , Wisconsin , Vermont , Teachout, Zephyr , Obama, Barack , Sanders, Bernard"
9620,4,0.9997603775464186,9620,2017,1925336447,Transcript: WSJ Interview With Boston Fed President Eric Rosengren; Official discusses Fed interest-rate increases and plans to begin shrinking the central bank's balance sheet,NA,"Central banks , Economic forecasts , Prices , Foreign exchange rates , Wages & salaries , Economic conditions , Labor market , Trends , Employment , Gross Domestic Product--GDP"
2173,4,0.9997243941068239,2173,2010,762261734,West,"Voters defeated Proposition 19, which would have legalized and regulated the recreational use of marijuana, and roundly rejected Proposition 23, an effort backed by oil companies to suspendthe state's law limiting greenhouse gas emissions.","Negative campaigning , Local elections , Governors , Primaries & caucuses , Immigration policy , Conservatism , Election results , Congressional elections , Western states"
2161,4,0.9997232689066126,2161,2010,761202134,Beyond Election Day,"If voters make a large change in the number of Republicans in the House, they will provide a rationale for new maps with a roughly proportionate number of seats drawn for each party. Texas is expected to gain three and possibly four seats in Congress in the next apportionment, and some members of the state's delegation have been trying to cut a deal that would give two to the Democrats and two to the Republicans.","Apportionment , Congressional elections , State elections , Perry, Rick"
4019,4,0.999681433619702,4019,2012,1138989178,Obama Wins a Second Term,"  Despite Mr. Romney's focus on the economy, pitching himself as a onetime businessman capable of fixing what ails the U.S., he couldn't overcome missteps and attacks from Democrats over his work as a private-equity executive. According to exit polls, Mr. Romney won 60% of the white vote.","Tax increases , Candidates , Political campaigns , United States--US , Obama, Barack , Roosevelt, Franklin Delano (1882-1945)"
4027,4,0.999681433619702,4027,2012,1140353201,Obama Wins a Second Term,NA,NA
4026,4,0.9996808592057127,4026,2012,1140346109,Obama Seizes Second Term,NA,NA
84,4,0.99966286759063006,84,2008,399016056,"Candidates Mobilize as Race Grinds On; Deadlocked Democrats Brace for Long Run; Clinton Seeks Cash, Obama Needs Latinos","After campaigning for more than a year, spending more than $180 million between them, and facing voters in more than half the states, Hillary Clinton and Barack Obama are essentially tied in their battle for the Democratic presidential nomination. According to the Center for Responsive Politics, a nonpartisan, nonprofit research group that tracks money in politics, the Clinton campaign spent $77.7 million through 2007, leaving her with $37.9 million on hand and $5 million in debts.","Political campaigns , Candidates , Presidential elections , United States--US , Clinton, Hillary , Obama, Barack"
1383,4,0.9996354339498785,1383,2010,237930044,Chief of Staff Draws Fire From Left as Obama Falters,NA,NA
4324,4,0.99961184029108,4324,2013,1312401973,The Right Way? The GOP's Immigration Dilemma,"  Less than a decade later, California's Republican Gov. Pete Wilson ignited an enduring backlash among Hispanic voters by championing a ballot initiative that barred illegal immigrants from health care, education and other social services.\n","Aliens , Immigration policy , United States--US , Graham, Lindsey"
4320,4,0.9996109871655221,4320,2013,1312362161,The GOP's Immigration Dilemma,"  Less than a decade later, California's Republican Gov. Pete Wilson ignited an enduring backlash among Hispanic voters by championing a ballot initiative that barred illegal immigrants from health care, education and other social services.","Presidential elections , Aliens , Primaries & caucuses , Political parties , Nominations , California , United States--US , Boehner, John , Romney, W Mitt"
16,4,0.9996109765565966,16,2008,399100488,Race Is Fluid As Vote Shifts To Big States,"After a year of person-to-person campaigning in a pair of lightly populated, mostly white and largely rural and small-town states, the presidential candidates now have to appeal to big-city voters -- as well as Hispanics in Florida and California, in an election year when sentiment is running high against illegal immigration.","Labor unions , Political campaigns , Candidates , Political leadership , State government , Political advertising , Local elections , Iraq War-2003 , Fund raising , Displaced workers , Presidential elections , California , New Hampshire , Iowa , McCain, John , Huckabee, Mike"
5497,4,0.9996061611977443,5497,2014,1528455190,BOJ Chief Presses Abe to Act On Plans,"  ""Monetary policy is having the desired effect -- and it's large,"" said Adam Posen, a longtime expert on Japanese economic policy and president of the Peterson Institute for International Economics in Washington. [...]like many people, I'm disappointed in the pace of reform."" [...]recently, the 69-year-old Mr. Kuroda had largely confined his comments to monetary policy, the typical script of central bankers and the first of ""three arrows"" in the prime minister's so-called Abenomics policy.","Central banks , Yen , Economic growth , Gross Domestic Product--GDP , Monetary policy , Economic structure , Japan , Abe, Shinzo , Kuroda, Haruhiko"
5492,4,0.9996052819218046,5492,2014,1527451898,Bank of Japan's Kuroda Signals Impatience With Abe Government; Bank of Japan Governor Said He Sees Little Reason for Currency to Strengthen More,"  ""Monetary policy is having the desired effect--and it's large,"" said Adam Posen, a longtime expert on Japanese economic policy and president of the Peterson Institute for International Economics in Washington. [...]like many people, I'm disappointed in the pace of reform."" [...]recently, the 69-year-old Mr. Kuroda had largely confined his comments to monetary policy, the typical script of central bankers and the first of ""three arrows"" in the prime minister's so-called Abenomics policy.","Central banks , Yen , Monetary policy , Economic structure , Investments , Economic growth , Gross Domestic Product--GDP , Prime ministers , Japan"
3459,4,0.9995949715403923,3459,2012,993276806,GOP Redistricting Bolsters Vulnerable House Members,"A Wall Street Journal/ NBC News poll from early March showed voters prefer a Democratic-controlled Congress to a Republican one 46% to 41%. (Twelve states are politically split, and bipartisan panels control redistricting in six.) With Republicans so strong at the state level, their strategy of focusing on shoring up shaky seats gives Democrats a steeper hill to climb.","Politics , Apportionment , Political parties , Congressional elections"
3461,4,0.9995931073959844,3461,2012,993308766,Election 2012: GOP Redistricting Bolsters Vulnerable House Members,"Throughout history, Republicans and Democrats alike have used the reshaping of congressional districts to increase the number of House seats they can win. (Twelve states are politically split, and bipartisan panels control redistricting in six.) With Republicans so strong at the state level, their strategy of focusing on shoring up shaky seats gives Democrats a steeper hill to climb.","Political parties , Apportionment , Congressional elections , Pennsylvania , United States--US"
350,4,0.9995816428150823,350,2008,399041703,"Campaign '08: Obama Leads McCain, but Race Is Looking Tight; Edge of Six Points Seems Small Given GOP's Unpopularity","The record unpopularity of President Bush and the Republican Party, combined with economic worries among voters and a broad desire for change, would normally make this ""the single best year for an Obama- type candidacy, and the single worst year for a McCain-type candidacy,"" says Democratic pollster Peter Hart, who conducts the Journal/NBC poll with Republican Neil Newhouse. In particular, he suffered from controversies over the racially charged sermons of his longtime Chicago pastor and the perceived elitism of his own remark at a San Francisco fund-raiser that working-class voters are ""bitter"" about inattention to their economic struggles and ""cling"" to social issues of religion and guns.","Political campaigns , Candidates , Polls & surveys , Presidential elections , United States--US , Obama, Barack , McCain, John"
4025,4,0.9995666781315273,4025,2012,1139502734,Obama Wins,"  Despite Mr. Romney's focus on the economy, pitching himself as a onetime businessman capable of fixing what ails the U.S., he couldn't overcome missteps and attacks from Democrats over his work as a private-equity executive. According to exit polls, Mr. Romney won 60% of the white vote.","Candidates , Political campaigns , Election results , Presidential elections , United States--US , Romney, W Mitt , Obama, Barack"
7496,4,0.9995640237867196,7496,2016,1765500485,"Court Path Is Littered With Pitfalls, for President and G.O.P.","  [...]a selection would also allow Mr. Obama to hammer at Republicans if they did not approve her, helping the Democratic presidential nominee and putting Republican senators up for re-election in moderate or liberal-leaning states with substantial black populations -- such as Mark S. Kirk of Illinois, Rob Portman of Ohio and Patrick J. Toomey of Pennsylvania -- in a political vise.","Nominations , Congressional elections , Judiciary , Politics , Voter behavior , Obama, Barack"
4038,4,0.9995601924003176,4038,2012,1141544487,Back to Work: Obama Greeted by Looming Fiscal Crisis,"  Newly re-elected, President Obama moved quickly on Wednesday to open negotiations with Congressional Republican leaders over the main unfinished business of his term -- a major deficit-reduction deal to avert a looming fiscal crisis -- as he began preparing for a second term that will include significant cabinet changes.","Budgets , Tax increases , Presidential elections , Immigration policy , Political leadership , Economic crisis , Cabinet , United States--US , McConnell, Mitch , Reid, Harry , Boehner, John , Obama, Barack"
7632,4,0.9995466983783327,7632,2016,1773306860,"Hillary Clinton Wins Four States, Adding to Delegate Lead; Bernie Sanders looks for victory in the remaining state, Missouri, which remains too close to call","  WEST PALM BEACH, Fla.--Democratic front-runner Hillary Clinton won critical presidential primaries in the industrial Midwest and completed her sweep of the South on Tuesday, as she took full command of a contest that has been far more competitive than expected at the start.","Candidates , Political campaigns , Nominations , Presidential elections , Florida , Illinois , Missouri , Michigan , New York , United States--US , North Carolina , Trump, Donald J"
8278,4,0.9995406758217545,8278,2016,1819564637,"Donald Trump Promises Tax Cuts, Offset by Robust Growth; Skeptics in both parties question whether policies will deliver predicted GDP and employment gains","  In his speech, Mr. Trump said the new plan--which includes proposals such as collapsing the seven individual tax brackets into three, and lowering the corporate tax rate to 15% from 35%--would simplify the tax code, though it came days after a separate proposal to help families defray child-care costs that would add new complexity to the tax system.","Tax cuts , Tax rates , Nominations , Budget deficits , Economic growth , Gross Domestic Product--GDP , McCain, John , Bush, George W"
9407,4,0.9995365198671056,9407,2017,1901158746,Budget Proposal Curtails Efforts Against Poverty,NA,"Presidents , Federal budget , Medicare , Health care policy , Budget deficits , Tax cuts , Funding , Politics , Medicaid , Political parties"
7594,4,0.9995336204899632,7594,2016,1770795315,Rust Belt Could Be Donald Trump's Best Route to White House; Republican presidential front-runner appeals to region's working-class whites who haven't turned out in recent elections,"  In the course of motivating white, working-class voters with his controversial proposals, he also could prompt Hispanics, African-Americans and other minorities, as well as women, to vote in higher rates than might have been the case with President Barack Obama no longer on the ticket. [...]minorities are growing as a share of eligible voters, suggesting that their power in the electorate is likely to increase.","Presidential elections , Immigration policy , Voter behavior , Hispanic Americans , Political parties , Colorado , Pennsylvania , Florida , Michigan , Biden, Joseph R Jr"
257,4,0.9995310750050894,257,2008,399125546,High Court Upholds ID Requirement For Voters,"The Supreme Court relied on the 2005 estimate of a federal district judge, who found that about 43,000 Indianans, or 1% of the voting-age population, had no state driver's license or ID card.","Supreme Court decisions , Presidential elections , Drivers licenses , Legal arguments , Requirements , State laws , Election law , Identification documents , Indiana"
7634,4,0.999521505029352,7634,2016,1773376084,Voters Reject Sanders in Ohio as Clinton Rebounds From Michigan,"  Mr. Sanders, speaking at a campaign event in Arizona, which holds its contest next week, stuck to his scathing assessment of the American economic system and promised to overhaul campaign finance rules.","Primaries & caucuses , Nominations , Political finance , Political parties , Presidential elections , Michigan , Ohio , Florida , Illinois , North Carolina , Sanders, Bernard , Clinton, Hillary"
6083,4,0.9995163031005475,6083,2014,1630143023,Demise of the Southern Democrat Is Now Nearly Complete,"  The Democratic hold on the South in presidential elections began to change in 1948, when the Democratic National Convention backed President Harry Truman's position on civil rights.","Elections , Candidates , Voter behavior , Civil Rights Act 1964-US , Southern states , Johnson, Lyndon Baines (1908-73) , Kerry, John F , Obama, Barack , Landrieu, Mary"
51,4,0.9995089420233723,51,2008,422172701,"CAMPAIGN '08: SUPER TUESDAY; Obama's next step an uphill climb; On Super Tuesday, his key rival, Clinton, has the advantage in the largest states. Charm may not save him.","Twenty-two states hold Democratic primaries or caucuses that day, spanning political terrain from California to Massachusetts, from Latino communities in the West to majority-black cities in the East, a mix of states that includes some of the nation's most expensive television advertising markets. Kennedy, the Massachusetts senator and one of the Democratic Party's most senior figures, will campaign for Obama and help him shore up support among Latino voters, said someone close to the endorsement announcement.","Nominations , African Americans , Candidates , Press conferences , Political campaigns , Endorsements , Presidential elections , Primaries & caucuses , California , South Carolina , Obama, Barack"
