subjects_source,Freq,source,prop
Welfare,9,New York Times,3.7442276490410616e-4
Western states,9,New York Times,3.7442276490410616e-4
"Arpaio, Joe",8,New York Times,3.328202354703166e-4
Attorneys,8,New York Times,3.328202354703166e-4
Austria,8,New York Times,3.328202354703166e-4
Baby boomers,8,New York Times,3.328202354703166e-4
Bars,8,New York Times,3.328202354703166e-4
Bicycling,8,New York Times,3.328202354703166e-4
Bombings,8,New York Times,3.328202354703166e-4
Casinos,8,New York Times,3.328202354703166e-4
Cemeteries,8,New York Times,3.328202354703166e-4
Chicago Illinois,8,New York Times,3.328202354703166e-4
"Christie, Christopher J",8,New York Times,3.328202354703166e-4
Civil war,8,New York Times,3.328202354703166e-4
Cleveland Ohio,8,New York Times,3.328202354703166e-4
Clothing,8,New York Times,3.328202354703166e-4
Coalition governments,8,New York Times,3.328202354703166e-4
College campuses,8,New York Times,3.328202354703166e-4
Community colleges,8,New York Times,3.328202354703166e-4
Construction,8,New York Times,3.328202354703166e-4
Criminal justice,8,New York Times,3.328202354703166e-4
Diaspora,8,New York Times,3.328202354703166e-4
Disaster recovery,8,New York Times,3.328202354703166e-4
Drought,8,New York Times,3.328202354703166e-4
Ebola virus,8,New York Times,3.328202354703166e-4
Education reform,8,New York Times,3.328202354703166e-4
Endangered & extinct species,8,New York Times,3.328202354703166e-4
Entrepreneurs,8,New York Times,3.328202354703166e-4
Executive privilege,8,New York Times,3.328202354703166e-4
Fiscal policy,8,New York Times,3.328202354703166e-4
Food stamps,8,New York Times,3.328202354703166e-4
Foreign investment,8,New York Times,3.328202354703166e-4
Funding,8,New York Times,3.328202354703166e-4
Gardens & gardening,8,New York Times,3.328202354703166e-4
Gentrification,8,New York Times,3.328202354703166e-4
Health facilities,8,New York Times,3.328202354703166e-4
"Holder, Eric H Jr",8,New York Times,3.328202354703166e-4
Homeowners,8,New York Times,3.328202354703166e-4
Households,8,New York Times,3.328202354703166e-4
Hungary,8,New York Times,3.328202354703166e-4
Interpreters,8,New York Times,3.328202354703166e-4
Irish Americans,8,New York Times,3.328202354703166e-4
Kentucky,8,New York Times,3.328202354703166e-4
Kosher food,8,New York Times,3.328202354703166e-4
"Lee, Robert E (1807-70)",8,New York Times,3.328202354703166e-4
Marriage,8,New York Times,3.328202354703166e-4
Medical research,8,New York Times,3.328202354703166e-4
Military personnel,8,New York Times,3.328202354703166e-4
Mortality,8,New York Times,3.328202354703166e-4
Motion picture festivals,8,New York Times,3.328202354703166e-4
Nigeria,8,New York Times,3.328202354703166e-4
Northern California,8,New York Times,3.328202354703166e-4
Ohio,8,New York Times,3.328202354703166e-4
Organized crime,8,New York Times,3.328202354703166e-4
Parades,8,New York Times,3.328202354703166e-4
Public officials,8,New York Times,3.328202354703166e-4
Puerto Rico,8,New York Times,3.328202354703166e-4
Recipes,8,New York Times,3.328202354703166e-4
Renovation & restoration,8,New York Times,3.328202354703166e-4
Scandals,8,New York Times,3.328202354703166e-4
Scotland,8,New York Times,3.328202354703166e-4
Secularism,8,New York Times,3.328202354703166e-4
Sheriffs,8,New York Times,3.328202354703166e-4
Shopping,8,New York Times,3.328202354703166e-4
Small business,8,New York Times,3.328202354703166e-4
Social life & customs,8,New York Times,3.328202354703166e-4
Software,8,New York Times,3.328202354703166e-4
Suicides & suicide attempts,8,New York Times,3.328202354703166e-4
Tax rates,8,New York Times,3.328202354703166e-4
Territorial issues,8,New York Times,3.328202354703166e-4
Transgender persons,8,New York Times,3.328202354703166e-4
Tuition,8,New York Times,3.328202354703166e-4
Urban areas,8,New York Times,3.328202354703166e-4
Washington DC,8,New York Times,3.328202354703166e-4
Wealth,8,New York Times,3.328202354703166e-4
Web sites,8,New York Times,3.328202354703166e-4
Wisconsin,8,New York Times,3.328202354703166e-4
Acquittals & mistrials,7,New York Times,2.91217706036527e-4
Activists,7,New York Times,2.91217706036527e-4
Age,7,New York Times,2.91217706036527e-4
Airline security,7,New York Times,2.91217706036527e-4
Argentina,7,New York Times,2.91217706036527e-4
Asia,7,New York Times,2.91217706036527e-4
Assassinations & assassination attempts,7,New York Times,2.91217706036527e-4
Bakeries,7,New York Times,2.91217706036527e-4
Birds,7,New York Times,2.91217706036527e-4
Birth control,7,New York Times,2.91217706036527e-4
"Brewer, Jan",7,New York Times,2.91217706036527e-4
"Brown, Edmund G Jr (Jerry)",7,New York Times,2.91217706036527e-4
Buses,7,New York Times,2.91217706036527e-4
Cabinet,7,New York Times,2.91217706036527e-4
"Cantor, Eric",7,New York Times,2.91217706036527e-4
"Castro, Fidel",7,New York Times,2.91217706036527e-4
Chinatown-New York City NY,7,New York Times,2.91217706036527e-4
Christians,7,New York Times,2.91217706036527e-4
Coaches & managers,7,New York Times,2.91217706036527e-4
Colombia,7,New York Times,2.91217706036527e-4
Connecticut,7,New York Times,2.91217706036527e-4
Cost control,7,New York Times,2.91217706036527e-4
Diplomacy,7,New York Times,2.91217706036527e-4
Drug legalization,7,New York Times,2.91217706036527e-4
Ecuador,7,New York Times,2.91217706036527e-4
Egypt,7,New York Times,2.91217706036527e-4
"Espaillat, Adriano D",7,New York Times,2.91217706036527e-4
Farmworkers,7,New York Times,2.91217706036527e-4
Fences,7,New York Times,2.91217706036527e-4
Global economy,7,New York Times,2.91217706036527e-4
Government aid,7,New York Times,2.91217706036527e-4
Growth rate,7,New York Times,2.91217706036527e-4
Hate speech,7,New York Times,2.91217706036527e-4
Health care expenditures,7,New York Times,2.91217706036527e-4
Hindus,7,New York Times,2.91217706036527e-4
Hispanic students,7,New York Times,2.91217706036527e-4
Holocaust,7,New York Times,2.91217706036527e-4
Hurricanes,7,New York Times,2.91217706036527e-4
Indigent care,7,New York Times,2.91217706036527e-4
Intelligence gathering,7,New York Times,2.91217706036527e-4
Interest rates,7,New York Times,2.91217706036527e-4
Interracial relationships,7,New York Times,2.91217706036527e-4
"Johnson, Boris",7,New York Times,2.91217706036527e-4
Kenya,7,New York Times,2.91217706036527e-4
Kidnapping,7,New York Times,2.91217706036527e-4
Labor law,7,New York Times,2.91217706036527e-4
Labor standards,7,New York Times,2.91217706036527e-4
Language policy,7,New York Times,2.91217706036527e-4
Libraries,7,New York Times,2.91217706036527e-4
Lifestyles,7,New York Times,2.91217706036527e-4
"Magellan, Ferdinand (1480?-1521)",7,New York Times,2.91217706036527e-4
Manual workers,7,New York Times,2.91217706036527e-4
Marijuana,7,New York Times,2.91217706036527e-4
Meetings,7,New York Times,2.91217706036527e-4
Memorials & monuments,7,New York Times,2.91217706036527e-4
Minneapolis Minnesota,7,New York Times,2.91217706036527e-4
Nazi groups,7,New York Times,2.91217706036527e-4
New Hampshire,7,New York Times,2.91217706036527e-4
North America,7,New York Times,2.91217706036527e-4
Peace negotiations,7,New York Times,2.91217706036527e-4
Philadelphia Pennsylvania,7,New York Times,2.91217706036527e-4
Political correctness,7,New York Times,2.91217706036527e-4
Political dissent,7,New York Times,2.91217706036527e-4
Political ethics,7,New York Times,2.91217706036527e-4
Prejudice,7,New York Times,2.91217706036527e-4
Ratings & rankings,7,New York Times,2.91217706036527e-4
Resignations,7,New York Times,2.91217706036527e-4
Rhetoric,7,New York Times,2.91217706036527e-4
School closures,7,New York Times,2.91217706036527e-4
School dropouts,7,New York Times,2.91217706036527e-4
Sectarian violence,7,New York Times,2.91217706036527e-4
Shelters,7,New York Times,2.91217706036527e-4
Shutdowns,7,New York Times,2.91217706036527e-4
Social justice,7,New York Times,2.91217706036527e-4
South Africa,7,New York Times,2.91217706036527e-4
Sovereignty,7,New York Times,2.91217706036527e-4
Spanish language,7,New York Times,2.91217706036527e-4
Staten Island New York,7,New York Times,2.91217706036527e-4
Subways,7,New York Times,2.91217706036527e-4
Tax reform,7,New York Times,2.91217706036527e-4
Trade agreements,7,New York Times,2.91217706036527e-4
"Valls, Manuel",7,New York Times,2.91217706036527e-4
Visual artists,7,New York Times,2.91217706036527e-4
Volunteers,7,New York Times,2.91217706036527e-4
Voters,7,New York Times,2.91217706036527e-4
West Bank,7,New York Times,2.91217706036527e-4
White supremacists,7,New York Times,2.91217706036527e-4
Womens health,7,New York Times,2.91217706036527e-4
World War II,7,New York Times,2.91217706036527e-4
"Abe, Shinzo",6,New York Times,2.4961517660273744e-4
Academic achievement,6,New York Times,2.4961517660273744e-4
Activism,6,New York Times,2.4961517660273744e-4
Actors,6,New York Times,2.4961517660273744e-4
Affirmative action,6,New York Times,2.4961517660273744e-4
Agriculture,6,New York Times,2.4961517660273744e-4
American culture,6,New York Times,2.4961517660273744e-4
Architects,6,New York Times,2.4961517660273744e-4
Asian culture,6,New York Times,2.4961517660273744e-4
"Assad, Bashar Al",6,New York Times,2.4961517660273744e-4
Babies,6,New York Times,2.4961517660273744e-4
Benedict XVI (Pope),6,New York Times,2.4961517660273744e-4
Charities,6,New York Times,2.4961517660273744e-4
Christian Islamic relations,6,New York Times,2.4961517660273744e-4
Civil liberties,6,New York Times,2.4961517660273744e-4
Civil rights movement,6,New York Times,2.4961517660273744e-4
College admissions,6,New York Times,2.4961517660273744e-4
Community support,6,New York Times,2.4961517660273744e-4
Competition,6,New York Times,2.4961517660273744e-4
Congressional investigations,6,New York Times,2.4961517660273744e-4
Construction industry,6,New York Times,2.4961517660273744e-4
Corruption in government,6,New York Times,2.4961517660273744e-4
Couples,6,New York Times,2.4961517660273744e-4
Criminal statistics,6,New York Times,2.4961517660273744e-4
Cultural centers,6,New York Times,2.4961517660273744e-4
Cultural change,6,New York Times,2.4961517660273744e-4
Cultural differences,6,New York Times,2.4961517660273744e-4
Disaster relief,6,New York Times,2.4961517660273744e-4
Divorce,6,New York Times,2.4961517660273744e-4
Dress codes,6,New York Times,2.4961517660273744e-4
Drug overdose,6,New York Times,2.4961517660273744e-4
East Haven Connecticut,6,New York Times,2.4961517660273744e-4
Editorials -- Immigration policy,6,New York Times,2.4961517660273744e-4
Education policy,6,New York Times,2.4961517660273744e-4
Educational attainment,6,New York Times,2.4961517660273744e-4
"Emanuel, Rahm",6,New York Times,2.4961517660273744e-4
Ethnicity,6,New York Times,2.4961517660273744e-4
Flags,6,New York Times,2.4961517660273744e-4
Generation Y,6,New York Times,2.4961517660273744e-4
Ghana,6,New York Times,2.4961517660273744e-4
Global warming,6,New York Times,2.4961517660273744e-4
Harlem-New York City NY,6,New York Times,2.4961517660273744e-4
Health care,6,New York Times,2.4961517660273744e-4
Hispanic culture,6,New York Times,2.4961517660273744e-4
History,6,New York Times,2.4961517660273744e-4
Housing discrimination,6,New York Times,2.4961517660273744e-4
Houston Texas,6,New York Times,2.4961517660273744e-4
Human trafficking,6,New York Times,2.4961517660273744e-4
Industrial development,6,New York Times,2.4961517660273744e-4
Innovations,6,New York Times,2.4961517660273744e-4
International trade,6,New York Times,2.4961517660273744e-4
Investments,6,New York Times,2.4961517660273744e-4
Jewish life & ethics,6,New York Times,2.4961517660273744e-4
Jordan,6,New York Times,2.4961517660273744e-4
Judges & magistrates,6,New York Times,2.4961517660273744e-4
Kansas,6,New York Times,2.4961517660273744e-4
Latin music,6,New York Times,2.4961517660273744e-4
Learning,6,New York Times,2.4961517660273744e-4
Lebanon,6,New York Times,2.4961517660273744e-4
Linguistics,6,New York Times,2.4961517660273744e-4
Lobbyists,6,New York Times,2.4961517660273744e-4
Los Angeles County California,6,New York Times,2.4961517660273744e-4
Luxury homes,6,New York Times,2.4961517660273744e-4
Manufacturing,6,New York Times,2.4961517660273744e-4
Members of Parliament,6,New York Times,2.4961517660273744e-4
Name changes,6,New York Times,2.4961517660273744e-4
Nashville Tennessee,6,New York Times,2.4961517660273744e-4
National identity,6,New York Times,2.4961517660273744e-4
Native languages,6,New York Times,2.4961517660273744e-4
New year,6,New York Times,2.4961517660273744e-4
"Palin, Sarah",6,New York Times,2.4961517660273744e-4
Parliaments,6,New York Times,2.4961517660273744e-4
Philanthropy,6,New York Times,2.4961517660273744e-4
Policy making,6,New York Times,2.4961517660273744e-4
Popularity,6,New York Times,2.4961517660273744e-4
Ports,6,New York Times,2.4961517660273744e-4
Prosperity,6,New York Times,2.4961517660273744e-4
Public policy,6,New York Times,2.4961517660273744e-4
Public relations,6,New York Times,2.4961517660273744e-4
Quotas,6,New York Times,2.4961517660273744e-4
Racial harassment,6,New York Times,2.4961517660273744e-4
Racial identity,6,New York Times,2.4961517660273744e-4
Rap music,6,New York Times,2.4961517660273744e-4
Religious orthodoxy,6,New York Times,2.4961517660273744e-4
Religious right,6,New York Times,2.4961517660273744e-4
Residents,6,New York Times,2.4961517660273744e-4
Saudi Arabia,6,New York Times,2.4961517660273744e-4
Shortages,6,New York Times,2.4961517660273744e-4
Sikhs,6,New York Times,2.4961517660273744e-4
Slavery,6,New York Times,2.4961517660273744e-4
Social impact,6,New York Times,2.4961517660273744e-4
Social integration,6,New York Times,2.4961517660273744e-4
Southern states,6,New York Times,2.4961517660273744e-4
Spirituality,6,New York Times,2.4961517660273744e-4
Stadiums,6,New York Times,2.4961517660273744e-4
Startups,6,New York Times,2.4961517660273744e-4
Target markets,6,New York Times,2.4961517660273744e-4
Task forces,6,New York Times,2.4961517660273744e-4
Taxes,6,New York Times,2.4961517660273744e-4
Teachers,6,New York Times,2.4961517660273744e-4
Teaching,6,New York Times,2.4961517660273744e-4
Theater,6,New York Times,2.4961517660273744e-4
Threats,6,New York Times,2.4961517660273744e-4
Toronto Ontario Canada,6,New York Times,2.4961517660273744e-4
Traffic accidents & safety,6,New York Times,2.4961517660273744e-4
"Trudeau, Justin",6,New York Times,2.4961517660273744e-4
Tucson Arizona,6,New York Times,2.4961517660273744e-4
Venezuela,6,New York Times,2.4961517660273744e-4
Voter fraud,6,New York Times,2.4961517660273744e-4
Water shortages,6,New York Times,2.4961517660273744e-4
West Africa,6,New York Times,2.4961517660273744e-4
Working conditions,6,New York Times,2.4961517660273744e-4
Yemen,6,New York Times,2.4961517660273744e-4
Air travel,5,New York Times,2.0801264716894787e-4
Animals,5,New York Times,2.0801264716894787e-4
Assimilation,5,New York Times,2.0801264716894787e-4
Autism,5,New York Times,2.0801264716894787e-4
Biometrics,5,New York Times,2.0801264716894787e-4
Black students,5,New York Times,2.0801264716894787e-4
Bolivia,5,New York Times,2.0801264716894787e-4
Boxing,5,New York Times,2.0801264716894787e-4
"Breivik, Anders Behring",5,New York Times,2.0801264716894787e-4
Bridges,5,New York Times,2.0801264716894787e-4
Buddhism,5,New York Times,2.0801264716894787e-4
Building codes,5,New York Times,2.0801264716894787e-4
Bulgaria,5,New York Times,2.0801264716894787e-4
Business improvement districts,5,New York Times,2.0801264716894787e-4
Capitalism,5,New York Times,2.0801264716894787e-4
Child abuse & neglect,5,New York Times,2.0801264716894787e-4
Chile,5,New York Times,2.0801264716894787e-4
Church buildings,5,New York Times,2.0801264716894787e-4
Class action lawsuits,5,New York Times,2.0801264716894787e-4
Clinics,5,New York Times,2.0801264716894787e-4
Clubs,5,New York Times,2.0801264716894787e-4
Community centers,5,New York Times,2.0801264716894787e-4
Community development,5,New York Times,2.0801264716894787e-4
Contemporary art,5,New York Times,2.0801264716894787e-4
Convictions,5,New York Times,2.0801264716894787e-4
Cooperation,5,New York Times,2.0801264716894787e-4
Criminal records,5,New York Times,2.0801264716894787e-4
Croatia,5,New York Times,2.0801264716894787e-4
Cultural heritage,5,New York Times,2.0801264716894787e-4
Cultural organizations,5,New York Times,2.0801264716894787e-4
Data bases,5,New York Times,2.0801264716894787e-4
Demolition,5,New York Times,2.0801264716894787e-4
Des Moines Iowa,5,New York Times,2.0801264716894787e-4
Disease control,5,New York Times,2.0801264716894787e-4
District attorneys,5,New York Times,2.0801264716894787e-4
Economic forecasts,5,New York Times,2.0801264716894787e-4
Elections -- United Kingdom--UK,5,New York Times,2.0801264716894787e-4
Employers,5,New York Times,2.0801264716894787e-4
Engineers,5,New York Times,2.0801264716894787e-4
English as a second language--ESL,5,New York Times,2.0801264716894787e-4
English language,5,New York Times,2.0801264716894787e-4
Epidemics,5,New York Times,2.0801264716894787e-4
Eurozone,5,New York Times,2.0801264716894787e-4
Family income,5,New York Times,2.0801264716894787e-4
Fashion,5,New York Times,2.0801264716894787e-4
Fashion designers,5,New York Times,2.0801264716894787e-4
Ferries,5,New York Times,2.0801264716894787e-4
Fires,5,New York Times,2.0801264716894787e-4
Flea markets,5,New York Times,2.0801264716894787e-4
Gaza Strip,5,New York Times,2.0801264716894787e-4
Government agencies,5,New York Times,2.0801264716894787e-4
Government subsidies,5,New York Times,2.0801264716894787e-4
Grocery stores,5,New York Times,2.0801264716894787e-4
Guatemala,5,New York Times,2.0801264716894787e-4
Hearings & confirmations,5,New York Times,2.0801264716894787e-4
Heroin,5,New York Times,2.0801264716894787e-4
Historians,5,New York Times,2.0801264716894787e-4
"Hollande, Francois",5,New York Times,2.0801264716894787e-4
Honduras,5,New York Times,2.0801264716894787e-4
Hong Kong,5,New York Times,2.0801264716894787e-4
Ideology,5,New York Times,2.0801264716894787e-4
Imprisonment,5,New York Times,2.0801264716894787e-4
Inaugurations,5,New York Times,2.0801264716894787e-4
Indonesia,5,New York Times,2.0801264716894787e-4
International organizations,5,New York Times,2.0801264716894787e-4
Investment policy,5,New York Times,2.0801264716894787e-4
Islamic law,5,New York Times,2.0801264716894787e-4
Labor supply,5,New York Times,2.0801264716894787e-4
Land settlement,5,New York Times,2.0801264716894787e-4
Layoffs,5,New York Times,2.0801264716894787e-4
"Lin, Jeremy",5,New York Times,2.0801264716894787e-4
Lotteries,5,New York Times,2.0801264716894787e-4
Louisiana,5,New York Times,2.0801264716894787e-4
Marathons,5,New York Times,2.0801264716894787e-4
Media coverage,5,New York Times,2.0801264716894787e-4
Missouri,5,New York Times,2.0801264716894787e-4
Morocco,5,New York Times,2.0801264716894787e-4
Motion picture directors & producers,5,New York Times,2.0801264716894787e-4
Muhammad (prophet),5,New York Times,2.0801264716894787e-4
Names,5,New York Times,2.0801264716894787e-4
Native North Americans,5,New York Times,2.0801264716894787e-4
Nightclubs,5,New York Times,2.0801264716894787e-4
No Child Left Behind Act 2001-US,5,New York Times,2.0801264716894787e-4
Painting,5,New York Times,2.0801264716894787e-4
Paramilitary groups,5,New York Times,2.0801264716894787e-4
Passenger screening,5,New York Times,2.0801264716894787e-4
Pennsylvania,5,New York Times,2.0801264716894787e-4
Photography,5,New York Times,2.0801264716894787e-4
Politicians,5,New York Times,2.0801264716894787e-4
Productivity,5,New York Times,2.0801264716894787e-4
Professional football,5,New York Times,2.0801264716894787e-4
Professional hockey,5,New York Times,2.0801264716894787e-4
Property values,5,New York Times,2.0801264716894787e-4
Public housing,5,New York Times,2.0801264716894787e-4
Public opinion surveys,5,New York Times,2.0801264716894787e-4
Quality of education,5,New York Times,2.0801264716894787e-4
Rain,5,New York Times,2.0801264716894787e-4
Recruitment,5,New York Times,2.0801264716894787e-4
Reforms,5,New York Times,2.0801264716894787e-4
Religious conversion,5,New York Times,2.0801264716894787e-4
Remittances,5,New York Times,2.0801264716894787e-4
Rents,5,New York Times,2.0801264716894787e-4
Romania,5,New York Times,2.0801264716894787e-4
"Ryan, Paul",5,New York Times,2.0801264716894787e-4
School finance,5,New York Times,2.0801264716894787e-4
School principals,5,New York Times,2.0801264716894787e-4
School superintendents,5,New York Times,2.0801264716894787e-4
Seattle Washington,5,New York Times,2.0801264716894787e-4
Senators,5,New York Times,2.0801264716894787e-4
Serbia,5,New York Times,2.0801264716894787e-4
"Sessions, Jeff",5,New York Times,2.0801264716894787e-4
Singapore,5,New York Times,2.0801264716894787e-4
South Korea,5,New York Times,2.0801264716894787e-4
Sovereign debt,5,New York Times,2.0801264716894787e-4
Standard of living,5,New York Times,2.0801264716894787e-4
Stock prices,5,New York Times,2.0801264716894787e-4
Success,5,New York Times,2.0801264716894787e-4
Sudan,5,New York Times,2.0801264716894787e-4
Suffolk County New York,5,New York Times,2.0801264716894787e-4
Summer,5,New York Times,2.0801264716894787e-4
Tax base,5,New York Times,2.0801264716894787e-4
Teenagers,5,New York Times,2.0801264716894787e-4
Tel Aviv Israel,5,New York Times,2.0801264716894787e-4
Temporary employment,5,New York Times,2.0801264716894787e-4
Term limitations,5,New York Times,2.0801264716894787e-4
Vietnam,5,New York Times,2.0801264716894787e-4
West Virginia,5,New York Times,2.0801264716894787e-4
Wildfowl,5,New York Times,2.0801264716894787e-4
Year in review,5,New York Times,2.0801264716894787e-4
"Abdeslam, Salah",4,New York Times,1.664101177351583e-4
Achievement tests,4,New York Times,1.664101177351583e-4
Admissions policies,4,New York Times,1.664101177351583e-4
Affluence,4,New York Times,1.664101177351583e-4
Agreements,4,New York Times,1.664101177351583e-4
Animal reproduction,4,New York Times,1.664101177351583e-4
Apartments,4,New York Times,1.664101177351583e-4
Appropriations,4,New York Times,1.664101177351583e-4
Arab Americans,4,New York Times,1.664101177351583e-4
Arkansas,4,New York Times,1.664101177351583e-4
Atlanta Georgia,4,New York Times,1.664101177351583e-4
"Bachmann, Michele",4,New York Times,1.664101177351583e-4
Banking industry,4,New York Times,1.664101177351583e-4
Beauty salons,4,New York Times,1.664101177351583e-4
Beer,4,New York Times,1.664101177351583e-4
Behavior,4,New York Times,1.664101177351583e-4
Berlin Germany,4,New York Times,1.664101177351583e-4
Bhutan,4,New York Times,1.664101177351583e-4
Bias,4,New York Times,1.664101177351583e-4
Bicycles,4,New York Times,1.664101177351583e-4
Bilingualism,4,New York Times,1.664101177351583e-4
Black history,4,New York Times,1.664101177351583e-4
Blue collar workers,4,New York Times,1.664101177351583e-4
Bosnia-Hercegovina,4,New York Times,1.664101177351583e-4
Boston Massachusetts,4,New York Times,1.664101177351583e-4
Boys,4,New York Times,1.664101177351583e-4
Brussels Belgium,4,New York Times,1.664101177351583e-4
Buddhists,4,New York Times,1.664101177351583e-4
Budgeting,4,New York Times,1.664101177351583e-4
Business closings,4,New York Times,1.664101177351583e-4
Campaign contributions,4,New York Times,1.664101177351583e-4
Camps,4,New York Times,1.664101177351583e-4
Canals,4,New York Times,1.664101177351583e-4
"Carson, Ben",4,New York Times,1.664101177351583e-4
Censuses,4,New York Times,1.664101177351583e-4
Central banks,4,New York Times,1.664101177351583e-4
"Chavez, Hugo",4,New York Times,1.664101177351583e-4
"Chen, Danny (soldier)",4,New York Times,1.664101177351583e-4
Christmas,4,New York Times,1.664101177351583e-4
Civil disobedience,4,New York Times,1.664101177351583e-4
Clothing industry,4,New York Times,1.664101177351583e-4
Colonies & territories,4,New York Times,1.664101177351583e-4
Commercial real estate,4,New York Times,1.664101177351583e-4
Community service,4,New York Times,1.664101177351583e-4
Conferences,4,New York Times,1.664101177351583e-4
Conflicts of interest,4,New York Times,1.664101177351583e-4
Constitutional law,4,New York Times,1.664101177351583e-4
"Corbyn, Jeremy",4,New York Times,1.664101177351583e-4
Core curriculum,4,New York Times,1.664101177351583e-4
"Cornyn, John",4,New York Times,1.664101177351583e-4
Corporate sponsorship,4,New York Times,1.664101177351583e-4
Corruption,4,New York Times,1.664101177351583e-4
Court decisions,4,New York Times,1.664101177351583e-4
Criminal pleas,4,New York Times,1.664101177351583e-4
Curricula,4,New York Times,1.664101177351583e-4
Dance,4,New York Times,1.664101177351583e-4
Day care centers,4,New York Times,1.664101177351583e-4
Demography,4,New York Times,1.664101177351583e-4
Desegregation,4,New York Times,1.664101177351583e-4
Dialects,4,New York Times,1.664101177351583e-4
"DiNapoli, Thomas P",4,New York Times,1.664101177351583e-4
Dinosaurs,4,New York Times,1.664101177351583e-4
Discrimination,4,New York Times,1.664101177351583e-4
Due process of law,4,New York Times,1.664101177351583e-4
East Germany,4,New York Times,1.664101177351583e-4
Economists,4,New York Times,1.664101177351583e-4
Election law,4,New York Times,1.664101177351583e-4
Ellis Island,4,New York Times,1.664101177351583e-4
Empathy,4,New York Times,1.664101177351583e-4
Environmental cleanup,4,New York Times,1.664101177351583e-4
Estonia,4,New York Times,1.664101177351583e-4
Ethiopia,4,New York Times,1.664101177351583e-4
Euro,4,New York Times,1.664101177351583e-4
Evacuations & rescues,4,New York Times,1.664101177351583e-4
Fairs & exhibitions,4,New York Times,1.664101177351583e-4
Fear & phobias,4,New York Times,1.664101177351583e-4
Financial services,4,New York Times,1.664101177351583e-4
Fish,4,New York Times,1.664101177351583e-4
Foreign aid,4,New York Times,1.664101177351583e-4
Foreign language instruction,4,New York Times,1.664101177351583e-4
Foreign language learning,4,New York Times,1.664101177351583e-4
Free trade,4,New York Times,1.664101177351583e-4
Freedom of speech,4,New York Times,1.664101177351583e-4
Gay rights movement,4,New York Times,1.664101177351583e-4
Genealogy,4,New York Times,1.664101177351583e-4
"Graham, Lindsey",4,New York Times,1.664101177351583e-4
Hawaii,4,New York Times,1.664101177351583e-4
High school graduates,4,New York Times,1.664101177351583e-4
Hmong people,4,New York Times,1.664101177351583e-4
Homosexuality,4,New York Times,1.664101177351583e-4
"Huckabee, Mike",4,New York Times,1.664101177351583e-4
Illinois,4,New York Times,1.664101177351583e-4
Influence,4,New York Times,1.664101177351583e-4
Informal economy,4,New York Times,1.664101177351583e-4
Islamic life & ethics,4,New York Times,1.664101177351583e-4
Islands,4,New York Times,1.664101177351583e-4
Jamaica,4,New York Times,1.664101177351583e-4
Jewish holidays,4,New York Times,1.664101177351583e-4
"Jindal, Bobby",4,New York Times,1.664101177351583e-4
"Johnson, Lyndon Baines (1908-73)",4,New York Times,1.664101177351583e-4
Journalists,4,New York Times,1.664101177351583e-4
Judaism,4,New York Times,1.664101177351583e-4
"Kasich, John R",4,New York Times,1.664101177351583e-4
"La Guardia, Fiorello H (1882-1947)",4,New York Times,1.664101177351583e-4
Language,4,New York Times,1.664101177351583e-4
"Le Pen, Marine",4,New York Times,1.664101177351583e-4
Legislatures,4,New York Times,1.664101177351583e-4
Library collections,4,New York Times,1.664101177351583e-4
Life expectancy,4,New York Times,1.664101177351583e-4
Living conditions,4,New York Times,1.664101177351583e-4
Local elections -- New York City New York,4,New York Times,1.664101177351583e-4
Lutheran churches,4,New York Times,1.664101177351583e-4
Malaysia,4,New York Times,1.664101177351583e-4
Maps,4,New York Times,1.664101177351583e-4
Maricopa County Arizona,4,New York Times,1.664101177351583e-4
Marseille France,4,New York Times,1.664101177351583e-4
"Martinez, Susana",4,New York Times,1.664101177351583e-4
Maryland,4,New York Times,1.664101177351583e-4
Mass transit,4,New York Times,1.664101177351583e-4
"Mateen, Omar",4,New York Times,1.664101177351583e-4
"May, Theresa",4,New York Times,1.664101177351583e-4
Military policy,4,New York Times,1.664101177351583e-4
Musical recordings,4,New York Times,1.664101177351583e-4
National debt,4,New York Times,1.664101177351583e-4
New Orleans Louisiana,4,New York Times,1.664101177351583e-4
New York Harbor,4,New York Times,1.664101177351583e-4
New Zealand,4,New York Times,1.664101177351583e-4
Newark New Jersey,4,New York Times,1.664101177351583e-4
"Nixon, Richard M",4,New York Times,1.664101177351583e-4
Nonnative species,4,New York Times,1.664101177351583e-4
Northern Ireland,4,New York Times,1.664101177351583e-4
Oregon,4,New York Times,1.664101177351583e-4
Passengers,4,New York Times,1.664101177351583e-4
Patchogue New York,4,New York Times,1.664101177351583e-4
Phoenix Arizona,4,New York Times,1.664101177351583e-4
Police corruption,4,New York Times,1.664101177351583e-4
Political alliances,4,New York Times,1.664101177351583e-4
Population density,4,New York Times,1.664101177351583e-4
Port Chester New York,4,New York Times,1.664101177351583e-4
Post offices,4,New York Times,1.664101177351583e-4
Preschool education,4,New York Times,1.664101177351583e-4
Prices,4,New York Times,1.664101177351583e-4
Prison administration,4,New York Times,1.664101177351583e-4
Prison overcrowding,4,New York Times,1.664101177351583e-4
Prisoner transfers,4,New York Times,1.664101177351583e-4
Professional recruitment,4,New York Times,1.664101177351583e-4
Propaganda,4,New York Times,1.664101177351583e-4
Quality of life,4,New York Times,1.664101177351583e-4
Radio stations,4,New York Times,1.664101177351583e-4
