Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Texas Border Cities React to Donald Trump's Border Wall; Communities weigh security and its cost to economy,,1861725383,Newspapers," Althaus, Dudley
Dudley
Dudley Althaus
Althaus
Dudley Althaus; Dan Frosch , Frosch, Dan
Dan
Dan Frosch
Frosch",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170126000020170125ed1p005pm , WSJOWSJO20170126000020170125ed1p005pm , 117310 , PQ_117310_Jan262017", News," Jan 26, 2017",, English, English, n/a," New York, N.Y.","Jan 26, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1861725383?accountid=14496,,,, n/a,," North American Free Trade Agreement , International trade , Free trade , Trade agreements , Border patrol , Cities , Border security , Trump, Donald J , California , Mexico , United States--US , Rio Grande",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Texas+Border+Cities+React+to+Donald+Trump%27s+Border+Wall%3B+Communities+weigh+security+and+its+cost+to+economy&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=&amp;au=Althaus%2C+Dudley%3BFrosch%2C+Dan&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
CITY &amp; STATE; $30-million U.S. grant for L.A. students hailed; Obama administration OKd five-year payout. Its fate under Trump remains to be seen.,"  The nonprofit Youth Policy Institute was awarded a $30-million Promise Neighborhood grant from the U.S. Department of Education under the Obama administration to provide academic, health and legal services to about 4,000 students attending eight public and charter schools in Pico-Union and Hollywood.",1861755956,Newspapers," Kohli, Sonali
Sonali
Sonali Kohli
Kohli
Sonali Kohli , Kohli, Sonali
Sonali
Sonali Kohli
Kohli
Sonali Kohli",," Department of Education
923110", (Copyright (c) 2017 Los Angeles Times)," 4308048311 , 110951442 , 7683 , ANGE , LATM201701262214", News," Jan 26, 2017",0458-3035, English, English, B.3," Los Angeles, Calif.","Jan 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1861755956?accountid=14496,,,, B.3,," Immigrant students , Neighborhoods , Cities , Community colleges , Grants , Funding , Tutoring , Middle schools"," LOS ANGELES , SCHOOLS , GRANTS , EDUCATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CITY+%26amp%3B+STATE%3B+%2430-million+U.S.+grant+for+L.A.+students+hailed%3B+Obama+administration+OKd+five-year+payout.+Its+fate+under+Trump+remains+to+be+seen.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Kohli%2C+Sonali&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
The Trump Wall Rises,"  Nobody can claim he's springing what the order calls a ""secure, contiguous and impassable physical barrier"" on unsuspecting voters.",1861761152,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4308071991 , 110952702 , 7510 , WSJ , DWJNJ000000020170126ed1q0000w", Editorial," Jan 26, 2017",0099-9660, English, English, A.18," New York, N.Y.","Jan 26, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1861761152?accountid=14496,,,, A.18,," Aliens , Deportation , Immigration policy , Border security , Editorials , Mexico , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Trump+Wall+Rises&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
COMPANY TOWN; CONNECTING WITH LATINOS; Ad agency Orci navigates deep cultural divisions,"  The media landscape is fragmented, and consumers are using technology to skip commercials, making it more difficult for advertisers to engage consumers. ""There was a reluctance among some advertisers to get into Hispanic or multicultural advertising, but there also were some very smart clients, like Coca-Cola, that pushed it,"" Hector Orci said.",1861763913,Newspapers," James, Meg
Meg
Meg James
James
Meg James , James, Meg
Meg
Meg James
James
Meg James",,, (Copyright (c) 2017 Los Angeles Times)," 4308048381 , 110951442 , 7683 , ANGE , LATM201701262207", News," Jan 26, 2017",0458-3035, English, English, C.1," Los Angeles, Calif.","Jan 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1861763913?accountid=14496,,,, C.1,," Automobile industry , Advertising , Advertising expenditures , Political campaigns , Brand loyalty , United States--US"," HISPANICS , ADVERTISING AGENCIES , FAMILY OWNED BUSINESS , RACIAL DISCRIMINATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=COMPANY+TOWN%3B+CONNECTING+WITH+LATINOS%3B+Ad+agency+Orci+navigates+deep+cultural+divisions&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=James%2C+Meg&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"A NEW ADMINISTRATION; A battle of wills; With his latest actions, President Trump's feud with California turns from the rhetorical to the real",  California also was the unnamed center of Trump's announcement of plans to tighten immigration rules and punish jurisdictions that offer sanctuary to those without proper papers -- penalties that in California could rise to millions or billions of dollars. California became accustomed in the Obama era to fond relations with a president who favored golf in the Palm Springs area and fundraisers in the tony reaches of Southern California and the Bay Area.,1861763959,Newspapers," Decker, Cathleen
Cathleen
Cathleen Decker
Decker
Cathleen Decker , Decker, Cathleen
Cathleen
Cathleen Decker
Decker
Cathleen Decker",,, (Copyright (c) 2017 Los Angeles Times)," 4308048171 , 110951442 , 7683 , ANGE , LATM201701262228", News," Jan 26, 2017",0458-3035, English, English, B.1," Los Angeles, Calif.","Jan 26, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1861763959?accountid=14496,,,, B.1,," Voter registration , Immigration , Political campaigns , Election results , Voter fraud , California"," TRUMP, DONALD J , CALIFORNIA , EXECUTIVE ORDERS , ELECTION FRAUD , IMMIGRATION , POLITICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+NEW+ADMINISTRATION%3B+A+battle+of+wills%3B+With+his+latest+actions%2C+President+Trump%27s+feud+with+California+turns+from+the+rhetorical+to+the+real&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Decker%2C+Cathleen&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
U.S. News: Border Towns Weigh Security and Its Cost to Economy,"  According to state data, Laredo's customs district accounted for $284 billion in trade, more than double the amount it saw in 2002.",1861765919,Newspapers," Althaus, Dudley
Dudley
Dudley Althaus
Althaus
Dudley Althaus; Dan Frosch , Frosch, Dan
Dan
Dan Frosch
Frosch , Althaus, Dudley
Dudley
Dudley Althaus
Althaus
Dudley Althaus , Frosch, Dan
Dan
Dan Frosch
Frosch
Dan Frosch",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4308077271 , 110952702 , 7510 , WSJ , DWJNJ000000020170126ed1q00021", News," Jan 26, 2017",0099-9660, English, English, A.3," New York, N.Y.","Jan 26, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1861765919?accountid=14496,,,, A.3,," Border patrol , Immigration policy , Border security , Economic impact , Texas , Mexico , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Border+Towns+Weigh+Security+and+Its+Cost+to+Economy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Althaus%2C+Dudley%3BFrosch%2C+Dan&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
World-Wide,  French officials opened a preliminary investigation into claims that the wife of presidential front-runner Fillon received a state salary without doing work. ---,1861783334,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4308135401 , 110952702 , 7510 , WSJ , DWJNJ000000020170126ed1q0002l", News," Jan 26, 2017",0099-9660, English, English, A.1," New York, N.Y.","Jan 26, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1861783334?accountid=14496,,,, A.1,," Immigration , Chicago Illinois , China , Mexico , United States--US , Kim Jong Un , Moore, Mary Tyler",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-26&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Trump's Little Mexican War; The President is treating our neighbor like Obama treated Israel.,,1862002837,Newspapers,,," Twitter Inc
519130"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170127000020170127ed1r000gp , WSJOWSJO20170127000020170127ed1r000gp , 117310 , PQ_117310_Jan272017", News," Jan 27, 2017",, English, English, n/a," New York, N.Y.","Jan 27, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1862002837?accountid=14496,,,, n/a,," North American Free Trade Agreement , Tax reform , Political campaigns , Politics , American dollar , Trump, Donald J , Mexico , Priebus, Reince , United States--US , Spicer, Sean , Israel",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Little+Mexican+War%3B+The+President+is+treating+our+neighbor+like+Obama+treated+Israel.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"BACK STORY; The plan to halt refugees; Supporters, critics debate how it would affect foreigners, Americans","  According to the United Nations high commissioner for refugees, a refugee is someone who has been forced to flee his or her country because of war, violence or a well-founded fear of persecution for reasons of race, religion, nationality, political opinion or membership in a particular social group.",1862029267,Newspapers," Simmons, Ann M
Ann
Ann M Simmons
Simmons
M
Ann M. Simmons , Simmons, Ann M
Ann
Ann M Simmons
Simmons
M
Ann M. Simmons",,, (Copyright (c) 2017 Los Angeles Times)," 4308887051 , 110974862 , 7683 , ANGE , LATM201701272306", News," Jan 27, 2017",0458-3035, English, English, A.2," Los Angeles, Calif.","Jan 27, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1862029267?accountid=14496,,,, A.2,," Political asylum , Fiscal years , Immigration , Refugees , Religious persecution , United States--US"," UNITED STATES , REFUGEES , IMMIGRATION , SUSPENSIONS , EXECUTIVE ORDERS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=BACK+STORY%3B+The+plan+to+halt+refugees%3B+Supporters%2C+critics+debate+how+it+would+affect+foreigners%2C+Americans&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=A.2&amp;au=Simmons%2C+Ann+M&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Anxiety for immigrants living in 'sanctuary cities',"  In California, the forefront of the sanctuary movement, the mayors of San Francisco, Oakland, San Jose and Berkeley banded together and released a joint statement to decry the White House's ""morally bankrupt policies."" The policies have ""finally put federal executive action on the side of the victims and potential victims of crime instead of protecting the interests of the businesses and organizations who profit from keeping as many illegal migrants in the country as possible,"" said Roy H.\n",1862029304,Newspapers," Vives, Ruben
Ruben
Ruben Vives
Vives
Ruben Vives , Carcamo, Cindy
Cindy
Cindy Carcamo
Carcamo
Cindy Carcamo , Smith, Dakota
Dakota
Dakota Smith
Smith
Dakota Smith , Knoll, Corina
Corina
Corina Knoll
Knoll
Corina Knoll , Vives, Ruben
Ruben
Ruben Vives
Vives
Ruben Vives , Carcamo, Cindy
Cindy
Cindy Carcamo
Carcamo
Cindy Carcamo , Smith, Dakota
Dakota
Dakota Smith
Smith
Dakota Smith , Knoll, Corina
Corina
Corina Knoll
Knoll
Corina Knoll",,, (Copyright (c) 2017 Los Angeles Times)," 4308887061 , 110974862 , 7683 , ANGE , LATM201701272305", News," Jan 27, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Jan 27, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1862029304?accountid=14496,,,, A.1,," Sanctuary movement , Aliens , Immigration policy , Cities , Funding , California , San Francisco California"," TRUMP, DONALD J , IMMIGRANTS , DEPORTATION , FEAR , CALIFORNIA , CITIES , SANCTUARY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Anxiety+for+immigrants+living+in+%27sanctuary+cities%27&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Vives%2C+Ruben%3BCarcamo%2C+Cindy%3BSmith%2C+Dakota%3BKnoll%2C+Corina&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Migrants Less Likely to Commit Crimes,  A central point of an executive order President Trump signed on Wednesday -- and a mainstay of his campaign speeches -- is the view that undocumented immigrants pose a threat to public safety.,1862031080,Newspapers," Perez-Pena, Richard
Richard
Richard Perez-Pena
Perez-Pena
Richard Perez-Pena , Perez-Pena, Richard
Richard
Richard Perez-Pena
Perez-Pena
Richard Perez-Pena", NYTIAO," Migration Policy Institute
813940 , Cato Institute
541711 , Department of Homeland Security
922120"," Copyright New York Times Company Jan 27, 2017"," 4308899501 , 110974242 , 7818 , NYTIAO , NYT , 967130-20170127", News," Jan 27, 2017",0362-4331, English, English, A.14," New York, N.Y.","Jan 27, 2017",New York Times,2017,https://search.proquest.com/docview/1862031080?accountid=14496,,,, A.14,," Aliens , National security , Crime , Immigration policy , Prisoners , Prisons , Public safety , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Migrants+Less+Likely+to+Commit+Crimes%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Perez-Pena%2C+Richard&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Why '1984' Is a 2017 Must-Read,"  "" ""1984"" shot to No. 1 on Amazon's best-seller list this week, after Kellyanne Conway, an adviser to President Trump, described demonstrable falsehoods told by the White House press secretary Sean Spicer -- regarding the size of inaugural crowds -- as ""alternative facts.""",1862031086,Newspapers," Kakutani, Michiko
Michiko
Michiko Kakutani
Kakutani
Michiko Kakutani , Kakutani, Michiko
Michiko
Michiko Kakutani
Kakutani
Michiko Kakutani", NYTIAO," National Security Agency
928110"," Copyright New York Times Company Jan 27, 2017"," 4308899771 , 110974242 , 7818 , NYTIAO , NYT , 899976-20170127", News," Jan 27, 2017",0362-4331, English, English, C.19," New York, N.Y.","Jan 27, 2017",New York Times,2017,https://search.proquest.com/docview/1862031086?accountid=14496,,,, C.19,," Intelligence gathering , Propaganda , Presidents , Spicer, Sean",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Why+%271984%27+Is+a+2017+Must-Read%3A+%5BMovies%2C+Performing+Arts%2FWeekend+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=C.19&amp;au=Kakutani%2C+Michiko&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Offering a Path to Citizenship, Canada Beckons Foreign Students","  According to Immigration, Refugees and Citizenship Canada, the country's immigration department, immigrants already make up 75 percent of the annual net growth in the country's work force and are expected to account for 100 percent within 10 years.",1862031300,Newspapers," Smith, Craig S
Craig
Craig S Smith
Smith
S
Craig S. Smith , Smith, Craig S
Craig
Craig S Smith
Smith
S
Craig S. Smith", NYTIAO," Yukon College
611310 , College of the North Atlantic
611310"," Copyright New York Times Company Jan 27, 2017"," 4308899911 , 110974242 , 7818 , NYTIAO , NYT , 768332-20170127", News," Jan 27, 2017",0362-4331, English, English, A.3," New York, N.Y.","Jan 27, 2017",New York Times,2017,https://search.proquest.com/docview/1862031300?accountid=14496,,,, A.3,," Foreign students , Citizenship , Immigration , Aliens , Population , International education , China , Canada , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Offering+a+Path+to+Citizenship%2C+Canada+Beckons+Foreign+Students%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Smith%2C+Craig+S&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Trump's Little Mexican War,"  Mexico's main political parties have since traded stints in power, but both the PRI and the PAN have pressed economic reforms that have raised living standards and given Mexicans reasons to stay on their side of the Rio Grande.",1862036358,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4308929151 , 110975472 , 7510 , WSJ , DWJNJ000000020170127ed1r0001t", Editorial," Jan 27, 2017",0099-9660, English, English, A.14," New York, N.Y.","Jan 27, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1862036358?accountid=14496,,,, A.14,," North American Free Trade Agreement , International relations-US , Editorials , Mexico , Trump, Donald J , Pena Nieto, Enrique",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Little+Mexican+War&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
God is back on French political map,"  The man who brought God -- or, more specifically, Christianity -- back is François Fillon, a former prime minister who is running in the presidential election in the spring as the nominee of the main center-right Republican Party.",1862113435,Newspapers," Kauffmann, Sylvie
Sylvie
Sylvie Kauffmann
Kauffmann
Sylvie Kauffmann , Kauffmann, Sylvie
Sylvie
Sylvie Kauffmann
Kauffmann
Sylvie Kauffmann", NYTIAO," Republican Party
813940"," Copyright New York Times Company Jan 27, 2017"," 4309002061 , 110974242 , 7818 , NYTIAO , NYT , 796239-20170127", Op-Ed," Jan 27, 2017",0362-4331, English, English,," New York, N.Y.","Jan 27, 2017",New York Times,2017,https://search.proquest.com/docview/1862113435?accountid=14496,,,, n/a,," Presidential elections , Religion , Christianity , Catholicism , France , Europe , United States--US , Francis (Pope) , Valls, Manuel , Sarkozy, Nicolas",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=God+is+back+on+French+political+map%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-01-27&amp;volume=&amp;issue=&amp;spage=&amp;au=Kauffmann%2C+Sylvie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Travelers Stopped in Transit to U.S. After Trump Order; Executive order suspends entry of anyone from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen for at least 90 days",,1862248492,Newspapers," Wall, Robert
Robert
Robert Wall
Wall
Robert Wall; Susan Carey , Carey, Susan
Susan
Susan Carey
Carey",," United Nations--UN
928120 , Associated Press
519110 , EgyptAir
481111 , Google Inc
519130"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170128000020170128ed1s001b9 , WSJOWSJO20170128000020170128ed1s001b9 , 117310 , PQ_117310_Jan282017", News," Jan 28, 2017",, English, English, n/a," New York, N.Y.","Jan 28, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1862248492?accountid=14496,,,, n/a,," Bans , Airports , Cairo Egypt , Sudan , Trump, Donald J , Somalia , New York , United States--US , Libya , Egypt , Iraq , Iran , Yemen , Syria , Pichai, Sundar",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Travelers+Stopped+in+Transit+to+U.S.+After+Trump+Order%3B+Executive+order+suspends+entry+of+anyone+from+Iran%2C+Iraq%2C+Libya%2C+Somalia%2C+Sudan%2C+Syria+and+Yemen+for+at+least+90+days&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-01-28&amp;volume=&amp;issue=&amp;spage=&amp;au=Wall%2C+Robert%3BCarey%2C+Susan&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"With Migrants Already Straining Mexican Border, Fear Grows of Broad Crisis","[...]many Haitian migrants, traveling across the Americas, began arriving here last year with hopes of crossing into the United States that churches, community halls, after-school programs, rehabilitation centers and private citizens have opened their doors to house, feed and clothe them. A growing number of people have been streaming north from Central America, fleeing violence and poverty in their homelands. The waves of Central Americans heading north were severely testing Mexico's border patrol in the south of the country and led to a sharp increase in the number of people applying for asylum in Mexico, with applications more than doubling from 2015 to 2016. In recognition of the troubles in Haiti following the 2010 earthquake there, American border officials allowed undocumented Haitians to enter under a humanitarian parole provision, with permission to stay for as long as three years. Most of the burden of sheltering, feeding, clothing and caring for the nonstop stream of Haitians has fallen to civil society groups and individuals, who have accused the government of doing too little too late. Advocacy and humanitarian groups in Tijuana filed a complaint this week with the National Human Rights Commission alleging that federal officials had violated the migrants' human rights ""in a widespread and repeated manner"" by failing to address the crisis. Government officials, while acknowledging that the bulk of the humanitarian assistance has come from civil society, insist that they have provided crucial services but have been sorely limited by budgets that were already under strain amid Mexico's...",1862281461,Newspapers," Semple, Kirk
Kirk
Kirk Semple
Semple
Kirk Semple",," International Organization for Migration
928120"," Copyright New York Times Company Jan 28, 2017"," 958182-20170128 , 958182-20170128 , 7818 , PQ_7818_Jan282017", News," Jan 28, 2017",0362-4331, English, English, A.14," New York, N.Y.","Jan 28, 2017",New York Times,2017,https://search.proquest.com/docview/1862281461?accountid=14496,,,, A.14,," Immigration policy , Deportation , Migration , Donations , International organizations , Civil society , Human rights , Aliens , Border patrol , Mexico , United States--US , Central America , Baja California Mexico",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=With+Migrants+Already+Straining+Mexican+Border%2C+Fear+Grows+of+Broad+Crisis%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-01-28&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Semple%2C+Kirk&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
