Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
Notable &amp;amp; Quotable: Why Americans Smile; 'The authors found that emotional expressiveness was correlated with diversity.',,1896130977,Newspapers,,," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170508000020170508ed580073l , WSJOWSJO20170508000020170508ed580073l , 117310 , PQ_117310_May82017", News," May 8, 2017",, English, English, n/a," New York, N.Y.","May 8, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1896130977?accountid=14496,, n/a," China , United States--US , Zimbabwe , Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Notable+%26amp%3Bamp%3B+Quotable%3A+Why+Americans+Smile%3B+%27The+authors+found+that+emotional+expressiveness+was+correlated+with+diversity.%27&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-08&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"America's future looks a lot like this Texas city; Long an oil town, Houston's new boom is diversity",,1896209834,Newspapers," Mejia, Brittny
Brittny
Brittny Mejia
Mejia
Brittny Mejia",," Copyright Los Angeles Times May 9, 2017"," 7683 , PQ_7683_May92017 , LATMLATM2017050911205 , LATMLATM2017050911205", News," May 9, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","May 9, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896209834?accountid=14496,, A.1," Immigration policy , Population , Photographers , Dance , Stereotypes , Secondary schools , Soccer , Aliens , Cities , Texas , Mexico , New York , Africa , Central America"," HOUSTON (TX) , IMMIGRANTS , MINORITIES , DEMOGRAPHICS , RACIAL RELATIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=America%27s+future+looks+a+lot+like+this+Texas+city%3B+Long+an+oil+town%2C+Houston%27s+new+boom+is+diversity&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Mejia%2C+Brittny&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Notable &amp; Quotable: Smile,  [...]people there might smile more.,1896218279,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322246025 , 111562282 , 7510 , WSJ , DWJNJ000000020170509ed590001u", Feature," May 9, 2017",0099-9660, English, English, A.17," New York, N.Y.","May 9, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1896218279?accountid=14496,, A.17," Notable & quotable (wsj) , Khazan, Olga",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Notable+%26amp%3B+Quotable%3A+Smile&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Border Apprehensions Plunged in Early Months of Trump Era; Decline comes amid drumbeat about border wall and Mexico's emergence as a destination for some Central American migrants,,1896543746,Newspapers," Whelan, Robbie
Robbie
Robbie Whelan
Whelan
Robbie Whelan; Laura Meckler , Meckler, Laura
Laura
Laura Meckler
Meckler"," Department of Homeland Security
922120 , United Nations--UN
928120 , Pew Research Center for the People & the Press
541720"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170509000020170509ed59004ed , WSJOWSJO20170509000020170509ed59004ed , 117310 , PQ_117310_May92017", News," May 9, 2017",, English, English, n/a," New York, N.Y.","May 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1896543746?accountid=14496,, n/a," National security , Immigration , Trump, Donald J , United States--US , Central America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Border+Apprehensions+Plunged+in+Early+Months+of+Trump+Era%3B+Decline+comes+amid+drumbeat+about+border+wall+and+Mexico%27s+emergence+as+a+destination+for+some+Central+American+migrants&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Whelan%2C+Robbie%3BMeckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
An Econ Mystery: Why Did Wages Flatline? The latest jobs report shows full employment but it hasn't brought workers higher pay.,,1896616839,Newspapers," Galston, William A
William
William A Galston
Galston
A
William A. Galston"," Bureau of Labor Statistics
921110
923110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170509000020170509ed59006vb , WSJOWSJO20170509000020170509ed59006vb , 117310 , PQ_117310_May92017", News," May 9, 2017",, English, English, n/a," New York, N.Y.","May 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1896616839?accountid=14496,, n/a," Unemployment , Wages & salaries , Economic conditions , Labor market , Recessions , Workers , Employment",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=An+Econ+Mystery%3A+Why+Did+Wages+Flatline%3F+The+latest+jobs+report+shows+full+employment+but+it+hasn%27t+brought+workers+higher+pay.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Galston%2C+William+A&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
France Is Ripe for Rebirth; The liberal nation-state is history's best model. Can Trump and Macron revive it?,,1896617570,Newspapers," Jenkins, Holman W, Jr
Holman
Holman W Jenkins Jr
Jr
Jenkins
W
Holman W. Jenkins Jr."," European Central Bank
521110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170509000020170509ed59006v9 , WSJOWSJO20170509000020170509ed59006v9 , 117310 , PQ_117310_May92017", News," May 9, 2017",, English, English, n/a," New York, N.Y.","May 9, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1896617570?accountid=14496,, n/a," Political campaigns , Euro , Trump, Donald J , Greece , New York , France , Germany , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=France+Is+Ripe+for+Rebirth%3B+The+liberal+nation-state+is+history%27s+best+model.+Can+Trump+and+Macron+revive+it%3F&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"More New Yorkers Going on the Defense; Since divisive election, enrollment in self-defense and hate-crime intervention classes are increasing",,1896654740,Newspapers," MacMillan, Thomas
Thomas
Thomas MacMillan
MacMillan
Thomas MacMillan"," Police Department-New York City NY
922120 , Anti-Defamation League
813311"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170510000020170507ed57001rx , WSJOWSJO20170510000020170507ed57001rx , 117310 , PQ_117310_May102017", News," May 10, 2017",, English, English, n/a," New York, N.Y.","May 10, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1896654740?accountid=14496,, n/a," Violence , Self defense , Crime , Students , Defamation , Intervention , New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=More+New+Yorkers+Going+on+the+Defense%3B+Since+divisive+election%2C+enrollment+in+self-defense+and+hate-crime+intervention+classes+are+increasing&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=&amp;au=MacMillan%2C+Thomas&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
CITY &amp;amp; STATE; Bill aims to end 'archaic' offense; Communist Party membership would no longer be grounds for firing state workers.,,1896720566,Newspapers," Mason, Melanie
Melanie
Melanie Mason
Mason
Melanie Mason",," Copyright Los Angeles Times May 10, 2017"," 7683 , PQ_7683_May102017 , LATMLATM2017051011259 , LATMLATM2017051011259", News," May 10, 2017",0458-3035, English, English, B.3," Los Angeles, Calif.","May 10, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1896720566?accountid=14496,, B.3," Bills , Political parties , Communism , California , Vietnam"," CALIFORNIA , LEGISLATION , GOVERNMENT EMPLOYEES , COMMUNIST PARTY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CITY+%26amp%3Bamp%3B+STATE%3B+Bill+aims+to+end+%27archaic%27+offense%3B+Communist+Party+membership+would+no+longer+be+grounds+for+firing+state+workers.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Mason%2C+Melanie&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Politics &amp; Ideas: An Econ Mystery: Why Did Wages Flatline?,"  The official statistics back up reports that Americans are working harder than ever just to stay even. Since the depths of the Great Recession, household incomes have increased steadily -- not because wages are rising, but because Americans are working more hours.",1896745733,Newspapers," Galston, William A
William
William A Galston
Galston
A
William A. Galston , Galston, William A
William
William A Galston
Galston
A
William A. Galston"," Bureau of Labor Statistics
921110
923110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322266701 , 111567252 , 7510 , WSJ , DWJNJ000000020170510ed5a0000a", News," May 10, 2017",0099-9660, English, English, A.17," New York, N.Y.","May 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1896745733?accountid=14496,, A.17," Labor market , Employment , Unemployment , Wages & salaries , Workers , Economic conditions , Recessions , Employment , Wages & salaries , Standard of living",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Politics+%26amp%3B+Ideas%3A+An+Econ+Mystery%3A+Why+Did+Wages+Flatline%3F&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Galston%2C+William+A&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Canada Becomes a Magnet for Tech Talent,,1896759712,Newspapers," Lohr, Steve
Steve
Steve Lohr
Lohr
Steve Lohr"," University of Toronto
611310 , Microsoft Corp
334614
511210 , Google Inc
519130"," Copyright New York Times Company May 10, 2017"," 863378-20170510 , 863378-20170510 , 7818 , PQ_7818_May102017", News," May 10, 2017",0362-4331, English, English, B.1," New York, N.Y.","May 10, 2017",New York Times,2017,https://search.proquest.com/docview/1896759712?accountid=14496,, B.1," Research , Software , Foreign students , Artificial intelligence , Funding , Startups , Immigration , Engineers , San Francisco Bay , Montreal Quebec Canada , United States--US , Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Canada+Becomes+a+Magnet+for+Tech+Talent%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Lohr%2C+Steve&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
The Immigrants Who Oppose Sanctuary,,1896759833,Newspapers," Tavernise, Sabrina
Sabrina
Sabrina Tavernise
Tavernise
Sabrina Tavernise",," Copyright New York Times Company May 10, 2017"," 428086-20170510 , 428086-20170510 , 7818 , PQ_7818_May102017", News," May 10, 2017",0362-4331, English, English, A.14," New York, N.Y.","May 10, 2017",New York Times,2017,https://search.proquest.com/docview/1896759833?accountid=14496,, A.14," Daughters , Citizenship , Asian Americans , Deportation , Bills , Studies , Aliens , Immigration , Engineers , Maryland , China , Beijing China",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Immigrants+Who+Oppose+Sanctuary%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Tavernise%2C+Sabrina&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"With Measure Banning Migrant Havens, Texas Pushes Further to Right",,1896760407,Newspapers," Fernandez, Manny
Manny
Manny Fernandez
Fernandez
Manny Fernandez , Montgomery, David
David
David Montgomery
Montgomery
David Montgomery",," Copyright New York Times Company May 10, 2017"," 880221-20170510 , 880221-20170510 , 7818 , PQ_7818_May102017", News," May 10, 2017",0362-4331, English, English, A.15," New York, N.Y.","May 10, 2017",New York Times,2017,https://search.proquest.com/docview/1896760407?accountid=14496,, A.15," Civil disobedience , Immigration policy , Hispanic Americans , Bans , Law enforcement , Legislatures , Aliens , California , North Carolina , Arizona",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=With+Measure+Banning+Migrant+Havens%2C+Texas+Pushes+Further+to+Right%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Fernandez%2C+Manny%3BMontgomery%2C+David&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
France Is Ripe for Rebirth,"  Remember, facing the same generation-long problems of stagnation and unemployment, its current president, Francois Hollande, decided his calling card would be ""I hate the rich"" and a punitive tax on high incomes.",1896760764,Newspapers," Jenkins, Holman W, Jr
Holman
Holman W Jenkins Jr
Jr
Jenkins
W
Holman W. Jenkins Jr. , Jenkins, Holman W, Jr
Holman
Holman W Jenkins Jr
Jr
Jenkins
W
Holman W. Jenkins Jr."," European Union
926110
928120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322267025 , 111567252 , 7510 , WSJ , DWJNJ000000020170510ed5a0001z", Commentary," May 10, 2017",0099-9660, English, English, A.17," New York, N.Y.","May 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1896760764?accountid=14496,, A.17," Economic reform , Germany , France , Macron, Emmanuel",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=France+Is+Ripe+for+Rebirth&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"U.S. News: Arrests at Southern Border Plummet --- Decline comes amid threat of Trump's wall, Mexico's emergence as draw for migrants","  The number of people apprehended on the southwest border trying to enter the U.S. fell to its lowest level in nearly two decades, a sign President Donald Trump's tough talk on immigration is discouraging Central Americans from trying to cross the border.",1896794790,Newspapers," Whelan, Robbie
Robbie
Robbie Whelan
Whelan
Robbie Whelan; Laura Meckler , Meckler, Laura
Laura
Laura Meckler
Meckler , Whelan, Robbie
Robbie
Robbie Whelan
Whelan
Robbie Whelan , Meckler, Laura
Laura
Laura Meckler
Meckler
Laura Meckler"," Department of Homeland Security
922120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322268279 , 111567252 , 7510 , WSJ , DWJNJ000000020170510ed5a00016", News," May 10, 2017",0099-9660, English, English, A.3," New York, N.Y.","May 10, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1896794790?accountid=14496,, A.3," Border patrol , National security , Hispanics , Immigration , Mexico , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Arrests+at+Southern+Border+Plummet+---+Decline+comes+amid+threat+of+Trump%27s+wall%2C+Mexico%27s+emergence+as+draw+for+migrants&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-10&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Whelan%2C+Robbie%3BMeckler%2C+Laura&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Home Buyers Flock to Long Island's North Shore; Once home to wealthy industrialists, the land that inspired 'The Great Gatsby' is luring more young families competing for postage stamp-sized properties",,1897388532,Newspapers," Taylor, Candace
Candace
Candace Taylor
Taylor
Candace Taylor"," JPMorgan Chase & Co
522110
522292
523110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170511000020170511ed5b003e9 , WSJOWSJO20170511000020170511ed5b003e9 , 117310 , PQ_117310_May112017", News," May 11, 2017",, English, English, n/a," New York, N.Y.","May 11, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1897388532?accountid=14496,, n/a," Houses , Real estate sales , Homeowners , Housing prices , School districts , New York , Fitzgerald, F Scott (1896-1940) , Long Island New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Home+Buyers+Flock+to+Long+Island%27s+North+Shore%3B+Once+home+to+wealthy+industrialists%2C+the+land+that+inspired+%27The+Great+Gatsby%27+is+luring+more+young+families+competing+for+postage+stamp-sized+properties&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-11&amp;volume=&amp;issue=&amp;spage=&amp;au=Taylor%2C+Candace&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
MANSION --- A New Boom on Gatsby's Gold Coast --- Long Island's North Shore is heating up as a new crop of buyers bid fiercely for slivers of land in villages that were once the gilded estates of industrial tycoons,"  Long Island (excluding the Hamptons and North Fork) saw 5,754 home sales in the first quarter of 2017 -- the highest number of first-quarter sales in 14 years, according to a quarterly market report by Douglas Elliman Real Estate.",1897632124,Newspapers," Taylor, Candace
Candace
Candace Taylor
Taylor
Candace Taylor , Taylor, Candace
Candace
Candace Taylor
Taylor
Candace Taylor",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4322303229 , 111572732 , 7510 , WSJ , DWJNJ000000020170512ed5c00001", News," May 12, 2017",0099-9660, English, English, M.1," New York, N.Y.","May 12, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1897632124?accountid=14496,, M.1," Real estate sales , Housing prices , Houses , New York , Long Island New York , Fitzgerald, F Scott (1896-1940)",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=MANSION+---+A+New+Boom+on+Gatsby%27s+Gold+Coast+---+Long+Island%27s+North+Shore+is+heating+up+as+a+new+crop+of+buyers+bid+fiercely+for+slivers+of+land+in+villages+that+were+once+the+gilded+estates+of+industrial+tycoons&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-05-12&amp;volume=&amp;issue=&amp;spage=M.1&amp;au=Taylor%2C+Candace&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
CITY &amp;amp; STATE; Cedillo moves to target wall contractors; Councilman's proposal would require firms dealing with L.A. to disclose border work.,,1897645025,Newspapers," Smith, Dakota
Dakota
Dakota Smith
Smith
Dakota Smith"," Congress
921120"," Copyright Los Angeles Times May 12, 2017"," 7683 , PQ_7683_May122017 , LATMLATM2017051211425 , LATMLATM2017051211425", News," May 12, 2017",0458-3035, English, English, B.3," Los Angeles, Calif.","May 12, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1897645025?accountid=14496,, B.3," Mayors , Contractors , Councils , Bids , Cities , Mexico , California , Los Angeles California , United States--US , San Francisco California"," CEDILLO, GIL , LOS ANGELES , CONTRACTORS , GOVERNMENT CONTRACTS , WALLS , BORDERS , DISCLOSURE OF INFORMATION",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CITY+%26amp%3Bamp%3B+STATE%3B+Cedillo+moves+to+target+wall+contractors%3B+Councilman%27s+proposal+would+require+firms+dealing+with+L.A.+to+disclose+border+work.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-05-12&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Smith%2C+Dakota&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"'Worthy of Belief': How the Catholic Church Approves Apparitions; When visions of the Virgin Mary are reported, local bishops are in charge of investigating",,1897745373,Newspapers," Rocca, Francis X
Francis
Francis X Rocca
Rocca
X
Francis X. Rocca",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170512000020170512ed5c0015s , WSJOWSJO20170512000020170512ed5c0015s , 117310 , PQ_117310_May122017", News," May 12, 2017",, English, English, n/a," New York, N.Y.","May 12, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1897745373?accountid=14496,, n/a," Investigations , Protestant Reformation , Catholicism , England , Mexico , France",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=%27Worthy+of+Belief%27%3A+How+the+Catholic+Church+Approves+Apparitions%3B+When+visions+of+the+Virgin+Mary+are+reported%2C+local+bishops+are+in+charge+of+investigating&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Rocca%2C+Francis+X&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Christians, in an Epochal Shift, Are Leaving the Middle East; Fueled by strife, civil war and the rise of extremist groups, the exodus deepens the dominance of Islam",,1897990366,Newspapers," Abi-Habib, Maria
Maria
Maria Abi-Habib
Abi-Habib
Maria Abi-Habib"," Islamic State of Iraq & the Levant--ISIS
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170512000020170512ed5c0038p , WSJOWSJO20170512000020170512ed5c0038p , 117310 , PQ_117310_May122017", News," May 12, 2017",, English, English, n/a," New York, N.Y.","May 12, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1897990366?accountid=14496,, n/a," Suicide bombings , Population , Displaced persons , Muslims , Christianity , Radical groups , Religion , Civil war , Refugee camps , Christians , Cairo Egypt , Middle East , United States--US , Egypt , Iraq , Syria , Europe",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Christians%2C+in+an+Epochal+Shift%2C+Are+Leaving+the+Middle+East%3B+Fueled+by+strife%2C+civil+war+and+the+rise+of+extremist+groups%2C+the+exodus+deepens+the+dominance+of+Islam&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-05-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Abi-Habib%2C+Maria&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
